gene_id	GTEX-OHPK-2326-SM-3MJH2	GTEX-PLZ4-2326-SM-EYYV5	GTEX-S32W-1326-SM-4AD5Q	GTEX-S341-0826-SM-4AD73	GTEX-SE5C-0926-SM-4BRUF	GTEX-T5JW-0326-SM-4DM6J	GTEX-T6MO-1026-SM-4DM72	GTEX-TSE9-2326-SM-EZ6ME	GTEX-U3ZN-1126-SM-4DXUL
ENSG00000188807.12	7.318	6.878	11.19	8.925	8.372	8.612	11.48	8.004	8.929
ENSG00000171608.15	13.03	20.39	11.57	21.81	20.77	5.035	11.7	11.44	12.2
ENSG00000179840.5	0.0557	0	0	0.451	0.2091	0	0	0	0.03148
ENSG00000233268.3	0	0	0	0	0	0	0	0	0
ENSG00000231789.2	1.334	7.876	2.053	3.776	5.142	1.068	1.484	3.908	1.222
ENSG00000171603.16	131.4	141.5	108.6	99.24	83.67	98.71	123.8	100.1	184.5
ENSG00000271264.1	0	0	0	0	0	0	0	0.1462	0
ENSG00000280113.2	0	0	0.2269	0	0	0.05322	0.0611	0.0907	0.3183
ENSG00000178585.14	20.46	11.78	15.19	20.22	13.47	20.04	16.98	11.6	20.85
ENSG00000162441.11	14.78	22.98	17.12	14.09	16.63	19.06	14.46	15.09	13.82
ENSG00000228150.1	0.4616	0.2436	0.4382	1.051	1.444	0.7195	0.5508	0.327	0.3912
ENSG00000173614.13	4.265	4.404	6.067	4.345	5.982	4.45	3.861	3.344	5.815
ENSG00000202415.1	0	0.336	0.6044	0.1611	0	0.3308	0.1899	0	0
ENSG00000283611.1	0	0.2602	0	0	0	0	0	0.08731	0.2785
ENSG00000265521.1	0	0	0	0	0	0	0	0	0
ENSG00000162444.11	12.19	64.92	7.614	25.3	14.46	14.83	14.14	28.58	9.064
ENSG00000130939.18	32.42	45.71	26.82	24.7	19.26	15.57	31.54	22.72	21.1
ENSG00000224340.1	0	0.159	0.1907	0.3049	0	0.3131	0	0	0
ENSG00000233623.2	0.04978	0.3153	0.189	0.2267	0	0.0776	0.1782	0.0529	0.08438
ENSG00000201746.1	0	0	0	0	0	0.4931	0	0	0
ENSG00000054523.17	15.03	15.7	11.39	15	11.2	13.23	19.01	15.62	11.96
ENSG00000264881.1	0	0	0	0	0	0	0	0	0
ENSG00000199562.1	0	0	0	0	0	0	0.5662	0.6724	1.073
ENSG00000142657.20	39.61	36.08	72.17	58.82	141.9	42.49	38.57	41.37	45.34
ENSG00000271989.1	0	0	0	0	0	0	0	0	0
ENSG00000175279.21	14.11	9.53	22.02	8.878	10.61	11.36	9.421	7.537	43.83
ENSG00000241563.3	0.4193	1.992	4.493	1.637	1.968	0.8405	1.233	2.006	5.433
ENSG00000160049.11	15.11	20.63	19.99	17.15	18.22	16.78	16.63	15.07	13.92
ENSG00000142655.12	24.78	35.76	27.89	21.43	18.51	27.92	24.57	25.54	40.19
ENSG00000243267.3	0	1.148	0.6886	0	0	0	0.8655	0.1285	0.8197
ENSG00000130940.14	6.917	10.66	14.23	5.348	6.928	10.63	15.36	4.837	33.31
ENSG00000272078.1	1.072	3.758	2.693	1.46	1.247	2.082	2.291	2.213	6.041
ENSG00000225158.2	0	0	0	0	0	0	0	0	0
ENSG00000175262.14	0.09698	0.03839	0.2302	0.05521	0.09102	0.1701	0.0868	0.1031	0.1233
ENSG00000215785.2	0.137	0.1085	0.2602	0	0.2572	0	0	0	0.2323
ENSG00000120948.16	64.68	108.5	124.8	73.88	72.18	97.83	117.3	126.3	98.74
ENSG00000009724.16	6.301	1.822	8.408	6.093	3.817	10.28	15.83	3.128	10.09
ENSG00000271895.2	52.62	27.71	49.96	47.89	21.02	46.06	74.15	36.74	62
ENSG00000116649.9	75.43	71.88	117.8	69.61	169.1	140.2	88.13	69.23	36.38
ENSG00000171824.13	71.35	80.43	70.31	65	60.04	70.04	71.68	81.88	77.98
ENSG00000226849.1	4.14	8.362	9.167	3.57	3.717	4.545	6.745	9.063	8.93
ENSG00000230337.1	0.09026	0	0.3428	0	1.186	0	0	0	0.306
ENSG00000198793.12	17.16	13.98	17.39	13.49	16.24	20.47	18.69	15.05	15.2
ENSG00000225602.5	0	0	0.1184	0	0.117	0	0	0	0
ENSG00000253086.1	0	0	0	0	0	0	0	0	0
ENSG00000171819.4	9.347	13.55	0.5169	8.104	0.8516	7.167	7.607	0.7394	0.3846
ENSG00000207451.1	0	0	0	0	0	0	0	0	0
ENSG00000238173.1	0	0	0	0	0	0	0	0	0
ENSG00000120942.13	11.98	11.39	11.23	12.32	11.59	14.69	13.53	9.075	10.88
ENSG00000238199.1	0.1549	0	0.1471	0.1176	0	0.6037	0.2773	0.1646	0.7878
ENSG00000224338.2	0	0	0	0	0	0	0	0	0
ENSG00000204624.7	0.02204	0.2618	0.7116	0.07529	0.2069	0.0945	0.1184	0.1991	0.1775
ENSG00000235643.1	0	0.04171	0	0.03998	0	0	0	0	0.04465
ENSG00000116661.9	1.78	12.53	18.61	15.43	18.04	8.059	6.911	21.73	18.04
ENSG00000132879.13	22.06	55.4	53.66	33.89	20.81	22.5	40.83	69.98	60.39
ENSG00000116663.10	6.591	15.65	28.25	7.91	11.74	8.435	9.088	17.02	33.94
ENSG00000116670.14	15.21	32.61	24.63	21.01	23.64	17.21	22.24	26.03	12.28
ENSG00000162490.6	0.04147	0.08755	0.28	0.1539	0.1297	0.2586	0.05773	0.1175	0.2265
ENSG00000177674.15	30.47	35.04	80.92	41.61	55.41	27.28	26.6	28.96	113.9
ENSG00000215910.7	0.02608	0.04129	0.04951	0.09236	0.04894	0.01355	0.06223	0.02771	0.07368
ENSG00000177553.6	0	0	0	0	0	0	0	0	0
ENSG00000177000.10	12.1	14.85	17.68	23.28	32.14	13.29	25.84	12.19	11.38
ENSG00000011021.21	27.33	41.62	25.51	21.9	17.63	17.21	29.94	33.06	28.83
ENSG00000242349.5	0.7811	0.9276	7.787	1.581	2.443	2.537	2.33	3.113	8.607
ENSG00000175206.10	2.029	1.799	3.237	2.095	7.389	0.8225	1.671	1.941	3.302
ENSG00000120937.8	0	0	0	0.1481	0.1831	0.1521	0	0.2073	0.1654
ENSG00000224904.1	0	0.04065	0.04874	0.03897	0	0.08004	0	0	0.04352
ENSG00000199347.1	0	0.8932	0	1.285	0.5294	0.4397	1.01	0	0.9563
ENSG00000201801.1	0.8462	0	0	0	0	0.4397	0	0	0.4782
ENSG00000116685.15	53.97	42.14	58.77	44.62	44.09	59.31	58.41	39.25	62.51
ENSG00000083444.16	73.15	137.3	103.6	67.42	153.1	180.8	76.2	86.76	52.69
ENSG00000116688.16	70.55	53.36	53.23	59.81	61.74	70.71	70.83	52.67	43.58
ENSG00000270914.1	0	0	0	0	0	0	0	0	0
ENSG00000116691.10	42.94	44.42	40.23	31.07	36.8	31.33	49.22	31.82	23.33
ENSG00000202461.1	1.198	1.897	3.981	0.4547	0	0	2.681	1.592	1.016
ENSG00000276869.1	0	0	0	0	0	0	0	0	0
ENSG00000243539.3	0	0	0	0	0	0	0	0	0
ENSG00000120949.14	1.268	1.72	0.8941	1.017	5.439	1.355	2.204	0.6063	0.5987
ENSG00000201135.1	0	0	0	0	0	0	0	0	0
ENSG00000227875.2	0	0	0	0	0	0	0	0	0
ENSG00000283789.1	0	0	0	0	0	0	0	0	0
ENSG00000028137.18	40.98	53.49	36.65	60.14	86.88	40.15	44.23	49.14	19.91
ENSG00000263676.1	0	0	0	0	0	0	0.9932	0	0
ENSG00000225196.2	0.4284	0.848	0	0	0	0	0.3834	0	0
ENSG00000252969.1	0	0	0	0	0	0	0	0	0
ENSG00000048707.13	19.89	16.65	12.27	13.94	15.22	15.65	20.09	19	10.08
ENSG00000239149.1	0.2227	5.289	2.96	0.6761	2.508	0.6943	3.189	4.497	2.265
ENSG00000229484.1	0	0	0.2935	0.3519	0.4351	1.205	0.2766	0.3285	0
ENSG00000162496.8	94.24	111.5	113	62.46	72.89	42.56	66.99	167	113.2
ENSG00000221340.1	1.005	0	0	0	1.258	0	0	2.493	2.273
ENSG00000276830.1	0.5052	0	0.9593	0	0	0	0	0	0
ENSG00000272482.1	3.532	10.25	3.167	4.021	3.867	1.988	2.81	33.16	2.661
ENSG00000204518.2	0.5158	1.803	0.204	0.8808	1.573	0.067	0	2.49	0
ENSG00000226166.2	0	0	0	0	0	0	0	0	0
ENSG00000188984.11	0	0	0.04762	0	0.01569	0	0	0	0
ENSG00000157330.9	0.01644	0.05206	23.08	0.4616	0.6017	1.499	0.9269	1.966	52.73
ENSG00000116726.4	0	0	0.1439	0	0	0	0	0	0.3855
ENSG00000116721.9	0	0	0.1054	0	0	0	0	0	0
ENSG00000228338.1	0	0	0	0	0	0	0	0	0
ENSG00000239810.3	0	0	0.1393	0	0	0	0	0	0
ENSG00000231103.2	0	0	0	0	0	0	0	0	0
ENSG00000179172.9	0.2749	0.5804	0.116	0	0.1147	0.09524	0.05468	0.1623	0
ENSG00000120952.4	0	0	0.03914	0.03129	0	0	0	0	0
ENSG00000243073.3	0	0	0.07032	0.1124	0	0	0	0	0
ENSG00000187545.5	0	0	0	0.06738	0	0	0	0	0
ENSG00000204510.5	0	0	0.07743	0	0	0	0	0	0
ENSG00000207434.1	0	0	0	0	0	0	0	0	0
ENSG00000234064.1	0	0	0	0	0	0	0	0	0
ENSG00000232423.6	0	0	0.07205	0	0	0	0	0	0
ENSG00000274178.2	0	0	0.08865	0.1417	0	0	0	0	0
ENSG00000274764.5	0	0	0	0	0	0	0	0	0
ENSG00000277058.2	0	0	0.05598	0	0	0	0	0	0
ENSG00000229571.7	0	0	0	0	0	0	0	0	0
ENSG00000277862.1	0	0	0	0	0	0	0	0	0
ENSG00000236179.1	0	0	0	0	0	0	0	0	0
ENSG00000275774.2	0.02948	0.1401	0	0	0	0.04596	0.05277	0.06267	0
ENSG00000229978.1	0	0	0	0	0	0	0	0	0
ENSG00000233336.1	0	0	0	0	0	0	0	0	0
ENSG00000280267.4	0	0	0	0.02758	0	0	0	0	0
ENSG00000179412.10	0	0	0	0	0	0	0	0.04079	0
ENSG00000204505.4	0	0	0	0	0	0	0	0	0
ENSG00000279169.2	0	0	0	0	0	0	0	0	0
ENSG00000279804.2	0	0	0	0.09943	0	0	0	0	0
ENSG00000250894.1	0	0	0	0	0	0	0	0	0
ENSG00000270601.4	0	0	0	0	0	0	0	0	0
ENSG00000231219.1	0	0	0	0	0	0	0	0	0
ENSG00000207511.1	0	0	0	0	0	0	0	0	0
ENSG00000182330.10	0	0	0	0	0	0	0	0	0
ENSG00000237700.2	0	0	0	0	0	0	0	0	0
ENSG00000204501.7	0	0	0.1378	0.0551	0	0	0	0	0
ENSG00000228229.2	0	0	0	0	0	0	0	0	0
ENSG00000204481.7	0	0	0.05586	0	0	0	0	0	0
ENSG00000204480.7	0	0	0.1564	0.1667	0	0	0	0	0
ENSG00000204479.4	0	0	0.04073	0	0	0	0	0	0
ENSG00000204478.9	0	0	0.161	0	0	0	0	0	0
ENSG00000162494.5	0.6487	0.3338	0.06159	1.059	0.2131	0.2781	0.8419	0.06895	0
ENSG00000259961.1	0	0.151	0	0	0	0	0	0	0
ENSG00000215909.3	0	0	0	0.277	0	0	0	0	0
ENSG00000162493.16	41.96	16.5	23.3	42.65	159.4	40.03	43.83	45.28	4.891
ENSG00000222952.1	0	0	0	0	0	0	0	0	0
ENSG00000237445.2	0.1786	0.2828	0.1696	0.1356	0	0.4177	0.4796	0.9492	0
ENSG00000253085.1	0	0	0	0	0	0.4059	0	0	0
ENSG00000116731.22	22.32	28.83	20.75	23.48	18.88	19.08	27.85	22.17	20.01
ENSG00000189337.16	3.813	4.908	21.1	7.721	11.34	6.181	6.305	9.781	24.65
ENSG00000252151.1	0	0	0	0	0	0	0	0	0
ENSG00000231606.1	1.08	1.33	0.2279	0.3644	1.126	1.123	0	0.1276	0
ENSG00000234593.2	0.0443	0	0	0	0	0.1381	0	0.04709	0
ENSG00000235829.1	0	0	0	0	0	0	0	0	0
ENSG00000175147.11	2.041	2.189	7.065	2.549	0.8707	2.878	5.049	6.41	4.074
ENSG00000171729.13	22.74	17.85	28.86	21.33	12.03	18.7	31.62	33.77	20.62
ENSG00000204464.7	0	0	0	0.1838	0	0.1888	0	0	0.1026
ENSG00000215720.4	0.1907	0	0	0	0	0	0.1707	0.1013	0
ENSG00000278480.1	0.07008	0.111	0	0.1064	0	0	0.1254	0	0.1188
ENSG00000142621.19	0.06412	0.02707	23.91	0.5321	0.8986	1.973	1.331	2.626	49.53
ENSG00000233485.1	0.1338	0	0.7875	0.1625	0.02511	0.1877	0.2634	0.3839	0.9072
ENSG00000236045.1	0	0	0.0884	0	0.2622	0	0	0.3464	0.7893
ENSG00000228140.1	0.04576	0.07245	2.731	0.5854	0.2086	0.7643	0.2691	0.2501	9.054
ENSG00000142634.12	57.82	49.68	68.61	77.63	88.88	50.39	65.25	47.87	97.53
ENSG00000162438.11	0.301	0.4305	0.5162	0.958	1.021	0.666	0.7821	0.4953	0.7243
ENSG00000142615.7	0.5549	0.4832	2.265	2.022	0.7811	0.9515	1.887	0.3538	1.035
ENSG00000215704.9	0.06435	0.4585	0.9775	0.293	0.4831	0.2006	0.2304	0.342	0.1091
ENSG00000132906.17	11.6	22.48	35.83	19.62	25.38	13.82	29.17	24.99	45.39
ENSG00000116138.12	6.504	6.675	13.09	7.126	6.222	6.61	8.265	6.43	11.66
ENSG00000251866.1	0	0	0	0	0	0	0	0	0
ENSG00000272510.1	0	0	0	0.2482	0	0	0.878	0.5214	1.109
ENSG00000116771.5	0.154	0.133	0.7708	0.1912	0.3153	0.371	0.1754	0.1785	1.163
ENSG00000237301.1	0.02379	0.3579	2.914	0.07224	0.1563	0.2782	0.3407	0.2782	4.336
ENSG00000235084.3	1.59	1.439	2.444	0.8046	0.7106	2.833	2.169	1.046	4.493
ENSG00000252417.1	0	0	0	0	0	0	0	0	0
ENSG00000236500.1	0	0	0	0	0	0	0	0	0
ENSG00000197312.11	17.63	14.15	16.19	15.05	10.46	14.04	20.26	21.78	14.27
ENSG00000271742.1	0.2644	0	0	0	0.4963	0	0.71	0.4216	0
ENSG00000116786.11	66.65	77.54	65.03	61.81	80.84	61.01	83.24	75.83	57.93
ENSG00000237938.5	0.8541	2.434	1.807	0.852	1.878	0.9891	1.966	2.645	1.82
ENSG00000162461.7	5.256	13.17	9.513	4.866	6.816	3.634	11.15	3.978	5.966
ENSG00000162460.6	0.0668	0	0.1691	0	0.0418	0.06943	0.1196	0	0
ENSG00000224459.1	1.087	0	0.8257	0	0.8162	0	0	0	0.2457
ENSG00000162458.12	93.84	76.2	57.63	54.74	101.8	87.99	66.93	43.81	24.38
ENSG00000224321.1	0.7598	0.3281	0.2623	0.5243	0.389	0.2154	0.7419	0.2202	0.2342
ENSG00000233954.6	4.596	9.489	5.189	4.125	4.342	5.325	5.086	10.54	7.554
ENSG00000178715.8	2.318	1.468	0.4402	1.76	1.886	0.4819	1.383	1.314	2.227
ENSG00000179743.4	6.817	9.362	6.947	5.892	3.473	6.463	5.926	5.382	8.467
ENSG00000065526.10	45.19	46.76	38.29	31.45	30.28	32	49.79	40.69	37.48
ENSG00000270620.1	0	0	0.3046	0	0	0	0.2871	0	0
ENSG00000116809.11	20.51	36.71	23.92	21.25	22.76	27.37	27.41	32.69	25.97
ENSG00000234607.2	0	0	0	0	0.3385	0	0	0	0
ENSG00000231353.1	0	0	0	0	0	0	0	0	0
ENSG00000275503.1	0	0	0	0	0	0	0.2567	0	0.2431
ENSG00000224966.4	0	0	0	0	0	0.05485	0	0	0
ENSG00000183888.4	0	0.04166	0.04996	0	0	0	0	0.02796	0.0223
ENSG00000173641.17	139.9	97.86	54.79	63.66	160	153.2	132	40.56	21.82
ENSG00000186510.11	1.071	2.189	1.646	0.7539	0.8224	0.7742	1.29	3.281	2.163
ENSG00000232456.1	0	0.1523	0.639	0.146	1.083	0.1499	0.6024	0.5621	0.163
ENSG00000184908.17	0.691	1.131	0.831	0.4021	0.5188	1.149	1.278	0.4651	0.4881
ENSG00000185519.8	1.413	2.458	0.6423	1.631	1.232	0.6204	0.748	0.6979	0.9445
ENSG00000142627.12	34.84	33.83	20.48	41.03	45.21	20.79	48.55	36.15	15.85
ENSG00000227959.1	2.059	2.431	0.2133	1.08	0.4919	0.9923	2.145	3.183	0.7617
ENSG00000224621.1	0.9333	0.9852	0.7089	0.9445	0.9342	0.679	0.5568	0.9919	0.5274
ENSG00000142632.16	21.55	16.19	23.45	12.57	10.36	12.8	22.41	15.26	18.68
ENSG00000237276.8	1.548	1.266	1.583	1.265	1.053	1.962	2.131	0.6688	2.509
ENSG00000132881.11	9.99	7.458	11.77	9.012	4.77	6.455	9.097	7.777	21.28
ENSG00000233929.1	3.457	1.441	0.6911	4.972	2.391	1.135	5.537	0.5802	0.3085
ENSG00000037637.10	23.74	27.37	13.05	16.49	10.52	14.4	19.89	20	12.86
ENSG00000055070.16	74.63	73.36	55.28	71.38	81.34	77.89	81.47	62.09	47.48
ENSG00000226457.1	0.08884	0.1407	0.5061	0.2697	0	0.1385	0.6361	0.7553	0.3012
ENSG00000187144.11	0.2762	0.04374	0.05245	0.1398	0.1728	0.1148	0.09889	0.3425	0.3278
ENSG00000157191.19	33.01	47.89	54.38	43.42	53.36	41.51	36.49	44.13	61.9
ENSG00000226029.1	3.095	4.97	5.493	4.457	2.009	2.683	5.437	8.378	7.528
ENSG00000080947.14	6.672	12.19	19.71	6.618	4.474	8.191	12.17	12.2	20.62
ENSG00000206652.1	0	0	0	0.3133	0	0	0	0.2193	0
ENSG00000261135.1	0.2439	0.2897	0.6948	0.4629	0.1145	0.3803	0	0.2593	1.654
ENSG00000224174.2	0	0	0	0	0	0	0	0	0.5264
ENSG00000233421.4	0.5935	0.7463	1.028	0.7949	0.2949	0.4354	0.9998	0.5195	0.947
ENSG00000277344.1	0	0	0	0	0	0	0	0	0
ENSG00000268991.2	0	0	0	0	0.2491	0	0.2376	0.07054	0.9001
ENSG00000225710.1	0	0	0	0	0	0.05982	0	0	0
ENSG00000219481.10	6.605	7.048	7.263	7.262	3.756	4.429	5.383	4.964	5.629
ENSG00000271732.1	0.09984	0	0	0	0	0	0	0.3183	0.3385
ENSG00000215908.10	29.67	29.19	44.22	32.42	16.01	21.94	28.38	38.19	55.57
ENSG00000186301.8	1.596	2.199	9.706	2.803	2.69	2.948	1.692	4.114	10.82
ENSG00000282143.1	0	0	0	0	0	0	0.1653	0	0
ENSG00000207513.1	0	0	0	0	0	0	0	0	0
ENSG00000237847.2	0	0	0	0	0	0	0	0	0
ENSG00000280114.1	0	0	0.5507	0.1321	0.05444	0.09043	0	0.2774	3.737
ENSG00000236698.1	0.9337	0.8624	1.182	0.7087	0.5842	0.9704	0.1393	1.489	4.881
ENSG00000268869.5	0.01137	0.03602	0.9718	0.1209	0.1067	0.266	0	0.278	10.32
ENSG00000279151.1	0	0	0	0	0	0	0	0.09271	0
ENSG00000279132.2	0	0	0	0	0	0	0	0	0
ENSG00000282740.1	0	0	0	0	0	0	0	0	0
ENSG00000207389.1	0	0	0	0	0	0	0	0	0
ENSG00000227684.2	0.05959	0	0.2263	0	0.1118	0	0	0.06333	0.101
ENSG00000186715.10	0.4051	0.8484	3.139	0.5455	1.042	0.3871	0.924	0.8334	1.872
ENSG00000223643.6	0	0	0	0	0	0	0	0	0.1371
ENSG00000230239.1	0	0	0	0	0	0	0	0	0.2602
ENSG00000263811.1	0	0	0	0	0	0	0	0	0
ENSG00000228549.3	0.9846	1.806	1.733	2.005	0.2254	0.5802	1.612	1.021	0.5292
ENSG00000238142.1	17.78	27.07	23.31	11.5	9.691	7.691	11.09	17.56	21.98
ENSG00000235241.1	4.475	12.72	7.625	5.573	3.876	6.618	3.286	7.073	7.197
ENSG00000207005.1	0	0	0	1.253	0	0	0	0	0
ENSG00000272426.1	1.159	1.958	0.4402	0	0.2901	0.3614	1.107	1.971	0.393
ENSG00000058453.16	22.53	33.4	91.82	23.37	21.77	27.14	37.22	42.79	203.5
ENSG00000117122.13	13.84	11.51	15.41	15.95	21.64	17.58	18.48	17.92	14.37
ENSG00000226526.1	0.9844	0.5995	0.5751	0.8046	0.4264	0.3541	0.5421	1.529	1.797
ENSG00000159363.17	17.36	27.14	25.67	19.13	27.47	19.61	28.98	17.24	21.99
ENSG00000117118.9	101.6	72.61	83.68	77.19	85.78	96.1	85.84	69.32	68.42
ENSG00000117115.12	1.442	1.119	4.339	4.293	8.228	2.055	1.377	6.835	7.249
ENSG00000204362.6	0	0	0	0	0.06714	0.0697	0.1281	0	0
ENSG00000282843.1	0	0	0	0	0	0	0	0	0
ENSG00000142623.9	0.1312	0.01093	0.05243	0.08383	0.1296	0.03229	1.767	0.01467	0.1521
ENSG00000142619.4	0.02123	0	0.06046	0.06445	0	0	0.19	0	0
ENSG00000266634.1	0	0	0	0	0	0	0	0	0
ENSG00000159339.13	1.492	1.191	0.1298	7.177	8.468	0	0.2855	1.296	0.1159
ENSG00000276747.1	0.01413	0	0	0.04289	0	0	0	0	0
ENSG00000179051.13	21.91	28.38	65.06	33.04	33.49	29.58	37.08	40.23	41.77
ENSG00000074964.16	39.09	36.96	26.3	23.98	30.28	23.32	27.52	37.05	16.29
ENSG00000236648.1	0.05549	0	0	0	0	0	0	0.05897	0
ENSG00000117148.7	0	0	0	0	0	0	0	0	0.06157
ENSG00000261781.1	0	0	0	0	0	0	0	0	0
ENSG00000117154.11	4.868	1.675	3.577	1.386	2.366	3.862	2.568	1.155	0.8106
ENSG00000280222.1	0.08366	0.1573	0	0.09525	0.1178	0.1793	0.03744	0.01111	0
ENSG00000230035.2	0	0	0	0	0	0	0	0	0.1334
ENSG00000225387.1	0	0.1091	0	0	0	0	0.1234	0	0
ENSG00000179023.8	0.02631	0	1.574	0	0.07409	0.2256	0.2237	0.0839	1.851
ENSG00000235282.3	0	0	0	0	0	0	0	0	0
ENSG00000225478.2	0	0	0	0	0	0	0	0	0
ENSG00000009709.11	0.01072	0	0.07126	0	0	0.008358	0	0.0114	0.02727
ENSG00000179002.5	0.02663	0	0.1011	0.1213	0	0	0	0	0
ENSG00000159423.16	31.71	12.8	16.39	18.38	17.63	24.62	25.03	11.58	8.555
ENSG00000265606.1	0	0	0	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	0	0	0	0	0	0
ENSG00000169991.10	13.08	9.31	11.35	13.38	10.71	8.135	13.1	11.14	12.92
ENSG00000272084.1	0.7756	3.845	0.9392	1.177	1.013	1.77	2.415	2.186	1.296
ENSG00000127481.14	34.07	41.91	24.2	28.96	31.19	29.5	46.42	38.01	30.62
ENSG00000230424.1	0	5.413	0	2.076	1.283	0.533	3.672	2.544	2.318
ENSG00000127463.13	16.54	15.33	16.48	12.6	18.79	15.03	15.13	11.51	13.17
ENSG00000053372.4	21.76	22.79	34.01	23.18	46.79	52.41	28.48	22.88	25.58
ENSG00000211454.13	1.321	0.7046	2.06	1.963	0.522	1.691	1.518	2.424	2.31
ENSG00000162482.4	2.375	2.163	4.736	2.223	1.895	3.394	3.543	6.753	7.282
ENSG00000270728.1	3.675	0.7146	4.285	3.817	1.694	1.307	3	1.987	6.339
ENSG00000053371.12	59.37	84.84	109.2	64.13	54.57	68.96	53.78	74.88	152.4
ENSG00000200403.1	0	0	0	0.4802	0	0	0.5662	0.3362	0.5363
ENSG00000040487.12	13.32	17.62	15.31	14.37	13.46	13.89	20.59	17.79	16.79
ENSG00000077549.17	204.3	206.3	190.1	167.2	227.1	239.5	204.6	198	118.6
ENSG00000240490.3	0	0	0.2232	0	0	0	0	0	0.1992
ENSG00000201609.1	0	0	0	0	0	0	0	0	0
ENSG00000235185.1	0	0	0	0	0	0	0	0.1738	0
ENSG00000173436.13	26.03	33.08	29.51	22.31	28.53	28.03	24.31	26.83	18.62
ENSG00000226396.1	4.612	19.43	18.22	15.02	5.166	6.842	7.19	63.09	10.09
ENSG00000158747.13	228.7	492.6	370.4	330.4	225	192.4	319.8	629.2	210
ENSG00000158748.3	0.05118	0	0.1944	0.1295	0.06404	0.133	0	0.0544	0.2314
ENSG00000162542.13	13.17	19.96	23.02	12.95	12.8	12.46	13.97	18.73	29.89
ENSG00000178828.6	0	0	0.1209	0	0	0.1986	0.5699	0	0
ENSG00000235434.1	0	0	0	0	0	0	0	0	0
ENSG00000169914.5	13.22	13.12	12.58	12.81	8.628	10.58	13.65	20.33	21.27
ENSG00000188784.4	0	0	0	0.06545	0	0	0	0	0
ENSG00000242688.3	0	0	0	0	0	0	0	0	0
ENSG00000188257.10	136	112.7	295.8	23.85	2422	80.51	51.2	48.38	0.9535
ENSG00000127472.10	7.894	11.55	7.026	27.81	10.41	4.817	3.323	5.92	0.5723
ENSG00000117215.14	0.1641	0	0.3356	0.7283	0.09478	0.4723	0.0452	0.06709	0
ENSG00000158786.4	0	0.01968	0	0.01887	0	0	0	0	0
ENSG00000227066.1	0.02565	0.1218	0.1218	0.03894	0.1926	0	0.2296	0.08179	0.2392
ENSG00000187980.6	0.06158	0	0.09744	0.06232	0.1734	0.352	0.1102	0.02182	0.1566
ENSG00000225986.1	1.46	3.573	1.008	2.116	1.993	5.38	2.613	1.622	2.138
ENSG00000162543.5	4.113	2.222	64.27	4.408	4.47	8.089	7.156	9.35	180.8
ENSG00000228105.1	0	0	0	0	0	0	0	0	0
ENSG00000158816.15	0.01062	0.01681	3.013	0.07251	0.2491	0.2648	0.1425	0.1354	5.975
ENSG00000226664.1	0	0	0	0	0	0	0	0	0
ENSG00000236963.6	0.009973	0.09474	0.05681	0	0.03744	0	0.0357	0.0212	0.06763
ENSG00000226487.1	0	0	0	0	0	0	0	0	0
ENSG00000162545.5	47.92	85.67	26.94	50.14	34.16	40.23	58.99	86.61	15.54
ENSG00000090432.6	41.69	24.86	37.88	37.26	35.73	46.6	40.98	23.27	44.77
ENSG00000215520.3	0	0	0	0	0	0	0	0	0
ENSG00000183114.7	1.579	2.063	1.949	3.716	5.212	2.113	1.955	1.343	1.428
ENSG00000158825.5	13.36	36.51	14.15	21.4	28.17	10.41	12.2	11.09	7.746
ENSG00000158828.7	27.69	27.41	19.11	27.23	17.26	16.36	30.41	25.73	17.2
ENSG00000117242.7	5.344	3.227	7.161	6.627	4.579	7.255	6.205	5.578	6.693
ENSG00000244038.9	142.8	172.9	248.3	140.3	281.4	246	160.5	186.7	179.2
ENSG00000117245.12	1.832	2.961	13.77	2.747	3.212	3.329	2.182	4.112	22.28
ENSG00000235432.1	0	0	0	0	0	0	0	0	0.3594
ENSG00000189410.11	0.199	0.09693	0.4069	0.2904	1.393	0.1432	0.8766	1.033	0.3503
ENSG00000233069.1	0.1132	0	0.215	0	0	0	0.2026	0.1203	0.1919
ENSG00000127483.17	88.38	297.7	129.2	93.08	72.56	77.52	128.2	136.5	86.5
ENSG00000075151.20	18.75	22.41	30.09	20.29	35.43	29.19	22.93	20.93	42.16
ENSG00000251914.1	0	0	0	0	0	0	0	0	0
ENSG00000221808.1	0	0	0	0	0	0	0	0	0
ENSG00000233072.1	0.1758	0	0.5008	0	0	0	0	0.1869	0
ENSG00000236073.2	0	0	0	0	0	0	0	0	0
ENSG00000235112.1	0	0	0	0	0	0	0	0	0
ENSG00000117298.14	127.5	128.8	66.49	111.6	94.24	97.59	119.5	92.41	29.94
ENSG00000236936.1	0.2809	0.2965	1.333	0	0.08787	0.4379	0	0.398	4.286
ENSG00000231105.1	0.5442	0.6463	0.7176	1.079	0.4824	0.542	0.5953	0.7712	0.6151
ENSG00000236216.5	0.09002	0	0	0.1366	0.169	0	0	0	0
ENSG00000228823.1	0	0	0	0	0	0	0	0	0
ENSG00000236009.1	0	0	0	0	0	0	0	0	0
ENSG00000227001.3	0.5633	0.8919	2.917	0.4664	1.057	0.6386	1.466	0.6531	2.517
