gene_id	GTEX-N7MT-0826-SM-EV794	GTEX-P78B-2326-SM-EZ6KO	GTEX-Q2AG-2326-SM-EZ6KY	GTEX-S32W-1526-SM-4AD6Z	GTEX-S341-1126-SM-4AD6T	GTEX-S4UY-1426-SM-4AD6Y	GTEX-T5JW-0726-SM-4DM6D	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ
ENSG00000228150.1	0.1345	0.1716	0.3396	1.437	0.756	2.375	0.5962	0	0.1115
ENSG00000173614.13	5.87	6.395	5.072	5.366	5.795	4.784	4.4	2.323	5.584
ENSG00000202415.1	0	0.5918	0.7807	0	0.149	0.1724	0.2056	0.5094	0.6153
ENSG00000283611.1	0.4309	0.1833	0.2418	0	0.2307	0.1335	0.1592	0.3945	0
ENSG00000265521.1	0	0	0	0	0	0	0	0	0
ENSG00000162444.11	64.06	22.72	19.44	6.06	18.93	21.53	25.75	29.7	23.88
ENSG00000130939.18	34.82	28.75	27.26	20.85	31.81	37.06	23.11	23.72	28.95
ENSG00000224340.1	0	0.112	0	0	0	0	0	0	0
ENSG00000233623.2	0.2611	0	0.07325	0.07751	0.2097	0.08089	0.1929	0.07966	0.07216
ENSG00000201746.1	0	0	0	0	0	0.5141	0	0.5063	0
ENSG00000054523.17	16.79	10.46	14.34	8.299	14.57	13.07	12.75	13.8	18.29
ENSG00000264881.1	0	0	0	0	0	0	0	0	0
ENSG00000199562.1	2.212	0.3529	1.397	0	0	0	0	0.5063	0.4586
ENSG00000142657.20	43.85	47.78	39.81	66.24	46.22	52.61	222.7	37.46	479.1
ENSG00000271989.1	0.1764	0	0	0	0	0	0	0	0
ENSG00000175279.21	9.842	11.06	10.22	6.982	8.314	12.43	10.25	7.059	13.42
ENSG00000241563.3	2.88	3.408	3.438	1.959	1.472	2.044	1.799	2.349	1.086
ENSG00000160049.11	17.19	17.59	17.37	24.93	21.09	20.16	13.12	16.11	12.44
ENSG00000142655.12	27.34	27.44	33.26	29.13	31.71	32.58	25.78	34.96	21.63
ENSG00000243267.3	2.325	0.6742	1.423	0.1882	0	0	0.2342	0.1935	0
ENSG00000130940.14	4.76	2.886	4.842	6.388	7.181	9.534	23.95	3.421	23.73
ENSG00000272078.1	1.887	1.026	3.798	1.196	1.613	2.406	5.161	1.617	6.38
ENSG00000225158.2	0	0	0	0	0	0	0	0	0
ENSG00000175262.14	0.106	0.1082	0.03568	0.03775	0	0.0985	0.09396	0.0388	0.0703
ENSG00000215785.2	0	0	0	0	0	0	0.531	0	0
ENSG00000120948.16	120.8	114.2	114.9	105	100.2	103.2	81.96	98.16	63.51
ENSG00000009724.16	5.52	8.268	4.075	5.666	12.06	7.588	4.225	2.848	0.7564
ENSG00000271895.2	44.44	65.87	35.84	24.46	49.38	41.17	29.37	26.44	6.543
ENSG00000116649.9	46.56	87.42	71.72	239.9	97.11	98.87	59.11	86.22	39.52
ENSG00000171824.13	134.4	89.88	102.9	77.66	111.3	88.52	54.05	105.8	37.13
ENSG00000226849.1	17.63	12.58	16.68	6.96	5.812	7.242	5.73	12.26	2.054
ENSG00000230337.1	0.6313	0.4027	1.86	0	0	0	0.3498	0.2889	1.047
ENSG00000198793.12	13.97	14.69	12.99	17.32	21.06	16.2	13.98	14.16	10.59
ENSG00000225602.5	0.109	0.06953	0	0	0	0	0.3623	0.09976	0
ENSG00000253086.1	0	0	0	0	0	0	1.273	0	0
ENSG00000171819.4	2.856	1.974	6.699	0.4475	76.15	8.946	0.4103	12.2	0.1754
ENSG00000207451.1	0	0	0.4655	0	0.4441	0	0	0	0
ENSG00000238173.1	0	0	0	0.7027	0	0	0	0	0
ENSG00000120942.13	8.315	9.406	8.458	13.16	15.52	12.37	8.13	9.124	3.602
ENSG00000238199.1	0	0	0	0.2412	0.1087	0.2517	0.1501	0.124	0
ENSG00000224338.2	0	0	0	0	0	0	0	0	0
ENSG00000204624.7	0.02891	0.07377	0.03244	0.08581	0.1625	0.197	0	0.247	0.1358
ENSG00000235643.1	0	0	0	0	0	0	0.05104	0	0.07637
ENSG00000116661.9	6.076	6.628	3.251	4.709	5.782	5.612	28.1	12.87	41.33
ENSG00000132879.13	77.46	69.72	59.48	22.94	26.46	29.76	34.14	55.55	22.5
ENSG00000116663.10	20.17	17.51	15.11	16.92	12.72	14.29	13.33	20.1	15.56
ENSG00000116670.14	20.36	21.1	20.08	32.42	18.75	21.01	10.94	28.14	10.13
ENSG00000162490.6	0.04834	0.0771	0.1017	0.01435	0.07116	0.08985	0.008928	0.04425	0.00668
ENSG00000177674.15	32.84	32.14	30.56	30.02	24.81	35.83	45.22	25.72	53.16
ENSG00000215910.7	0.0304	0	0.01279	0.02707	0.06102	0.0565	0	0.1391	0
ENSG00000177553.6	0.1049	0	0	0	0.1685	0	0	0	0
ENSG00000177000.10	15.69	10.75	10.25	18.29	17.88	14.7	6.181	10.94	5.679
ENSG00000011021.21	38.21	27.02	38.97	18.87	29.62	30.89	14.19	49.06	11.37
ENSG00000242349.5	2.504	1.815	3.161	3.446	1.736	6.135	3.027	4.375	2.454
ENSG00000175206.10	2.555	1.041	1.553	8.026	1.823	4.419	1.022	2.793	1.059
ENSG00000120937.8	0.08528	0.2176	0.1435	0.6076	0.137	0	0	0	0
ENSG00000224904.1	0	0	0.03778	0.03997	0.1081	0	0	0.02054	0
ENSG00000199347.1	0	0.6293	0	0	0	0	0	0.9029	0
ENSG00000201801.1	0	0	0	0	0	0	0	0	0
ENSG00000116685.15	21.97	53.13	60.51	49.25	51.87	56.71	37.24	38.5	32.02
ENSG00000083444.16	65.72	172.4	177.1	138.7	88.21	115.3	45.71	90.27	29.75
ENSG00000116688.16	48.04	51.31	56.36	76.15	72.33	73.97	71.98	58.78	56.57
ENSG00000270914.1	0	0	0	0	0	0	0	0	0
ENSG00000116691.10	37.59	30.36	30.09	44.35	29.77	28.14	18.85	39.04	10.19
ENSG00000202461.1	3.142	1.337	2.645	4.198	1.682	0.9735	0	0.9588	0
ENSG00000276869.1	0	0	0	0	0	0	0	0	0
ENSG00000243539.3	0	0	0	0	0	0	0	0	0
ENSG00000120949.14	0.6016	0.4545	0.7995	0.4935	0.7501	0.5886	0.2807	0.4058	0.1313
ENSG00000201135.1	0	0	0	0	0	0	0	0	0
ENSG00000227875.2	0	0	0.1953	0	0	0.2157	0.2572	0	0
ENSG00000283789.1	0	0	0	0	0	0	0	0	0
ENSG00000028137.18	51.25	54.94	52.4	46.88	52.89	46.32	17.2	35.49	7.183
ENSG00000263676.1	0	0	0	0	0	0	0	0	0
ENSG00000225196.2	0.3746	0.4779	0.1576	0	0.4512	0.1741	0	0	0
ENSG00000252969.1	0	0	0.4017	0	0	0.8872	0	0.8737	0
ENSG00000048707.13	23.86	13.87	22.37	15.33	22.19	15.3	17.99	18.57	18.01
ENSG00000239149.1	9.734	1.49	3.932	3.121	3.126	2.171	3.452	11.76	3.551
ENSG00000229484.1	0.5405	0.6034	0.6823	1.324	0	0.3767	0	0.371	0.4481
ENSG00000162496.8	145.6	127.9	330.4	96.31	100.8	144.1	86.4	269.7	75.12
ENSG00000221340.1	1.758	0.3738	2.466	1.565	1.412	1.089	1.948	0	0.4858
ENSG00000276830.1	0	0	0	0	0.7093	0	0	0	0
ENSG00000272482.1	13.72	2.517	5.198	3.972	3.995	3.189	0.7604	26.85	1.422
ENSG00000204518.2	1.541	0.3596	2.467	0.3012	0.9354	0.03492	0.2498	3.474	0
ENSG00000226166.2	0.5284	0	0	0	0	0	0	0	0
ENSG00000188984.11	0	0	0	0	0	0	0	0	0
ENSG00000157330.9	0	0.1192	0.09677	0	0.01154	0.01336	0	0.02631	0.02383
ENSG00000116726.4	0	0	0	0.02951	0	0.0308	0	0.06066	0
ENSG00000116721.9	0	0	0	0.04322	0.07794	0.0451	0	0	0
ENSG00000228338.1	0	0	0	0	0.1257	0	0	0	0
ENSG00000239810.3	0	0	0	0	0.103	0	0	0	0
ENSG00000231103.2	0	0	0	0.07439	0.1341	0	0	0	0
ENSG00000179172.9	0.3205	0.2045	0.5844	0.2378	0.3002	0.09929	0	0	0
ENSG00000120952.4	0	0	0	0.1284	0.1158	0.134	0	0	0
ENSG00000243073.3	0	0	0	0	0.026	0	0	0	0
ENSG00000187545.5	0	0	0	0.03456	0.1246	0	0	0	0
ENSG00000204510.5	0	0	0	0	0	0	0	0	0
ENSG00000207434.1	0	0	0	0	0	0	0	0	0
ENSG00000234064.1	0	0	0	0	0.08345	0	0	0	0
ENSG00000232423.6	0	0	0	0.05909	0	0.06166	0	0	0
ENSG00000274178.2	0	0.05208	0	0	0	0.07587	0	0	0
ENSG00000274764.5	0	0	0	0	0.02551	0	0	0	0
ENSG00000277058.2	0	0.03289	0	0	0.1242	0.04791	0	0	0
ENSG00000229571.7	0	0	0	0	0	0	0	0	0
ENSG00000277862.1	0	0	0	0	0	0	0	0	0
ENSG00000236179.1	0	0	0	0	0.1067	0	0	0	0
ENSG00000275774.2	0	0	0	0.09182	0.0414	0.04791	0	0	0
ENSG00000229978.1	0	0.026	0	0	0	0	0	0	0
ENSG00000233336.1	0	0	0	0	0	0	0	0	0
ENSG00000280267.4	0	0	0	0	0	0	0	0	0
ENSG00000179412.10	0	0	0	0	0	0	0	0	0
ENSG00000204505.4	0	0	0	0.05658	0	0.05905	0	0	0
ENSG00000279169.2	0	0.03283	0	0	0	0	0	0	0
ENSG00000279804.2	0	0	0	0	0.04598	0.05322	0	0	0
ENSG00000250894.1	0	0	0	0.07689	0.104	0.1605	0	0	0
ENSG00000270601.4	0	0	0	0	0	0	0	0	0
ENSG00000231219.1	0	0	0	0	0	0	0	0	0
ENSG00000207511.1	0	0	0	0	0	0	0	0	0
ENSG00000182330.10	0	0	0	0	0.02453	0	0	0	0
ENSG00000237700.2	0	0	0	0.06944	0.06261	0.03623	0	0	0
ENSG00000204501.7	0	0	0	0.02826	0.05096	0.05899	0	0	0
ENSG00000228229.2	0	0	0	0	0	0	0	0	0
ENSG00000204481.7	0	0	0	0.2061	0.06196	0.0239	0	0	0
ENSG00000204480.7	0	0	0	0.08549	0.3854	0.04461	0	0	0
ENSG00000204479.4	0	0	0	0.0668	0.03012	0.2789	0	0	0
ENSG00000204478.9	0	0	0	0.33	0.08927	0.06888	0	0	0
ENSG00000162494.5	0.1701	0.05427	0.2387	0.07576	0.09108	0	3.645	0	0.3527
ENSG00000259961.1	0	0	0.2806	0	0	0	0.1847	0	0
ENSG00000215909.3	0	0	0	0	0	0.1483	0	0	0
ENSG00000162493.16	35.06	54.1	139.2	56.7	75.84	132.2	32.43	65.93	14.57
ENSG00000222952.1	0	0	0	0	0	0	0	0	0
ENSG00000237445.2	1.405	0.3985	1.446	0.1391	0.1254	0.1451	0.173	0.8576	0
ENSG00000253085.1	0	0	0	0	0	0	0	0	0
ENSG00000116731.22	39.73	30.75	35.79	25.24	31.09	32.66	22.31	25.47	18.43
ENSG00000189337.16	8.428	8.294	22.13	13.86	12.55	13.29	27.97	13.98	31.31
ENSG00000252151.1	0	0	0	0	0	0	0	0	0
ENSG00000231606.1	0	0	0.3533	1.308	0.5056	0	0.2326	0.7684	0
ENSG00000234593.2	0	0	0.1304	0.138	0	0.072	0.2575	0	0
ENSG00000235829.1	0	0	0	0.3233	0	0.1687	0.2012	0	0
ENSG00000175147.11	3.309	4.099	3.523	0.9246	2.866	1.885	3.865	4.262	6.43
ENSG00000171729.13	15.24	39.14	60.26	14	22.74	20.58	37.21	17.85	39.61
ENSG00000204464.7	0.1059	0.06754	0.1782	0	0	0	0.2346	0	0.2633
ENSG00000215720.4	0	0	0	0	0.1339	0	0.1847	0	0.2765
ENSG00000278480.1	0	0	0	0	0	0.05694	0	0.05608	0.254
ENSG00000142621.19	0.299	0.6533	0.1132	0.1598	0.2701	0.3057	0.02485	0.1847	0.1797
ENSG00000233485.1	0.538	1.851	0.2953	0.4791	0.9392	0.8262	0.07777	0.8779	0.194
ENSG00000236045.1	0.0814	1.091	0.137	0.2175	0.06537	0.07566	0.3608	0	0
ENSG00000228140.1	0.01143	0.1604	0.1635	0.07125	0.06424	0.1912	0	0.05231	0.009477
ENSG00000142634.12	56.75	79.44	66.73	64.97	72.49	88.45	47.39	72.86	84.39
ENSG00000162438.11	1.103	0.2708	0.1715	0.6804	0.7634	0.8678	0.6397	0.7148	6.306
ENSG00000142615.7	1.019	0.2166	0.04083	1.123	1.285	1.713	0.7526	1.732	15.08
ENSG00000215704.9	0.3938	0.1077	0.0947	0.4008	0.3614	0.366	0	0.4634	2.565
ENSG00000132906.17	45.02	18.75	26.64	24.88	18.93	12.92	5.247	27.33	9.733
ENSG00000116138.12	9.911	7.998	9.154	8.188	7.691	7.352	7.06	5.227	7.3
ENSG00000251866.1	0	0	0	0	0	0	0	0	0.701
ENSG00000272510.1	2.001	2.371	1.203	1.018	0	0	0.3168	0	0
ENSG00000116771.5	0.7343	0.2655	0.0618	0.4359	0.09827	0.3185	0.4611	0.1344	0.6291
ENSG00000237301.1	0.52	0.3185	0.01751	0.1482	0.2004	0.058	0	0.1142	0.1035
ENSG00000235084.3	1.456	1.605	1.337	0.4716	1.276	1.231	1.027	2.181	0.8782
ENSG00000252417.1	0	0	0	0	0.6989	0	0	0	0
ENSG00000236500.1	0	0	0	0	0	0	0	0	0
ENSG00000197312.11	22.11	15.31	21.58	12.61	17.68	15.21	26.74	18.33	25.76
ENSG00000271742.1	0	0	0.3891	0.2059	1.671	1.289	0	0.4232	0
ENSG00000116786.11	90.04	75.95	93	79.28	83.61	115.7	65.93	87.44	64.52
ENSG00000237938.5	6.059	1.715	4.166	1.33	1.096	3.212	1.324	3.085	2.441
ENSG00000162461.7	18.66	9.127	10.34	8.726	3.43	14.21	2.649	6.332	1.739
ENSG00000162460.6	0	0.04968	0	0.06935	0.09379	0.03619	0	0.03564	0
ENSG00000224459.1	0	0.3234	0	0.4514	0.9158	0.2356	0.1404	0.58	0.1051
ENSG00000162458.12	34.27	47.55	53.78	72.55	76.84	65.48	23.86	50.59	23.89
ENSG00000224321.1	0.3623	0.6935	0.6099	0	0.291	0	0.2677	0.2211	0.9013
ENSG00000233954.6	11.46	7.898	7.586	6.068	4.97	4.87	4.934	8.896	6.1
ENSG00000178715.8	3.648	0.862	2.274	2.647	2.604	0.6279	0.8984	1.979	1.008
ENSG00000179743.4	7.905	10.27	6.244	4.679	9.2	8.546	3.693	6.123	3.55
ENSG00000065526.10	38.19	27.48	28.69	36.01	43.42	37.15	20.06	30.14	29.05
ENSG00000270620.1	1.402	0.5368	0	0	0	0	0.3108	0.2567	0.2326
ENSG00000116809.11	41.75	39.81	39.98	27.25	27.68	35.38	24.18	31.91	22.57
ENSG00000234607.2	0.2102	0	0	0	0.1688	0	0	0.3849	0
ENSG00000231353.1	0	0	0	0	0	0	0	0.2084	0
ENSG00000275503.1	0	0	0	0	0	0	0	0	0
ENSG00000224966.4	0	0	0	0	0	0	0	0	0.05101
ENSG00000183888.4	0.023	0.04402	0	0.06145	0	0.06413	0	0.04211	0.03814
ENSG00000173641.17	40.08	98.4	75.71	81.4	164.8	163.6	12.7	82.43	1.763
ENSG00000186510.11	3.473	1.727	2.379	0.4852	0.5469	0.6171	0.1698	1.995	0.02823
ENSG00000232456.1	0	0.8581	1.344	0.4492	0	0	0.4658	0.2308	0.9758
ENSG00000184908.17	0.7652	2.133	3.118	0.6277	1.358	2.171	0.3124	1.051	0.167
ENSG00000185519.8	0.4871	1.176	5.739	1.363	1.732	0.6144	0.6555	1.72	4.414
ENSG00000142627.12	30.64	22.55	44.37	22.08	19.01	18.44	131.7	32.02	328.6
ENSG00000227959.1	3.404	0.8771	1.377	0.583	0.9988	0.9735	5.224	4.015	10.8
ENSG00000224621.1	0.8703	0.4164	0.2747	0.2907	0.8736	0	2.05	1.195	4.51
ENSG00000142632.16	11.21	15.92	27.04	36.73	14.86	13.74	30.87	11.68	31.82
ENSG00000237276.8	1.071	0.8538	2.903	0.5032	0.6209	0.8292	5.207	0.4355	4.118
ENSG00000132881.11	4.405	6.403	4.868	5.833	5.936	6.836	4.712	6.206	4.319
ENSG00000233929.1	0	0.406	0.5356	1.133	1.533	1.183	2.821	0.8737	2.638
ENSG00000037637.10	21.3	17.2	35.52	13.99	19.55	13.84	12.14	19.55	14.24
ENSG00000055070.16	48.15	62.95	60.16	73.24	85.35	87.67	45.49	67.64	43.32
ENSG00000226457.1	0.7767	0.5946	0.2615	0.1383	0.2495	0	0.1721	0.4265	0
ENSG00000187144.11	0.483	0.1438	0.1491	0.05735	0.1163	0.01496	0.03568	0.3831	0
ENSG00000157191.19	55.3	66.91	77.52	55.43	52.11	67.02	52.27	52.93	47.25
ENSG00000226029.1	13.96	8.487	11.62	3.919	6.864	3.737	1.794	6.991	1.426
ENSG00000080947.14	28.68	19.7	19.09	10.67	11.71	12.59	3.829	14.8	3.02
ENSG00000206652.1	0.3609	0.2302	0	0	0	0	0	0	0
ENSG00000261135.1	0	0.2381	0	0.1899	0.08563	0.3964	0.3545	0	0.3537
ENSG00000224174.2	0.181	0	0	0	0	0.3364	0	0	0
ENSG00000233421.4	0.1221	0.05842	0.02569	0.08154	0.2451	0.1135	0.03382	0.1118	0
ENSG00000277344.1	0	0	0	0	0	0	0	0	0
ENSG00000268991.2	0	0	0	0	0	0	0	0	0
ENSG00000225710.1	0	0	0.05647	0	0.05388	0	0	0	0
ENSG00000219481.10	10.42	12.93	10.77	5.921	11.44	8.72	1.939	6.17	1.808
ENSG00000271732.1	0.1746	0.5569	0.4408	0.1555	0.2804	0	0	0	0
ENSG00000215908.10	38.57	38.42	42.78	25.68	41.44	25.75	24.26	33.11	8.435
ENSG00000186301.8	2.945	4.318	7.066	2.347	1.784	2.353	13.68	2.365	4.091
ENSG00000282143.1	0.08074	0	0	0	0	0.1501	0	0	0
ENSG00000207513.1	0	0	0	0	0	0	0	0	0
ENSG00000237847.2	0	0	0	0	0	0	0	0	0
ENSG00000280114.1	0	0.06471	0.2561	0.04516	0	0	0	0	0.0841
ENSG00000236698.1	1.769	0.868	0.3435	0.4846	0.6555	1.012	0.9046	1.619	0.7896
ENSG00000268869.5	0.03977	0.01269	0.05021	0	0.03194	0	0	0.0182	0.1319
ENSG00000279151.1	0	0	0	0	0	0	0	0	0
ENSG00000279132.2	0	0	0	0	0	0	0	0	0
ENSG00000282740.1	0	0	0	0	0	0	0	0	0
ENSG00000207389.1	0	0	0	0	0	0	0	0	0
ENSG00000227684.2	0.3126	0.3324	0	0	0	0.09684	0	0	0
ENSG00000186715.10	2.456	1.159	2.769	0.9869	0.6422	1.38	1.355	0.8994	0.4831
ENSG00000223643.6	0	0	0	0	0	0	0	0	0
ENSG00000230239.1	0	0	0	0	0.05388	0.06236	0	0	0
ENSG00000263811.1	0	0	0	0	0	0	0	0	0
ENSG00000228549.3	0.4199	0.2545	0.2474	0.2804	0.9609	0.5073	0.02327	0.442	0.03481
ENSG00000238142.1	16.85	7.679	12.66	12.86	7.249	9.882	6.892	12.85	6.986
ENSG00000235241.1	2.006	1.792	4.052	3.573	3.866	5.221	2.668	3.673	1.996
ENSG00000207005.1	0	0.2302	0	0	0	0	0	0	0
ENSG00000272426.1	1.486	1.552	0	0.361	0.1085	0.2512	0.2995	2.103	0.8963
ENSG00000058453.16	37.59	35.78	34.52	25.58	26.73	46.26	23.45	38.61	14.07
ENSG00000117122.13	34.88	82.34	77.75	25.37	45.14	156.4	20.09	56.59	6.447
ENSG00000226526.1	0.7944	1.351	0.78	0.5895	1.063	2.092	0.1467	2.666	0
ENSG00000159363.17	21.28	22.86	17.68	21.8	19.73	21.54	15.06	16.98	41.84
ENSG00000117118.9	53.51	70.96	58.32	96.81	79.2	91.71	71.06	78.69	70.36
ENSG00000117115.12	0.633	3.016	1.973	1.11	1.954	3.327	1.841	1.376	0.4756
ENSG00000204362.6	0.01564	0.1197	0.01316	0	0.03767	0	0.01733	0	0.09075
ENSG00000282843.1	0	0	0	0	0	0	0	0	0
ENSG00000142623.9	3.09	0.6546	0.1219	0.0645	0.03877	0.4039	36.42	0.0221	60.3
ENSG00000142619.4	0.07423	0.02368	0	0.01653	0.0298	0.138	5.841	0.03397	3.293
ENSG00000266634.1	0	0	0	0	0	0	0	0	0
ENSG00000159339.13	0.4382	0.3431	1.107	0.03548	0.16	0.7406	0.0883	0.5835	0.1982
ENSG00000276747.1	0.0247	0	0	0	0.03967	0.02296	0	0	0
ENSG00000179051.13	37.2	51.75	41.39	57.66	37.89	52.42	73.97	26.24	74.68
ENSG00000074964.16	40.02	43.17	36.12	31.32	54.31	40.16	37.68	63.27	53.29
ENSG00000236648.1	0.09702	0	0	0	0	0.09017	0	0.08881	0
ENSG00000117148.7	0.03175	0	0	0	0.05099	0	0	0	0.02633
ENSG00000261781.1	0	0	0	0	0	0	0	0	0
ENSG00000117154.11	1.039	2.699	1.407	6.069	4.537	4.05	0.9546	2.551	0.2101
ENSG00000280222.1	0.09143	0.08166	0.06156	0.08957	0.03671	0.05099	0.02026	0.008369	0
ENSG00000230035.2	0	0	0	0	0	0	0	0	0
ENSG00000225387.1	0.8437	0.0769	0	0.1073	0	0	0.1336	0	0
ENSG00000179023.8	0.06902	0.1614	0.01936	0.03073	0	0.02138	0.6756	0	0.5532
ENSG00000235282.3	0	0	0	0	0	0	0	0	0
ENSG00000225478.2	0	0	0	0	0	0	0	0	0
ENSG00000009709.11	0.01875	0.0299	0	0.008349	0	0.008713	0	0	0.01555
ENSG00000179002.5	0	0.01485	0	0.0622	0.1122	0.04328	0	0.06393	0
ENSG00000159423.16	8.053	10.51	13.46	12.93	22.44	15.06	51.17	13.66	62.24
ENSG00000265606.1	0	0	0	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	0	0	0	0	0	0
ENSG00000169991.10	9.038	11.12	13.95	8.935	12.36	9.111	104.4	12.62	40.61
ENSG00000272084.1	3.99	2.721	3.755	1.208	2.352	2.357	2.853	3.238	1.32
ENSG00000127481.14	53.16	30.42	35.83	22.29	39.05	38.03	20.91	34.49	24.59
ENSG00000230424.1	4.782	2.288	3.019	2.662	0.96	0	0.6625	3.283	0.9913
ENSG00000127463.13	15.75	18.61	16.36	20.95	16.61	16.07	10.83	13.49	8.502
ENSG00000053372.4	25.14	25.75	21.22	51.62	22.02	24.39	27.75	24.21	17.25
ENSG00000211454.13	2.042	2.063	2.108	1.256	2.128	2.463	2.129	2.292	0.6855
ENSG00000162482.4	6.922	6.867	5.068	2.312	3.502	4.535	5.101	7.635	1.578
ENSG00000270728.1	4.96	2.733	1.992	1.004	6.155	3.667	2.124	1.341	2.617
ENSG00000053371.12	93.59	175.6	191.7	75.81	115	153.1	100.3	126.4	54.37
ENSG00000200403.1	1.106	0.3529	1.397	0	0	0	0.6129	0	2.293
ENSG00000040487.12	20.25	26.22	24.94	14.56	17.43	22.81	12.99	20.97	9.171
ENSG00000077549.17	146	203.7	242.2	210.4	251.7	297.9	195.8	224.2	193.8
ENSG00000240490.3	0	0	0.173	0	0	0	0	0	0
ENSG00000201609.1	0	0	0.3533	0	0	0	0	0.7684	0
ENSG00000235185.1	0	0	0.4813	0	0	0	0	0.2617	0.2371
ENSG00000173436.13	38.09	45.37	73.89	36.71	40.49	30.99	26.3	40.18	18.23
ENSG00000226396.1	55.8	50.7	74.22	16.22	3.342	6.77	12.54	69.77	4.745
ENSG00000158747.13	502.4	1004	1992	339.2	799.6	887.5	478.6	1048	126.4
ENSG00000158748.3	0.1193	0.3425	0.05021	0.2125	0.1198	0.3327	0.06611	0	0
ENSG00000162542.13	21.08	24.6	23.79	17.08	16.83	17.64	16.18	22.06	11.28
ENSG00000178828.6	0	0	0	0.09916	0.1341	0.05174	0	0	0.3231
ENSG00000235434.1	0	0	0	0	0	0	0	0	0
ENSG00000169914.5	22.46	21.19	15.6	8.248	11.59	12.53	8.073	27.89	7.621
ENSG00000188784.4	0	0	0	0	0	0	0	0	0
ENSG00000242688.3	0	0	0	0	0	0	0	0	0
ENSG00000188257.10	6.006	2.084	1.892	195.6	10.66	13.45	0.7006	2.604	0.5242
ENSG00000127472.10	0.9988	1.492	1.49	1.132	1.075	2.068	0.2013	0.8104	0.03764
ENSG00000117215.14	0.04415	0.1127	0.07432	0.03932	0	0.02052	0.04893	0.04041	0
ENSG00000158786.4	0	0	0	0	0.0349	0.0202	0.09634	0	0.6668
ENSG00000227066.1	0	0.02861	0.1132	0	0.05402	0	0	0.08211	0
ENSG00000187980.6	0.03589	0.1374	0.03021	0.06392	0.05764	0.03336	0	0.03285	0
ENSG00000225986.1	0.8123	3.109	0.1953	1.447	0.6523	1.079	0.5144	0.6373	0.1924
ENSG00000162543.5	0.5843	1.355	0.4649	0.7852	2.167	2.587	0.153	0.7196	0.03523
ENSG00000228105.1	0	0	0	0	0.099	0	0	0	0
ENSG00000158816.15	0.00928	0.0296	0.03905	0.03306	0	0	0	0.04247	0.01539
ENSG00000226664.1	0	0	0	0	0	0	0	0	0
ENSG00000236963.6	0.1395	0.06675	0.02935	0.1708	0.04201	0.2431	0.01932	0.06384	0
ENSG00000226487.1	0	0	0	0	0	0	0	0	0
ENSG00000162545.5	50.76	62.19	98.31	72.3	82.8	92.45	19.91	89.8	8.106
ENSG00000090432.6	20.27	44.93	49.97	42.11	47.07	47.15	31.07	27.66	19.38
ENSG00000215520.3	0	0.04948	0	0	0	0	0	0	0
ENSG00000183114.7	0.3221	1.673	0.3486	1.148	0.5543	1.861	0.102	0.2527	0.248
ENSG00000158825.5	21.08	9.802	2.121	16.36	9.129	13.48	121.3	8.438	177.9
ENSG00000158828.7	19.5	14.6	21.43	22.51	32.54	37.46	21.92	27.31	26.56
ENSG00000117242.7	5.023	6.409	3.779	6.772	6.309	6.259	2.923	3.596	2.443
ENSG00000244038.9	117	173.5	168	276.9	180.6	230.7	139.9	169.1	122.2
ENSG00000117245.12	4.184	2.348	1.571	3.125	5.975	6.645	1.32	2.848	0.7135
ENSG00000235432.1	0	0	0	0	0	0	0	0	0
ENSG00000189410.11	1.846	1.221	0.4054	0.6316	2.622	2.885	0.2224	5.193	1.209
ENSG00000233069.1	0	0	0	0	0	0.3679	0	0	0
ENSG00000127483.17	357.9	253.9	288.6	122	153.4	162.3	83.26	186.1	80.24
ENSG00000075151.20	26.98	28.8	24.5	33.5	33.36	34.84	20.13	17.77	18.07
ENSG00000251914.1	0	0	0	0	0	0	0	0	0
ENSG00000221808.1	0	0.3173	0	0	0	0	0	0	0
ENSG00000233072.1	0.3074	0.8826	0	0.6845	0	0.2857	0	0.4221	0.1275
ENSG00000236073.2	0	0	0	0	0	0	0	0	0
ENSG00000235112.1	0	0	0	0.5342	0	0	0	0	0
ENSG00000117298.14	106.1	80.43	127.7	199.7	185.8	143.2	65.85	131.1	30.53
ENSG00000236936.1	0.573	0	0.1378	0.3645	0.1315	0.3043	0.09071	0.5245	0.2715
ENSG00000231105.1	1.982	0.7082	1.313	0.4708	0.7641	1.155	0.498	1.936	0.2849
ENSG00000236216.5	0	0	0	0.2803	0	0	0	0	0
ENSG00000228823.1	0	0	0	0	0	0.08475	0	0	0
ENSG00000236009.1	0	0	0	0	0	0	0	0	0
ENSG00000227001.3	3.581	2.685	2.487	3.269	0.7908	2.08	0.893	0.4917	0.1485
ENSG00000187952.9	0.5275	0.1224	0.1615	0.5125	1.425	0.2674	0.9035	0.439	2.545
ENSG00000186543.7	0	0	0	0	0	0	0	0.06527	0
ENSG00000142794.18	4.614	2.984	3.709	3.804	4.414	2.63	4.294	4.248	2.907
ENSG00000176378.8	0	0	0	0	0	0	0	0	0
ENSG00000162551.13	19.33	4.57	2.187	4.434	5.911	4.866	4.798	2.918	6.25
ENSG00000233431.1	0	0	0.1213	0	0	0	0	0	0
