Gene stable ID,Transcript stable ID,Gene type
ENSG00000242114,ENST00000629597,protein_coding
ENSG00000278081,ENST00000610953,protein_coding
ENSG00000275474,ENST00000615688,protein_coding
ENSG00000275196,ENST00000614185,protein_coding
ENSG00000277776,ENST00000610981,protein_coding
ENSG00000276979,ENST00000619877,protein_coding
ENSG00000277733,ENST00000621875,protein_coding
ENSG00000275434,ENST00000614217,protein_coding
ENSG00000275165,ENST00000617902,protein_coding
ENSG00000274143,ENST00000612730,protein_coding
ENSG00000274739,ENST00000618443,protein_coding
ENSG00000276296,ENST00000616277,protein_coding
ENSG00000278120,ENST00000617661,protein_coding
ENSG00000275979,ENST00000611252,protein_coding
ENSG00000278707,ENST00000618475,protein_coding
ENSG00000278415,ENST00000612836,protein_coding
ENSG00000276421,ENST00000612749,protein_coding
ENSG00000274703,ENST00000610985,protein_coding
ENSG00000276644,ENST00000613252,protein_coding
ENSG00000185787,ENST00000379535,protein_coding
ENSG00000277457,ENST00000616816,protein_coding
ENSG00000277996,ENST00000613354,protein_coding
ENSG00000278362,ENST00000617784,protein_coding
ENSG00000278365,ENST00000617282,protein_coding
ENSG00000274533,ENST00000610558,protein_coding
ENSG00000101446,ENST00000217428,protein_coding
ENSG00000276739,ENST00000620817,protein_coding
ENSG00000249139,ENST00000651288,protein_coding
ENSG00000163512,ENST00000429369,protein_coding
ENSG00000274174,ENST00000613325,protein_coding
ENSG00000101665,ENST00000262158,protein_coding
ENSG00000095370,ENST00000373277,protein_coding
ENSG00000275796,ENST00000622042,protein_coding
ENSG00000135686,ENST00000564996,protein_coding
ENSG00000100012,ENST00000403066,protein_coding
ENSG00000275633,ENST00000610596,protein_coding
ENSG00000276826,ENST00000616348,protein_coding
ENSG00000101448,ENST00000354280,protein_coding
ENSG00000136982,ENST00000313655,protein_coding
ENSG00000168404,ENST00000306247,protein_coding
ENSG00000141429,ENST00000586725,protein_coding
ENSG00000124116,ENST00000481847,protein_coding
ENSG00000172172,ENST00000521648,protein_coding
ENSG00000171621,ENST00000328089,protein_coding
ENSG00000152213,ENST00000282026,protein_coding
ENSG00000102466,ENST00000376143,protein_coding
ENSG00000142583,ENST00000377424,protein_coding
ENSG00000136999,ENST00000259526,protein_coding
ENSG00000005194,ENST00000394391,protein_coding
ENSG00000171532,ENST00000580874,protein_coding
ENSG00000187772,ENST00000635857,protein_coding
ENSG00000134901,ENST00000376004,protein_coding
ENSG00000215421,ENST00000582337,protein_coding
ENSG00000275658,ENST00000615876,protein_coding
ENSG00000094804,ENST00000209728,protein_coding
ENSG00000276387,ENST00000611965,protein_coding
ENSG00000101457,ENST00000372622,protein_coding
ENSG00000275838,ENST00000618237,protein_coding
ENSG00000276572,ENST00000614210,protein_coding
ENSG00000164434,ENST00000368444,protein_coding
ENSG00000165943,ENST00000298894,protein_coding
ENSG00000164841,ENST00000518838,protein_coding
ENSG00000166016,ENST00000435224,protein_coding
ENSG00000276066,ENST00000612436,protein_coding
ENSG00000273943,ENST00000619854,protein_coding
ENSG00000148702,ENST00000351270,protein_coding
ENSG00000156265,ENST00000710354,protein_coding
ENSG00000133488,ENST00000255858,protein_coding
ENSG00000278426,ENST00000617592,protein_coding
ENSG00000274638,ENST00000619454,protein_coding
ENSG00000277071,ENST00000615426,protein_coding
ENSG00000274953,ENST00000610629,protein_coding
ENSG00000156804,ENST00000517956,protein_coding
ENSG00000274941,ENST00000610883,protein_coding
ENSG00000126062,ENST00000266025,protein_coding
ENSG00000153485,ENST00000283534,protein_coding
ENSG00000274050,ENST00000622589,protein_coding
ENSG00000276628,ENST00000619669,protein_coding
ENSG00000277923,ENST00000619842,protein_coding
ENSG00000276766,ENST00000619966,protein_coding
ENSG00000273506,ENST00000619067,protein_coding
ENSG00000111911,ENST00000229633,protein_coding
ENSG00000259066,ENST00000554824,protein_coding
ENSG00000275724,ENST00000610406,protein_coding
ENSG00000275551,ENST00000617187,protein_coding
ENSG00000274905,ENST00000612712,protein_coding
ENSG00000276341,ENST00000613257,protein_coding
ENSG00000278789,ENST00000616040,protein_coding
ENSG00000274078,ENST00000613310,protein_coding
ENSG00000277359,ENST00000616839,protein_coding
ENSG00000277667,ENST00000622368,protein_coding
ENSG00000170270,ENST00000306954,protein_coding
ENSG00000278519,ENST00000615453,protein_coding
ENSG00000226742,ENST00000592352,protein_coding
ENSG00000274005,ENST00000617291,protein_coding
ENSG00000196208,ENST00000628795,protein_coding
ENSG00000114349,ENST00000232461,protein_coding
ENSG00000277179,ENST00000618672,protein_coding
ENSG00000273833,ENST00000614788,protein_coding
ENSG00000277953,ENST00000619220,protein_coding
ENSG00000278533,ENST00000616461,protein_coding
ENSG00000273896,ENST00000613712,protein_coding
ENSG00000034693,ENST00000367592,protein_coding
ENSG00000278670,ENST00000615407,protein_coding
ENSG00000275123,ENST00000612678,protein_coding
ENSG00000012963,ENST00000554232,protein_coding
ENSG00000273916,ENST00000621792,protein_coding
ENSG00000276263,ENST00000615620,protein_coding
ENSG00000274651,ENST00000614518,protein_coding
ENSG00000274504,ENST00000613935,protein_coding
ENSG00000277178,ENST00000620707,protein_coding
ENSG00000275583,ENST00000614622,protein_coding
ENSG00000141759,ENST00000269601,protein_coding
ENSG00000274412,ENST00000622658,protein_coding
ENSG00000186795,ENST00000334549,protein_coding
ENSG00000274921,ENST00000613022,protein_coding
ENSG00000273911,ENST00000612634,protein_coding
ENSG00000229544,ENST00000451024,protein_coding
ENSG00000107902,ENST00000392757,protein_coding
ENSG00000152520,ENST00000503791,protein_coding
ENSG00000108344,ENST00000264639,protein_coding
ENSG00000152495,ENST00000508074,protein_coding
ENSG00000136807,ENST00000421939,protein_coding
ENSG00000173614,ENST00000403197,protein_coding
ENSG00000025156,ENST00000368455,protein_coding
ENSG00000172289,ENST00000307552,protein_coding
ENSG00000267127,ENST00000569722,protein_coding
ENSG00000166033,ENST00000648167,protein_coding
ENSG00000166889,ENST00000300146,protein_coding
ENSG00000130021,ENST00000438499,protein_coding
ENSG00000132561,ENST00000521689,protein_coding
ENSG00000101546,ENST00000586847,protein_coding
ENSG00000142173,ENST00000397763,protein_coding
ENSG00000114378,ENST00000395144,protein_coding
ENSG00000175063,ENST00000405520,protein_coding
ENSG00000128242,ENST00000406955,protein_coding
ENSG00000204624,ENST00000423056,protein_coding
ENSG00000152270,ENST00000282096,protein_coding
ENSG00000102755,ENST00000282397,protein_coding
ENSG00000130054,ENST00000252338,protein_coding
ENSG00000235961,ENST00000421798,protein_coding
ENSG00000100601,ENST00000216489,protein_coding
ENSG00000188153,ENST00000477429,protein_coding
ENSG00000136877,ENST00000479147,protein_coding
ENSG00000105141,ENST00000427043,protein_coding
ENSG00000137251,ENST00000486436,protein_coding
ENSG00000101544,ENST00000262198,protein_coding
ENSG00000276468,ENST00000621698,protein_coding
ENSG00000277709,ENST00000617195,protein_coding
ENSG00000276875,ENST00000620235,protein_coding
ENSG00000119705,ENST00000613856,protein_coding
ENSG00000275921,ENST00000615190,protein_coding
ENSG00000276145,ENST00000611088,protein_coding
ENSG00000277025,ENST00000618378,protein_coding
ENSG00000064490,ENST00000421262,protein_coding
ENSG00000276082,ENST00000620573,protein_coding
ENSG00000273944,ENST00000621849,protein_coding
ENSG00000154118,ENST00000537256,protein_coding
ENSG00000277607,ENST00000613399,protein_coding
ENSG00000161405,ENST00000346872,protein_coding
ENSG00000274672,ENST00000622524,protein_coding
ENSG00000276065,ENST00000614662,protein_coding
ENSG00000273875,ENST00000620398,protein_coding
ENSG00000278378,ENST00000611450,protein_coding
ENSG00000277629,ENST00000612403,protein_coding
ENSG00000114388,ENST00000476064,protein_coding
ENSG00000142606,ENST00000471840,protein_coding
ENSG00000161634,ENST00000293371,protein_coding
ENSG00000274873,ENST00000616323,protein_coding
ENSG00000277722,ENST00000621307,protein_coding
ENSG00000178184,ENST00000353265,protein_coding
ENSG00000276022,ENST00000611935,protein_coding
ENSG00000275935,ENST00000621927,protein_coding
ENSG00000274144,ENST00000615175,protein_coding
ENSG00000276363,ENST00000617862,protein_coding
ENSG00000277615,ENST00000616910,protein_coding
ENSG00000275323,ENST00000618751,protein_coding
ENSG00000276982,ENST00000610577,protein_coding
ENSG00000278257,ENST00000621285,protein_coding
ENSG00000278363,ENST00000620520,protein_coding
ENSG00000168830,ENST00000305344,protein_coding
ENSG00000274194,ENST00000613506,protein_coding
ENSG00000276804,ENST00000620820,protein_coding
ENSG00000275086,ENST00000617348,protein_coding
ENSG00000278712,ENST00000613888,protein_coding
ENSG00000274894,ENST00000618595,protein_coding
ENSG00000277079,ENST00000625297,protein_coding
ENSG00000273642,ENST00000613276,protein_coding
ENSG00000277177,ENST00000618663,protein_coding
ENSG00000275843,ENST00000611410,protein_coding
ENSG00000112837,ENST00000330469,protein_coding
ENSG00000178342,ENST00000316249,protein_coding
ENSG00000140937,ENST00000394156,protein_coding
ENSG00000274311,ENST00000615429,protein_coding
ENSG00000165650,ENST00000334464,protein_coding
ENSG00000101557,ENST00000582707,protein_coding
ENSG00000005175,ENST00000005386,protein_coding
ENSG00000063761,ENST00000238561,protein_coding
ENSG00000274513,ENST00000621989,protein_coding
ENSG00000146386,ENST00000367660,protein_coding
ENSG00000178295,ENST00000317402,protein_coding
ENSG00000095970,ENST00000373122,protein_coding
ENSG00000278046,ENST00000610381,protein_coding
ENSG00000255073,ENST00000389919,protein_coding
ENSG00000275404,ENST00000621042,protein_coding
ENSG00000101470,ENST00000372555,protein_coding
ENSG00000274185,ENST00000616827,protein_coding
ENSG00000164258,ENST00000507026,protein_coding
ENSG00000278154,ENST00000611304,protein_coding
ENSG00000077147,ENST00000371142,protein_coding
ENSG00000124942,ENST00000530124,protein_coding
ENSG00000276452,ENST00000616890,protein_coding
ENSG00000278279,ENST00000616137,protein_coding
ENSG00000196591,ENST00000519065,protein_coding
ENSG00000168612,ENST00000372523,protein_coding
ENSG00000275960,ENST00000621461,protein_coding
ENSG00000124207,ENST00000396192,protein_coding
ENSG00000274511,ENST00000620258,protein_coding
ENSG00000278300,ENST00000616523,protein_coding
ENSG00000274053,ENST00000619679,protein_coding
ENSG00000163032,ENST00000404666,protein_coding
ENSG00000275483,ENST00000621584,protein_coding
ENSG00000100029,ENST00000354694,protein_coding
ENSG00000278682,ENST00000611679,protein_coding
ENSG00000164211,ENST00000296632,protein_coding
ENSG00000275931,ENST00000611436,protein_coding
ENSG00000278284,ENST00000622572,protein_coding
ENSG00000185069,ENST00000332411,protein_coding
ENSG00000151748,ENST00000555720,protein_coding
ENSG00000177692,ENST00000381947,protein_coding
ENSG00000160256,ENST00000458015,protein_coding
ENSG00000148948,ENST00000278198,protein_coding
ENSG00000171729,ENST00000376014,protein_coding
ENSG00000100504,ENST00000532462,protein_coding
ENSG00000156509,ENST00000428847,protein_coding
ENSG00000011347,ENST00000263846,protein_coding
ENSG00000141433,ENST00000450565,protein_coding
ENSG00000157542,ENST00000609713,protein_coding
ENSG00000083635,ENST00000379161,protein_coding
ENSG00000140950,ENST00000343629,protein_coding
ENSG00000137575,ENST00000522243,protein_coding
ENSG00000139117,ENST00000552259,protein_coding
ENSG00000168301,ENST00000404589,protein_coding
ENSG00000118961,ENST00000403006,protein_coding
ENSG00000278634,ENST00000621277,protein_coding
ENSG00000277807,ENST00000618055,protein_coding
ENSG00000133114,ENST00000611650,protein_coding
ENSG00000141642,ENST00000588577,protein_coding
ENSG00000277751,ENST00000614965,protein_coding
ENSG00000037637,ENST00000375592,protein_coding
ENSG00000124214,ENST00000371856,protein_coding
ENSG00000276033,ENST00000621920,protein_coding
ENSG00000279566,ENST00000624335,protein_coding
ENSG00000275539,ENST00000614434,protein_coding
ENSG00000274746,ENST00000614218,protein_coding
ENSG00000274926,ENST00000613762,protein_coding
ENSG00000144566,ENST00000273047,protein_coding
ENSG00000276887,ENST00000616770,protein_coding
ENSG00000171307,ENST00000370854,protein_coding
ENSG00000273991,ENST00000622271,protein_coding
ENSG00000267699,ENST00000590722,protein_coding
ENSG00000159423,ENST00000290597,protein_coding
ENSG00000274305,ENST00000622672,protein_coding
ENSG00000103091,ENST00000262144,protein_coding
ENSG00000274616,ENST00000616264,protein_coding
ENSG00000101574,ENST00000319888,protein_coding
ENSG00000188342,ENST00000340473,protein_coding
ENSG00000176231,ENST00000641275,protein_coding
ENSG00000278516,ENST00000613622,protein_coding
ENSG00000141979,ENST00000409035,protein_coding
ENSG00000274110,ENST00000619755,protein_coding
ENSG00000175426,ENST00000311106,protein_coding
ENSG00000173867,ENST00000649547,protein_coding
ENSG00000268790,ENST00000593962,protein_coding
ENSG00000137845,ENST00000260408,protein_coding
ENSG00000273622,ENST00000611094,protein_coding
ENSG00000134594,ENST00000257017,protein_coding
ENSG00000277924,ENST00000620549,protein_coding
ENSG00000277398,ENST00000611819,protein_coding
ENSG00000180332,ENST00000379108,protein_coding
ENSG00000133112,ENST00000530705,protein_coding
ENSG00000275819,ENST00000622782,protein_coding
ENSG00000056277,ENST00000370978,protein_coding
ENSG00000160746,ENST00000466658,protein_coding
ENSG00000274495,ENST00000614111,protein_coding
ENSG00000080986,ENST00000261597,protein_coding
ENSG00000277060,ENST00000615023,protein_coding
ENSG00000160213,ENST00000639959,protein_coding
ENSG00000258674,ENST00000555938,protein_coding
ENSG00000278729,ENST00000612251,protein_coding
ENSG00000029363,ENST00000640069,protein_coding
ENSG00000276042,ENST00000614214,protein_coding
ENSG00000124900,ENST00000449290,protein_coding
ENSG00000139610,ENST00000293636,protein_coding
ENSG00000288593,ENST00000674444,protein_coding
ENSG00000274384,ENST00000621593,protein_coding
ENSG00000105058,ENST00000589852,protein_coding
ENSG00000286224,ENST00000652508,protein_coding
ENSG00000273592,ENST00000614745,protein_coding
ENSG00000274129,ENST00000622076,protein_coding
ENSG00000131969,ENST00000337334,protein_coding
ENSG00000282019,ENST00000633181,protein_coding
ENSG00000274950,ENST00000621749,protein_coding
ENSG00000170545,ENST00000603798,protein_coding
ENSG00000132031,ENST00000407540,protein_coding
ENSG00000148942,ENST00000396005,protein_coding
ENSG00000103248,ENST00000360900,protein_coding
ENSG00000275019,ENST00000616493,protein_coding
ENSG00000282735,ENST00000634010,protein_coding
ENSG00000275806,ENST00000611419,protein_coding
ENSG00000274887,ENST00000610804,protein_coding
ENSG00000275605,ENST00000619253,protein_coding
ENSG00000277088,ENST00000614380,protein_coding
ENSG00000156709,ENST00000675050,protein_coding
ENSG00000122694,ENST00000396613,protein_coding
ENSG00000274418,ENST00000622200,protein_coding
ENSG00000278161,ENST00000611514,protein_coding
ENSG00000113391,ENST00000395965,protein_coding
ENSG00000277707,ENST00000622636,protein_coding
ENSG00000101596,ENST00000688342,protein_coding
ENSG00000278316,ENST00000619136,protein_coding
ENSG00000105393,ENST00000598188,protein_coding
ENSG00000274609,ENST00000618358,protein_coding
ENSG00000275545,ENST00000614720,protein_coding
ENSG00000140600,ENST00000492099,protein_coding
ENSG00000157916,ENST00000378518,protein_coding
ENSG00000118960,ENST00000446825,protein_coding
ENSG00000276634,ENST00000613654,protein_coding
ENSG00000275566,ENST00000616505,protein_coding
ENSG00000275564,ENST00000622157,protein_coding
ENSG00000273535,ENST00000619077,protein_coding
ENSG00000185972,ENST00000335119,protein_coding
ENSG00000174718,ENST00000541981,protein_coding
ENSG00000099958,ENST00000464023,protein_coding
ENSG00000171169,ENST00000470245,protein_coding
ENSG00000278173,ENST00000619082,protein_coding
ENSG00000149021,ENST00000534397,protein_coding
ENSG00000119689,ENST00000556460,protein_coding
ENSG00000148346,ENST00000373017,protein_coding
ENSG00000129173,ENST00000527884,protein_coding
ENSG00000119778,ENST00000238789,protein_coding
ENSG00000155792,ENST00000523492,protein_coding
ENSG00000251357,ENST00000433835,protein_coding
ENSG00000275249,ENST00000612882,protein_coding
ENSG00000274792,ENST00000622674,protein_coding
ENSG00000259494,ENST00000312475,protein_coding
ENSG00000276760,ENST00000614604,protein_coding
ENSG00000240972,ENST00000215754,protein_coding
ENSG00000101187,ENST00000217159,protein_coding
ENSG00000165966,ENST00000402685,protein_coding
ENSG00000132837,ENST00000255189,protein_coding
ENSG00000274131,ENST00000628402,protein_coding
ENSG00000157881,ENST00000378466,protein_coding
ENSG00000278565,ENST00000611554,protein_coding
ENSG00000166377,ENST00000588600,protein_coding
ENSG00000099994,ENST00000358321,protein_coding
ENSG00000280501,ENST00000626565,protein_coding
ENSG00000154237,ENST00000388948,protein_coding
ENSG00000171159,ENST00000372994,protein_coding
ENSG00000174032,ENST00000523988,protein_coding
ENSG00000157570,ENST00000533786,protein_coding
ENSG00000100284,ENST00000608749,protein_coding
ENSG00000152944,ENST00000546323,protein_coding
ENSG00000167112,ENST00000372890,protein_coding
ENSG00000103257,ENST00000565644,protein_coding
ENSG00000161395,ENST00000579146,protein_coding
ENSG00000279389,ENST00000623152,protein_coding
ENSG00000262860,ENST00000575811,protein_coding
ENSG00000215114,ENST00000399598,protein_coding
ENSG00000068784,ENST00000263736,protein_coding
ENSG00000101188,ENST00000370501,protein_coding
ENSG00000101189,ENST00000370487,protein_coding
ENSG00000167113,ENST00000609948,protein_coding
ENSG00000060491,ENST00000290291,protein_coding
ENSG00000173451,ENST00000308086,protein_coding
ENSG00000172939,ENST00000492714,protein_coding
ENSG00000164309,ENST00000446378,protein_coding
ENSG00000005981,ENST00000257621,protein_coding
ENSG00000120899,ENST00000397501,protein_coding
ENSG00000118596,ENST00000552432,protein_coding
ENSG00000104731,ENST00000568444,protein_coding
ENSG00000198208,ENST00000557413,protein_coding
ENSG00000127993,ENST00000265732,protein_coding
ENSG00000162949,ENST00000450650,protein_coding
ENSG00000254772,ENST00000329251,protein_coding
ENSG00000048707,ENST00000620676,protein_coding
ENSG00000067113,ENST00000264775,protein_coding
ENSG00000092758,ENST00000477612,protein_coding
ENSG00000151846,ENST00000281589,protein_coding
ENSG00000165566,ENST00000515384,protein_coding
ENSG00000167114,ENST00000300456,protein_coding
ENSG00000171475,ENST00000583268,protein_coding
ENSG00000139505,ENST00000381801,protein_coding
ENSG00000291350,ENST00000707237,protein_coding
ENSG00000278788,ENST00000631948,protein_coding
ENSG00000291355,ENST00000707247,protein_coding
ENSG00000127989,ENST00000454222,protein_coding
ENSG00000291356,ENST00000707248,protein_coding
ENSG00000178093,ENST00000587522,protein_coding
ENSG00000100216,ENST00000216034,protein_coding
ENSG00000186010,ENST00000502506,protein_coding
ENSG00000145782,ENST00000509910,protein_coding
ENSG00000168904,ENST00000558879,protein_coding
ENSG00000106236,ENST00000265634,protein_coding
ENSG00000100427,ENST00000395876,protein_coding
ENSG00000275463,ENST00000615641,protein_coding
ENSG00000125304,ENST00000642146,protein_coding
ENSG00000165973,ENST00000298925,protein_coding
ENSG00000119630,ENST00000555567,protein_coding
ENSG00000167118,ENST00000470840,protein_coding
ENSG00000275841,ENST00000619638,protein_coding
ENSG00000274113,ENST00000620091,protein_coding
ENSG00000242950,ENST00000604270,protein_coding
ENSG00000277092,ENST00000620539,protein_coding
ENSG00000276053,ENST00000619717,protein_coding
ENSG00000130287,ENST00000252575,protein_coding
ENSG00000164645,ENST00000297203,protein_coding
ENSG00000088543,ENST00000426034,protein_coding
ENSG00000291347,ENST00000707203,protein_coding
ENSG00000006128,ENST00000319273,protein_coding
ENSG00000108599,ENST00000225737,protein_coding
ENSG00000175215,ENST00000398073,protein_coding
ENSG00000049323,ENST00000404816,protein_coding
ENSG00000275650,ENST00000619591,protein_coding
ENSG00000187791,ENST00000340783,protein_coding
ENSG00000276681,ENST00000611866,protein_coding
ENSG00000120669,ENST00000379881,protein_coding
ENSG00000291348,ENST00000707232,protein_coding
ENSG00000078142,ENST00000262039,protein_coding
ENSG00000291357,ENST00000707290,protein_coding
ENSG00000273574,ENST00000622419,protein_coding
ENSG00000278444,ENST00000619217,protein_coding
ENSG00000277335,ENST00000613846,protein_coding
ENSG00000292224,ENST00000710274,protein_coding
ENSG00000275918,ENST00000611303,protein_coding
ENSG00000105705,ENST00000589144,protein_coding
ENSG00000275290,ENST00000621662,protein_coding
ENSG00000166896,ENST00000647763,protein_coding
ENSG00000119718,ENST00000266126,protein_coding
ENSG00000278624,ENST00000633060,protein_coding
ENSG00000275525,ENST00000614501,protein_coding
ENSG00000277804,ENST00000612112,protein_coding
ENSG00000282283,ENST00000632433,protein_coding
ENSG00000282092,ENST00000631852,protein_coding
ENSG00000277134,ENST00000615841,protein_coding
ENSG00000198000,ENST00000442668,protein_coding
ENSG00000250709,ENST00000511166,protein_coding
ENSG00000277571,ENST00000632488,protein_coding
ENSG00000274619,ENST00000617994,protein_coding
ENSG00000275730,ENST00000611165,protein_coding
ENSG00000196900,ENST00000357147,protein_coding
ENSG00000114383,ENST00000462137,protein_coding
ENSG00000132432,ENST00000395535,protein_coding
ENSG00000196576,ENST00000479818,protein_coding
ENSG00000276196,ENST00000614568,protein_coding
ENSG00000274410,ENST00000617242,protein_coding
ENSG00000278503,ENST00000618507,protein_coding
ENSG00000058272,ENST00000450142,protein_coding
ENSG00000274232,ENST00000614253,protein_coding
ENSG00000274036,ENST00000612668,protein_coding
ENSG00000273931,ENST00000610808,protein_coding
ENSG00000277181,ENST00000611859,protein_coding
ENSG00000101190,ENST00000335351,protein_coding
ENSG00000274580,ENST00000617696,protein_coding
ENSG00000144724,ENST00000495879,protein_coding
ENSG00000275156,ENST00000617154,protein_coding
ENSG00000164199,ENST00000508842,protein_coding
ENSG00000242715,ENST00000379864,protein_coding
ENSG00000274571,ENST00000610790,protein_coding
ENSG00000119684,ENST00000380968,protein_coding
ENSG00000273992,ENST00000621151,protein_coding
ENSG00000101191,ENST00000266070,protein_coding
ENSG00000128581,ENST00000315322,protein_coding
ENSG00000277439,ENST00000612184,protein_coding
ENSG00000276234,ENST00000615182,protein_coding
ENSG00000276684,ENST00000622378,protein_coding
ENSG00000168589,ENST00000562982,protein_coding
ENSG00000275962,ENST00000612864,protein_coding
ENSG00000175470,ENST00000455566,protein_coding
ENSG00000276355,ENST00000620140,protein_coding
ENSG00000275736,ENST00000621284,protein_coding
ENSG00000140443,ENST00000650285,protein_coding
ENSG00000276061,ENST00000610357,protein_coding
ENSG00000276504,ENST00000616798,protein_coding
ENSG00000173473,ENST00000254480,protein_coding
ENSG00000291975,ENST00000709417,protein_coding
ENSG00000275885,ENST00000619391,protein_coding
ENSG00000079134,ENST00000579232,protein_coding
ENSG00000291978,ENST00000709428,protein_coding
ENSG00000277600,ENST00000617982,protein_coding
ENSG00000291980,ENST00000709430,protein_coding
ENSG00000286221,ENST00000651611,protein_coding
ENSG00000276959,ENST00000610998,protein_coding
ENSG00000273722,ENST00000612109,protein_coding
ENSG00000159618,ENST00000349457,protein_coding
ENSG00000239789,ENST00000285298,protein_coding
ENSG00000275118,ENST00000615872,protein_coding
ENSG00000278605,ENST00000615482,protein_coding
ENSG00000278270,ENST00000614737,protein_coding
ENSG00000274587,ENST00000610675,protein_coding
ENSG00000172115,ENST00000305786,protein_coding
ENSG00000112414,ENST00000230173,protein_coding
ENSG00000291362,ENST00000707298,protein_coding
ENSG00000274148,ENST00000621570,protein_coding
ENSG00000132622,ENST00000254963,protein_coding
ENSG00000278437,ENST00000620244,protein_coding
ENSG00000064489,ENST00000354191,protein_coding
ENSG00000119640,ENST00000555463,protein_coding
ENSG00000169919,ENST00000304895,protein_coding
ENSG00000119703,ENST00000673663,protein_coding
ENSG00000255508,ENST00000526409,protein_coding
ENSG00000133083,ENST00000360631,protein_coding
ENSG00000103335,ENST00000301015,protein_coding
ENSG00000188916,ENST00000522781,protein_coding
ENSG00000148950,ENST00000531331,protein_coding
ENSG00000170348,ENST00000303575,protein_coding
ENSG00000101220,ENST00000399683,protein_coding
ENSG00000100056,ENST00000252137,protein_coding
ENSG00000120008,ENST00000263461,protein_coding
ENSG00000273936,ENST00000628337,protein_coding
ENSG00000144619,ENST00000422330,protein_coding
ENSG00000131771,ENST00000580825,protein_coding
ENSG00000275571,ENST00000630731,protein_coding
ENSG00000277131,ENST00000629675,protein_coding
ENSG00000100665,ENST00000557004,protein_coding
ENSG00000128923,ENST00000316848,protein_coding
ENSG00000171657,ENST00000302548,protein_coding
ENSG00000105122,ENST00000609274,protein_coding
ENSG00000273494,ENST00000615291,protein_coding
ENSG00000291363,ENST00000707307,protein_coding
ENSG00000131174,ENST00000373335,protein_coding
ENSG00000293532,ENST00000713550,protein_coding
ENSG00000276429,ENST00000627854,protein_coding
ENSG00000205029,ENST00000378396,protein_coding
ENSG00000176971,ENST00000318627,protein_coding
ENSG00000273529,ENST00000612705,protein_coding
ENSG00000275125,ENST00000627907,protein_coding
ENSG00000261893,ENST00000572269,protein_coding
ENSG00000110107,ENST00000227524,protein_coding
ENSG00000165584,ENST00000298396,protein_coding
ENSG00000262785,ENST00000571194,protein_coding
ENSG00000263290,ENST00000572538,protein_coding
ENSG00000101222,ENST00000379756,protein_coding
ENSG00000188488,ENST00000554220,protein_coding
ENSG00000206203,ENST00000399635,protein_coding
ENSG00000262446,ENST00000572338,protein_coding
ENSG00000141447,ENST00000319481,protein_coding
ENSG00000127980,ENST00000438045,protein_coding
ENSG00000102738,ENST00000323563,protein_coding
ENSG00000063515,ENST00000086933,protein_coding
ENSG00000100075,ENST00000215882,protein_coding
ENSG00000263324,ENST00000575670,protein_coding
ENSG00000262666,ENST00000574749,protein_coding
ENSG00000125817,ENST00000379751,protein_coding
ENSG00000105750,ENST00000597314,protein_coding
ENSG00000125843,ENST00000246041,protein_coding
ENSG00000268009,ENST00000620320,protein_coding
ENSG00000102743,ENST00000478827,protein_coding
ENSG00000185551,ENST00000421109,protein_coding
ENSG00000088888,ENST00000416600,protein_coding
ENSG00000278505,ENST00000611038,protein_coding
ENSG00000198961,ENST00000361189,protein_coding
ENSG00000183153,ENST00000578689,protein_coding
ENSG00000068438,ENST00000396894,protein_coding
ENSG00000155097,ENST00000518857,protein_coding
ENSG00000180660,ENST00000707125,protein_coding
ENSG00000108306,ENST00000264658,protein_coding
ENSG00000151778,ENST00000474333,protein_coding
ENSG00000160229,ENST00000360204,protein_coding
ENSG00000242689,ENST00000361987,protein_coding
ENSG00000157107,ENST00000430046,protein_coding
ENSG00000105072,ENST00000221671,protein_coding
ENSG00000273259,ENST00000553947,protein_coding
ENSG00000169519,ENST00000406787,protein_coding
ENSG00000102804,ENST00000261489,protein_coding
ENSG00000288360,ENST00000672332,protein_coding
ENSG00000103995,ENST00000561245,protein_coding
ENSG00000196136,ENST00000485588,protein_coding
ENSG00000288505,ENST00000673124,protein_coding
ENSG00000276420,ENST00000621481,protein_coding
ENSG00000277853,ENST00000540591,protein_coding
ENSG00000288152,ENST00000672796,protein_coding
ENSG00000214711,ENST00000398824,protein_coding
ENSG00000278021,ENST00000616484,protein_coding
ENSG00000274109,ENST00000619361,protein_coding
ENSG00000276299,ENST00000613059,protein_coding
ENSG00000088367,ENST00000202028,protein_coding
ENSG00000288293,ENST00000672017,protein_coding
ENSG00000273865,ENST00000613240,protein_coding
ENSG00000276370,ENST00000621403,protein_coding
ENSG00000281573,ENST00000612758,protein_coding
ENSG00000068001,ENST00000447092,protein_coding
ENSG00000171311,ENST00000370902,protein_coding
ENSG00000162444,ENST00000315901,protein_coding
ENSG00000263014,ENST00000573121,protein_coding
ENSG00000288195,ENST00000672348,protein_coding
ENSG00000262418,ENST00000573298,protein_coding
ENSG00000180758,ENST00000377411,protein_coding
ENSG00000288453,ENST00000672437,protein_coding
ENSG00000100528,ENST00000216416,protein_coding
ENSG00000102794,ENST00000377462,protein_coding
ENSG00000147155,ENST00000276096,protein_coding
ENSG00000288283,ENST00000672295,protein_coding
ENSG00000184677,ENST00000650433,protein_coding
ENSG00000143869,ENST00000272224,protein_coding
ENSG00000288474,ENST00000673090,protein_coding
ENSG00000288185,ENST00000672064,protein_coding
