Gene stable ID,Transcript stable ID,Gene type
ENSG00000177666,ENST00000336615,protein_coding
ENSG00000205544,ENST00000302422,protein_coding
ENSG00000128311,ENST00000403892,protein_coding
ENSG00000169992,ENST00000575301,protein_coding
ENSG00000100055,ENST00000457992,protein_coding
ENSG00000203760,ENST00000368326,protein_coding
ENSG00000106400,ENST00000305105,protein_coding
ENSG00000148803,ENST00000278025,protein_coding
ENSG00000095981,ENST00000373229,protein_coding
ENSG00000181323,ENST00000323675,protein_coding
ENSG00000285245,ENST00000647146,protein_coding
ENSG00000179091,ENST00000533444,protein_coding
ENSG00000184560,ENST00000333870,protein_coding
ENSG00000170265,ENST00000610704,protein_coding
ENSG00000148288,ENST00000372040,protein_coding
ENSG00000127884,ENST00000368547,protein_coding
ENSG00000283439,ENST00000636696,protein_coding
ENSG00000286007,ENST00000651314,protein_coding
ENSG00000181284,ENST00000323206,protein_coding
ENSG00000138463,ENST00000261038,protein_coding
ENSG00000179526,ENST00000532536,protein_coding
ENSG00000161958,ENST00000575235,protein_coding
ENSG00000148832,ENST00000357296,protein_coding
ENSG00000177685,ENST00000528315,protein_coding
ENSG00000127528,ENST00000248071,protein_coding
ENSG00000164484,ENST00000296978,protein_coding
ENSG00000131183,ENST00000504577,protein_coding
ENSG00000146966,ENST00000275884,protein_coding
ENSG00000175040,ENST00000309575,protein_coding
ENSG00000065268,ENST00000585809,protein_coding
ENSG00000135597,ENST00000450536,protein_coding
ENSG00000082684,ENST00000648990,protein_coding
ENSG00000170175,ENST00000306071,protein_coding
ENSG00000179632,ENST00000322428,protein_coding
ENSG00000145386,ENST00000274026,protein_coding
ENSG00000166897,ENST00000402918,protein_coding
ENSG00000177697,ENST00000524748,protein_coding
ENSG00000175164,ENST00000679909,protein_coding
ENSG00000100060,ENST00000356998,protein_coding
ENSG00000196570,ENST00000358571,protein_coding
ENSG00000138686,ENST00000264499,protein_coding
ENSG00000198055,ENST00000502598,protein_coding
ENSG00000225830,ENST00000679871,protein_coding
ENSG00000277858,ENST00000354514,protein_coding
ENSG00000288709,ENST00000369505,protein_coding
ENSG00000183479,ENST00000370231,protein_coding
ENSG00000198369,ENST00000356388,protein_coding
ENSG00000075413,ENST00000678179,protein_coding
ENSG00000179698,ENST00000534167,protein_coding
ENSG00000101782,ENST00000584960,protein_coding
ENSG00000100065,ENST00000488141,protein_coding
ENSG00000197024,ENST00000426851,protein_coding
ENSG00000070748,ENST00000339797,protein_coding
ENSG00000167874,ENST00000574668,protein_coding
ENSG00000197106,ENST00000331565,protein_coding
ENSG00000162944,ENST00000295049,protein_coding
ENSG00000182224,ENST00000571846,protein_coding
ENSG00000175556,ENST00000304778,protein_coding
ENSG00000235173,ENST00000347708,protein_coding
ENSG00000157703,ENST00000288513,protein_coding
ENSG00000203859,ENST00000433745,protein_coding
ENSG00000262730,ENST00000573621,protein_coding
ENSG00000170043,ENST00000540486,protein_coding
ENSG00000148296,ENST00000372022,protein_coding
ENSG00000138741,ENST00000379645,protein_coding
ENSG00000164941,ENST00000522171,protein_coding
ENSG00000148297,ENST00000343730,protein_coding
ENSG00000185946,ENST00000524631,protein_coding
ENSG00000170037,ENST00000576538,protein_coding
ENSG00000269058,ENST00000269881,protein_coding
ENSG00000141452,ENST00000615148,protein_coding
ENSG00000175054,ENST00000658083,protein_coding
ENSG00000205978,ENST00000382554,protein_coding
ENSG00000183709,ENST00000331982,protein_coding
ENSG00000006756,ENST00000381154,protein_coding
ENSG00000128585,ENST00000421797,protein_coding
ENSG00000139899,ENST00000267406,protein_coding
ENSG00000163083,ENST00000295228,protein_coding
ENSG00000184162,ENST00000420605,protein_coding
ENSG00000100441,ENST00000251343,protein_coding
ENSG00000144320,ENST00000272748,protein_coding
ENSG00000177700,ENST00000534030,protein_coding
ENSG00000162627,ENST00000529992,protein_coding
ENSG00000128283,ENST00000430687,protein_coding
ENSG00000131188,ENST00000507881,protein_coding
ENSG00000205667,ENST00000381130,protein_coding
ENSG00000118564,ENST00000341285,protein_coding
ENSG00000148303,ENST00000496554,protein_coding
ENSG00000105227,ENST00000676316,protein_coding
ENSG00000062096,ENST00000381127,protein_coding
ENSG00000177830,ENST00000323578,protein_coding
ENSG00000100079,ENST00000215886,protein_coding
ENSG00000092009,ENST00000250378,protein_coding
ENSG00000183258,ENST00000512334,protein_coding
ENSG00000138892,ENST00000433387,protein_coding
ENSG00000162695,ENST00000370112,protein_coding
ENSG00000128340,ENST00000249071,protein_coding
ENSG00000226784,ENST00000458128,protein_coding
ENSG00000141458,ENST00000591107,protein_coding
ENSG00000187325,ENST00000341864,protein_coding
ENSG00000100450,ENST00000216338,protein_coding
ENSG00000182264,ENST00000599871,protein_coding
ENSG00000157399,ENST00000683191,protein_coding
ENSG00000100448,ENST00000216336,protein_coding
ENSG00000158623,ENST00000425248,protein_coding
ENSG00000148290,ENST00000371974,protein_coding
ENSG00000187714,ENST00000374115,protein_coding
ENSG00000265808,ENST00000578049,protein_coding
ENSG00000198105,ENST00000615949,protein_coding
ENSG00000021645,ENST00000634499,protein_coding
ENSG00000178662,ENST00000421875,protein_coding
ENSG00000105550,ENST00000593756,protein_coding
ENSG00000134247,ENST00000393203,protein_coding
ENSG00000132518,ENST00000254854,protein_coding
ENSG00000105552,ENST00000545387,protein_coding
ENSG00000162664,ENST00000394583,protein_coding
ENSG00000148291,ENST00000371964,protein_coding
ENSG00000100342,ENST00000426053,protein_coding
ENSG00000179593,ENST00000572022,protein_coding
ENSG00000102078,ENST00000543953,protein_coding
ENSG00000154065,ENST00000592179,protein_coding
ENSG00000144355,ENST00000361609,protein_coding
ENSG00000148248,ENST00000545297,protein_coding
ENSG00000266412,ENST00000585132,protein_coding
ENSG00000139990,ENST00000341516,protein_coding
ENSG00000134253,ENST00000497970,protein_coding
ENSG00000237765,ENST00000510920,protein_coding
ENSG00000141646,ENST00000588860,protein_coding
ENSG00000144331,ENST00000466398,protein_coding
ENSG00000189320,ENST00000435869,protein_coding
ENSG00000164938,ENST00000448464,protein_coding
ENSG00000164296,ENST00000296736,protein_coding
ENSG00000175077,ENST00000312295,protein_coding
ENSG00000106018,ENST00000262178,protein_coding
ENSG00000183508,ENST00000369448,protein_coding
ENSG00000113716,ENST00000613459,protein_coding
ENSG00000175073,ENST00000310421,protein_coding
ENSG00000182035,ENST00000373348,protein_coding
ENSG00000179477,ENST00000647874,protein_coding
ENSG00000185340,ENST00000616432,protein_coding
ENSG00000169359,ENST00000643144,protein_coding
ENSG00000019186,ENST00000216862,protein_coding
ENSG00000198765,ENST00000369522,protein_coding
ENSG00000144118,ENST00000447591,protein_coding
ENSG00000103067,ENST00000473183,protein_coding
ENSG00000182578,ENST00000504875,protein_coding
ENSG00000288602,ENST00000520044,protein_coding
ENSG00000109743,ENST00000265016,protein_coding
ENSG00000198870,ENST00000371957,protein_coding
ENSG00000104205,ENST00000523401,protein_coding
ENSG00000179111,ENST00000541682,protein_coding
ENSG00000148300,ENST00000371935,protein_coding
ENSG00000206199,ENST00000446160,protein_coding
ENSG00000165606,ENST00000374139,protein_coding
ENSG00000166562,ENST00000509791,protein_coding
ENSG00000253626,ENST00000520547,protein_coding
ENSG00000188816,ENST00000339992,protein_coding
ENSG00000227345,ENST00000402038,protein_coding
ENSG00000179094,ENST00000317276,protein_coding
ENSG00000092140,ENST00000550944,protein_coding
ENSG00000169903,ENST00000305354,protein_coding
ENSG00000120457,ENST00000529694,protein_coding
ENSG00000064787,ENST00000448484,protein_coding
ENSG00000112584,ENST00000630384,protein_coding
ENSG00000103066,ENST00000413021,protein_coding
ENSG00000274600,ENST00000620804,protein_coding
ENSG00000286102,ENST00000652479,protein_coding
ENSG00000121853,ENST00000241256,protein_coding
ENSG00000196588,ENST00000651595,protein_coding
ENSG00000149308,ENST00000278612,protein_coding
ENSG00000215018,ENST00000430711,protein_coding
ENSG00000143398,ENST00000447555,protein_coding
ENSG00000174948,ENST00000389740,protein_coding
ENSG00000160325,ENST00000540581,protein_coding
ENSG00000188042,ENST00000339728,protein_coding
ENSG00000087076,ENST00000596349,protein_coding
ENSG00000163659,ENST00000486483,protein_coding
ENSG00000135632,ENST00000413491,protein_coding
ENSG00000136014,ENST00000258499,protein_coding
ENSG00000177283,ENST00000374694,protein_coding
ENSG00000284695,ENST00000506796,protein_coding
ENSG00000113721,ENST00000261799,protein_coding
ENSG00000151923,ENST00000369093,protein_coding
ENSG00000109193,ENST00000226444,protein_coding
ENSG00000103064,ENST00000618043,protein_coding
ENSG00000104808,ENST00000221403,protein_coding
ENSG00000160326,ENST00000371899,protein_coding
ENSG00000096060,ENST00000357266,protein_coding
ENSG00000088992,ENST00000470612,protein_coding
ENSG00000166323,ENST00000525729,protein_coding
ENSG00000087086,ENST00000331825,protein_coding
ENSG00000147262,ENST00000682440,protein_coding
ENSG00000175809,ENST00000323684,protein_coding
ENSG00000102174,ENST00000379374,protein_coding
ENSG00000126545,ENST00000246891,protein_coding
ENSG00000135960,ENST00000409271,protein_coding
ENSG00000146151,ENST00000274901,protein_coding
ENSG00000122965,ENST00000553232,protein_coding
ENSG00000092108,ENST00000678760,protein_coding
ENSG00000158258,ENST00000458420,protein_coding
ENSG00000267360,ENST00000588873,protein_coding
ENSG00000196967,ENST00000587817,protein_coding
ENSG00000136943,ENST00000680490,protein_coding
ENSG00000109846,ENST00000650687,protein_coding
ENSG00000168303,ENST00000306984,protein_coding
ENSG00000164307,ENST00000296754,protein_coding
ENSG00000114796,ENST00000242810,protein_coding
ENSG00000105856,ENST00000468410,protein_coding
ENSG00000249884,ENST00000604011,protein_coding
ENSG00000215251,ENST00000380266,protein_coding
ENSG00000196505,ENST00000369443,protein_coding
ENSG00000245680,ENST00000532828,protein_coding
ENSG00000263620,ENST00000498285,protein_coding
ENSG00000163600,ENST00000316386,protein_coding
ENSG00000172315,ENST00000372114,protein_coding
ENSG00000179029,ENST00000437139,protein_coding
ENSG00000101161,ENST00000266079,protein_coding
ENSG00000165449,ENST00000395348,protein_coding
ENSG00000061656,ENST00000679710,protein_coding
ENSG00000065809,ENST00000378470,protein_coding
ENSG00000138400,ENST00000374412,protein_coding
ENSG00000196544,ENST00000389017,protein_coding
ENSG00000103061,ENST00000568315,protein_coding
ENSG00000178999,ENST00000316199,protein_coding
ENSG00000134200,ENST00000256592,protein_coding
ENSG00000140093,ENST00000261994,protein_coding
ENSG00000065183,ENST00000487202,protein_coding
ENSG00000136514,ENST00000259030,protein_coding
ENSG00000099399,ENST00000378988,protein_coding
ENSG00000103056,ENST00000219334,protein_coding
ENSG00000120289,ENST00000378982,protein_coding
ENSG00000198185,ENST00000615481,protein_coding
ENSG00000102287,ENST00000370328,protein_coding
ENSG00000178460,ENST00000396592,protein_coding
ENSG00000170099,ENST00000555056,protein_coding
ENSG00000170276,ENST00000304298,protein_coding
ENSG00000180884,ENST00000404801,protein_coding
ENSG00000254445,ENST00000527616,protein_coding
ENSG00000111863,ENST00000505099,protein_coding
ENSG00000149300,ENST00000529342,protein_coding
ENSG00000144730,ENST00000296318,protein_coding
ENSG00000285526,ENST00000648240,protein_coding
ENSG00000197249,ENST00000393087,protein_coding
ENSG00000153902,ENST00000310123,protein_coding
ENSG00000150764,ENST00000529225,protein_coding
ENSG00000122707,ENST00000377966,protein_coding
ENSG00000100983,ENST00000651619,protein_coding
ENSG00000163393,ENST00000369503,protein_coding
ENSG00000172209,ENST00000473300,protein_coding
ENSG00000126549,ENST00000507962,protein_coding
ENSG00000111726,ENST00000229329,protein_coding
ENSG00000184058,ENST00000332710,protein_coding
ENSG00000154415,ENST00000284601,protein_coding
ENSG00000262543,ENST00000573100,protein_coding
ENSG00000214113,ENST00000330636,protein_coding
ENSG00000185028,ENST00000328278,protein_coding
ENSG00000102119,ENST00000369835,protein_coding
ENSG00000164366,ENST00000296824,protein_coding
ENSG00000138376,ENST00000260947,protein_coding
ENSG00000163156,ENST00000602841,protein_coding
ENSG00000286001,ENST00000651543,protein_coding
ENSG00000126550,ENST00000503645,protein_coding
ENSG00000198812,ENST00000361484,protein_coding
ENSG00000103150,ENST00000262430,protein_coding
ENSG00000180104,ENST00000510441,protein_coding
ENSG00000164778,ENST00000297375,protein_coding
ENSG00000124785,ENST00000244766,protein_coding
ENSG00000110931,ENST00000652382,protein_coding
ENSG00000175600,ENST00000444074,protein_coding
ENSG00000140961,ENST00000566667,protein_coding
ENSG00000187533,ENST00000502441,protein_coding
ENSG00000159921,ENST00000642385,protein_coding
ENSG00000124491,ENST00000264870,protein_coding
ENSG00000221946,ENST00000586063,protein_coding
ENSG00000186910,ENST00000334708,protein_coding
ENSG00000143631,ENST00000368799,protein_coding
ENSG00000147364,ENST00000518240,protein_coding
ENSG00000099949,ENST00000414985,protein_coding
ENSG00000170054,ENST00000448305,protein_coding
ENSG00000147234,ENST00000683843,protein_coding
ENSG00000205649,ENST00000530128,protein_coding
ENSG00000288564,ENST00000673761,protein_coding
ENSG00000066230,ENST00000264938,protein_coding
ENSG00000103160,ENST00000219439,protein_coding
ENSG00000276302,ENST00000621053,protein_coding
ENSG00000089327,ENST00000392218,protein_coding
ENSG00000178921,ENST00000585183,protein_coding
ENSG00000150776,ENST00000420986,protein_coding
ENSG00000132465,ENST00000254801,protein_coding
ENSG00000024862,ENST00000617445,protein_coding
ENSG00000196459,ENST00000359680,protein_coding
ENSG00000258227,ENST00000546910,protein_coding
ENSG00000079335,ENST00000644844,protein_coding
ENSG00000186212,ENST00000334306,protein_coding
ENSG00000154099,ENST00000570298,protein_coding
ENSG00000138246,ENST00000260818,protein_coding
ENSG00000118816,ENST00000237654,protein_coding
ENSG00000243955,ENST00000334575,protein_coding
ENSG00000165953,ENST00000556881,protein_coding
ENSG00000150779,ENST00000504148,protein_coding
ENSG00000129484,ENST00000429687,protein_coding
ENSG00000140955,ENST00000268624,protein_coding
ENSG00000150782,ENST00000524595,protein_coding
ENSG00000174417,ENST00000518632,protein_coding
ENSG00000257138,ENST00000547270,protein_coding
ENSG00000134962,ENST00000257408,protein_coding
ENSG00000096264,ENST00000373089,protein_coding
ENSG00000119414,ENST00000373547,protein_coding
ENSG00000170775,ENST00000303921,protein_coding
ENSG00000120533,ENST00000522766,protein_coding
ENSG00000126950,ENST00000372930,protein_coding
ENSG00000102384,ENST00000684367,protein_coding
ENSG00000121897,ENST00000640489,protein_coding
ENSG00000125434,ENST00000579192,protein_coding
ENSG00000146039,ENST00000439485,protein_coding
ENSG00000136933,ENST00000259460,protein_coding
ENSG00000112877,ENST00000264935,protein_coding
ENSG00000136371,ENST00000560261,protein_coding
ENSG00000166558,ENST00000568003,protein_coding
ENSG00000213397,ENST00000370211,protein_coding
ENSG00000272968,ENST00000407184,protein_coding
ENSG00000259332,ENST00000615374,protein_coding
ENSG00000150783,ENST00000530752,protein_coding
ENSG00000169896,ENST00000648685,protein_coding
ENSG00000124568,ENST00000244527,protein_coding
ENSG00000171368,ENST00000360578,protein_coding
ENSG00000044574,ENST00000324460,protein_coding
ENSG00000120526,ENST00000239690,protein_coding
ENSG00000108961,ENST00000407006,protein_coding
ENSG00000086666,ENST00000613266,protein_coding
ENSG00000197580,ENST00000460924,protein_coding
ENSG00000100991,ENST00000252015,protein_coding
ENSG00000198844,ENST00000583529,protein_coding
ENSG00000275163,ENST00000614557,protein_coding
ENSG00000113924,ENST00000283871,protein_coding
ENSG00000115844,ENST00000234198,protein_coding
ENSG00000122729,ENST00000541043,protein_coding
ENSG00000015479,ENST00000512876,protein_coding
ENSG00000130066,ENST00000379251,protein_coding
ENSG00000186106,ENST00000520552,protein_coding
ENSG00000156384,ENST00000463224,protein_coding
ENSG00000124564,ENST00000481949,protein_coding
ENSG00000168090,ENST00000465027,protein_coding
ENSG00000133943,ENST00000521334,protein_coding
ENSG00000184650,ENST00000328248,protein_coding
ENSG00000198408,ENST00000439817,protein_coding
ENSG00000170035,ENST00000602303,protein_coding
ENSG00000214107,ENST00000378981,protein_coding
ENSG00000263809,ENST00000582471,protein_coding
ENSG00000179115,ENST00000314606,protein_coding
ENSG00000171054,ENST00000338616,protein_coding
ENSG00000171478,ENST00000304270,protein_coding
ENSG00000161970,ENST00000648839,protein_coding
ENSG00000130052,ENST00000488088,protein_coding
ENSG00000124097,ENST00000522557,protein_coding
ENSG00000174226,ENST00000311812,protein_coding
ENSG00000124092,ENST00000423479,protein_coding
ENSG00000163389,ENST00000295588,protein_coding
ENSG00000112343,ENST00000357085,protein_coding
ENSG00000166997,ENST00000262932,protein_coding
ENSG00000198798,ENST00000361644,protein_coding
ENSG00000124610,ENST00000244573,protein_coding
ENSG00000215113,ENST00000542739,protein_coding
ENSG00000275714,ENST00000613854,protein_coding
ENSG00000278637,ENST00000617569,protein_coding
ENSG00000286522,ENST00000621411,protein_coding
ENSG00000278463,ENST00000615868,protein_coding
ENSG00000276410,ENST00000615966,protein_coding
ENSG00000287080,ENST00000612966,protein_coding
ENSG00000187837,ENST00000343677,protein_coding
ENSG00000187475,ENST00000338379,protein_coding
ENSG00000147174,ENST00000373696,protein_coding
ENSG00000168298,ENST00000304218,protein_coding
ENSG00000274290,ENST00000634910,protein_coding
ENSG00000277157,ENST00000614247,protein_coding
ENSG00000204516,ENST00000538442,protein_coding
ENSG00000214309,ENST00000421390,protein_coding
ENSG00000150787,ENST00000528679,protein_coding
ENSG00000161973,ENST00000293845,protein_coding
ENSG00000070756,ENST00000518293,protein_coding
ENSG00000140678,ENST00000564308,protein_coding
ENSG00000146826,ENST00000394035,protein_coding
ENSG00000166160,ENST00000369929,protein_coding
ENSG00000185156,ENST00000329805,protein_coding
ENSG00000155890,ENST00000286349,protein_coding
ENSG00000276231,ENST00000619866,protein_coding
ENSG00000058866,ENST00000447054,protein_coding
ENSG00000267978,ENST00000595065,protein_coding
ENSG00000188771,ENST00000338832,protein_coding
ENSG00000204511,ENST00000376191,protein_coding
ENSG00000109814,ENST00000316423,protein_coding
ENSG00000179262,ENST00000591499,protein_coding
ENSG00000225396,ENST00000419795,protein_coding
ENSG00000184956,ENST00000421673,protein_coding
ENSG00000123165,ENST00000371124,protein_coding
ENSG00000143119,ENST00000648608,protein_coding
ENSG00000215115,ENST00000452468,protein_coding
ENSG00000198563,ENST00000474961,protein_coding
ENSG00000165264,ENST00000379847,protein_coding
ENSG00000184033,ENST00000328435,protein_coding
ENSG00000065320,ENST00000173229,protein_coding
ENSG00000197093,ENST00000413800,protein_coding
ENSG00000126890,ENST00000247306,protein_coding
ENSG00000122728,ENST00000242310,protein_coding
ENSG00000170310,ENST00000306357,protein_coding
ENSG00000126016,ENST00000304758,protein_coding
ENSG00000107201,ENST00000679665,protein_coding
ENSG00000120049,ENST00000348850,protein_coding
ENSG00000198788,ENST00000675028,protein_coding
ENSG00000213420,ENST00000292377,protein_coding
ENSG00000054219,ENST00000263636,protein_coding
ENSG00000143520,ENST00000388718,protein_coding
ENSG00000171943,ENST00000367123,protein_coding
ENSG00000180957,ENST00000335272,protein_coding
ENSG00000179271,ENST00000316939,protein_coding
ENSG00000166596,ENST00000396219,protein_coding
ENSG00000156886,ENST00000444228,protein_coding
ENSG00000255292,ENST00000531744,protein_coding
ENSG00000180061,ENST00000592603,protein_coding
ENSG00000155761,ENST00000466857,protein_coding
ENSG00000268350,ENST00000613284,protein_coding
ENSG00000160813,ENST00000470295,protein_coding
ENSG00000214026,ENST00000381519,protein_coding
ENSG00000163682,ENST00000645496,protein_coding
ENSG00000185955,ENST00000332375,protein_coding
ENSG00000105810,ENST00000265734,protein_coding
ENSG00000156885,ENST00000287490,protein_coding
ENSG00000140379,ENST00000335661,protein_coding
ENSG00000176723,ENST00000564218,protein_coding
ENSG00000144119,ENST00000272520,protein_coding
ENSG00000133247,ENST00000589338,protein_coding
ENSG00000140691,ENST00000408912,protein_coding
ENSG00000164500,ENST00000297001,protein_coding
ENSG00000090487,ENST00000204566,protein_coding
ENSG00000172578,ENST00000341319,protein_coding
ENSG00000288684,ENST00000681750,protein_coding
ENSG00000185926,ENST00000328188,protein_coding
ENSG00000122778,ENST00000440172,protein_coding
ENSG00000154914,ENST00000570827,protein_coding
ENSG00000197579,ENST00000360538,protein_coding
ENSG00000242441,ENST00000448460,protein_coding
ENSG00000183313,ENST00000332249,protein_coding
ENSG00000180919,ENST00000316529,protein_coding
ENSG00000148400,ENST00000680778,protein_coding
ENSG00000116830,ENST00000369466,protein_coding
ENSG00000204279,ENST00000374951,protein_coding
ENSG00000269791,ENST00000595235,protein_coding
ENSG00000145331,ENST00000394877,protein_coding
ENSG00000260234,ENST00000569170,protein_coding
ENSG00000140682,ENST00000565454,protein_coding
ENSG00000125484,ENST00000483873,protein_coding
ENSG00000160471,ENST00000588572,protein_coding
ENSG00000196119,ENST00000641670,protein_coding
ENSG00000165695,ENST00000298545,protein_coding
ENSG00000236371,ENST00000433030,protein_coding
ENSG00000238205,ENST00000423387,protein_coding
ENSG00000184911,ENST00000472595,protein_coding
ENSG00000152402,ENST00000526355,protein_coding
ENSG00000163638,ENST00000498707,protein_coding
ENSG00000120727,ENST00000507755,protein_coding
ENSG00000081026,ENST00000369617,protein_coding
ENSG00000165698,ENST00000372136,protein_coding
ENSG00000254870,ENST00000376185,protein_coding
ENSG00000267706,ENST00000591954,protein_coding
ENSG00000065325,ENST00000574745,protein_coding
ENSG00000180043,ENST00000585734,protein_coding
ENSG00000169184,ENST00000302326,protein_coding
ENSG00000139344,ENST00000266736,protein_coding
ENSG00000165702,ENST00000443690,protein_coding
ENSG00000226979,ENST00000454783,protein_coding
ENSG00000099984,ENST00000402588,protein_coding
ENSG00000136235,ENST00000465673,protein_coding
ENSG00000095752,ENST00000264563,protein_coding
ENSG00000100387,ENST00000476110,protein_coding
ENSG00000214717,ENST00000381222,protein_coding
ENSG00000170482,ENST00000353963,protein_coding
ENSG00000171759,ENST00000553106,protein_coding
ENSG00000002586,ENST00000611428,protein_coding
ENSG00000134955,ENST00000403796,protein_coding
ENSG00000163012,ENST00000295131,protein_coding
ENSG00000227507,ENST00000483972,protein_coding
ENSG00000100393,ENST00000263253,protein_coding
ENSG00000160472,ENST00000291934,protein_coding
ENSG00000233493,ENST00000444469,protein_coding
ENSG00000204482,ENST00000418507,protein_coding
ENSG00000108107,ENST00000431533,protein_coding
ENSG00000103707,ENST00000220058,protein_coding
ENSG00000109047,ENST00000226193,protein_coding
ENSG00000115361,ENST00000652584,protein_coding
ENSG00000006788,ENST00000252172,protein_coding
ENSG00000170122,ENST00000382500,protein_coding
ENSG00000186198,ENST00000334287,protein_coding
ENSG00000148356,ENST00000675224,protein_coding
ENSG00000103710,ENST00000220062,protein_coding
ENSG00000124019,ENST00000389874,protein_coding
ENSG00000109339,ENST00000641010,protein_coding
ENSG00000181264,ENST00000375095,protein_coding
ENSG00000170476,ENST00000302125,protein_coding
ENSG00000143458,ENST00000462520,protein_coding
ENSG00000090470,ENST00000204549,protein_coding
ENSG00000171798,ENST00000478074,protein_coding
ENSG00000004864,ENST00000265631,protein_coding
ENSG00000228672,ENST00000434752,protein_coding
ENSG00000108106,ENST00000264552,protein_coding
ENSG00000170464,ENST00000515559,protein_coding
ENSG00000138434,ENST00000480753,protein_coding
ENSG00000151131,ENST00000552951,protein_coding
ENSG00000170242,ENST00000339865,protein_coding
ENSG00000073754,ENST00000368174,protein_coding
ENSG00000104412,ENST00000524143,protein_coding
ENSG00000166855,ENST00000300107,protein_coding
ENSG00000133020,ENST00000403437,protein_coding
ENSG00000099956,ENST00000407422,protein_coding
ENSG00000063241,ENST00000425675,protein_coding
ENSG00000127364,ENST00000247881,protein_coding
ENSG00000111707,ENST00000543473,protein_coding
ENSG00000136280,ENST00000461377,protein_coding
ENSG00000163155,ENST00000368908,protein_coding
ENSG00000176597,ENST00000326505,protein_coding
ENSG00000204475,ENST00000495600,protein_coding
ENSG00000116824,ENST00000369478,protein_coding
ENSG00000111049,ENST00000228644,protein_coding
ENSG00000169427,ENST00000522317,protein_coding
ENSG00000179941,ENST00000650064,protein_coding
ENSG00000173905,ENST00000470487,protein_coding
ENSG00000024526,ENST00000456315,protein_coding
ENSG00000124253,ENST00000467047,protein_coding
ENSG00000178394,ENST00000323865,protein_coding
ENSG00000090971,ENST00000205194,protein_coding
ENSG00000124343,ENST00000644266,protein_coding
ENSG00000169372,ENST00000552983,protein_coding
ENSG00000140675,ENST00000569576,protein_coding
ENSG00000107831,ENST00000320185,protein_coding
ENSG00000179954,ENST00000594321,protein_coding
ENSG00000104472,ENST00000519533,protein_coding
ENSG00000138615,ENST00000261883,protein_coding
ENSG00000204472,ENST00000497362,protein_coding
ENSG00000164398,ENST00000651356,protein_coding
ENSG00000124256,ENST00000395822,protein_coding
ENSG00000264424,ENST00000255381,protein_coding
ENSG00000129467,ENST00000310677,protein_coding
ENSG00000254585,ENST00000650528,protein_coding
ENSG00000104408,ENST00000678042,protein_coding
ENSG00000182636,ENST00000649030,protein_coding
ENSG00000137819,ENST00000395407,protein_coding
ENSG00000183273,ENST00000536742,protein_coding
ENSG00000187550,ENST00000413299,protein_coding
ENSG00000231274,ENST00000612221,protein_coding
ENSG00000109061,ENST00000226207,protein_coding
ENSG00000218891,ENST00000325421,protein_coding
ENSG00000101040,ENST00000311275,protein_coding
ENSG00000179943,ENST00000221665,protein_coding
ENSG00000151892,ENST00000369236,protein_coding
ENSG00000173598,ENST00000337179,protein_coding
ENSG00000169877,ENST00000302312,protein_coding
ENSG00000204444,ENST00000375918,protein_coding
ENSG00000171443,ENST00000589521,protein_coding
ENSG00000013619,ENST00000468306,protein_coding
ENSG00000135374,ENST00000257832,protein_coding
ENSG00000137818,ENST00000357790,protein_coding
ENSG00000179922,ENST00000325351,protein_coding
ENSG00000152492,ENST00000392456,protein_coding
ENSG00000213015,ENST00000592881,protein_coding
ENSG00000072506,ENST00000477706,protein_coding
ENSG00000117262,ENST00000460277,protein_coding
ENSG00000171425,ENST00000587252,protein_coding
ENSG00000103502,ENST00000219789,protein_coding
ENSG00000198062,ENST00000343518,protein_coding
ENSG00000204439,ENST00000375911,protein_coding
ENSG00000173581,ENST00000592996,protein_coding
ENSG00000204438,ENST00000375896,protein_coding
ENSG00000189420,ENST00000338647,protein_coding
ENSG00000123569,ENST00000217926,protein_coding
ENSG00000269586,ENST00000611668,protein_coding
ENSG00000067840,ENST00000164640,protein_coding
ENSG00000127377,ENST00000476631,protein_coding
ENSG00000114315,ENST00000232424,protein_coding
ENSG00000137807,ENST00000260363,protein_coding
ENSG00000125414,ENST00000532183,protein_coding
ENSG00000173269,ENST00000372027,protein_coding
ENSG00000175066,ENST00000392993,protein_coding
ENSG00000254709,ENST00000532223,protein_coding
ENSG00000146757,ENST00000328747,protein_coding
ENSG00000166046,ENST00000553143,protein_coding
ENSG00000063245,ENST00000270460,protein_coding
ENSG00000149269,ENST00000356341,protein_coding
ENSG00000173267,ENST00000372017,protein_coding
ENSG00000102290,ENST00000298274,protein_coding
ENSG00000187260,ENST00000463000,protein_coding
ENSG00000099977,ENST00000703966,protein_coding
ENSG00000263020,ENST00000375880,protein_coding
ENSG00000148671,ENST00000416348,protein_coding
ENSG00000227051,ENST00000555004,protein_coding
ENSG00000204427,ENST00000468205,protein_coding
ENSG00000099899,ENST00000252136,protein_coding
ENSG00000119715,ENST00000512784,protein_coding
ENSG00000006652,ENST00000675578,protein_coding
ENSG00000185792,ENST00000332836,protein_coding
ENSG00000188100,ENST00000343959,protein_coding
ENSG00000118997,ENST00000409063,protein_coding
ENSG00000147124,ENST00000313116,protein_coding
ENSG00000213123,ENST00000491186,protein_coding
ENSG00000185610,ENST00000332700,protein_coding
ENSG00000122376,ENST00000437629,protein_coding
ENSG00000229292,ENST00000341750,protein_coding
ENSG00000168398,ENST00000542454,protein_coding
ENSG00000136048,ENST00000258534,protein_coding
