"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation_status"
"ENST00000540441",1.1536452904043,-3.50095788405659,0.240788255974638,-14.5395707522602,6.80178189245672e-48,1.36154202783659e-47,"Downregulated"
"ENST00000540447",0.465108001046168,-2.19640463721571,0.308428982092699,-7.12126539572593,1.06940642524085e-12,1.43355658764698e-12,"Downregulated"
"ENST00000540468",2.21156554999535,-4.37379121657006,0.232817580218489,-18.78634428064,9.76809426778488e-79,2.7944826107185e-78,"Downregulated"
"ENST00000540469",0.729751669794154,-2.87088581047585,0.250429387914123,-11.4638534813667,2.00395875842121e-30,3.31256628098969e-30,"Downregulated"
"ENST00000540475",1.61752041671055,-3.85367112132694,0.264328054878728,-14.5791226099514,3.81386786782796e-48,7.66217938607699e-48,"Downregulated"
"ENST00000540486",7.04110630784296,-6.04059793402941,0.229531038929629,-26.3171288824313,1.22121685248456e-152,8.78122911579228e-152,"Downregulated"
"ENST00000540492",0.306328283040522,-1.77587693643307,0.279322701931573,-6.35779664220818,2.04668169820396e-10,2.66271039146906e-10,"Downregulated"
"ENST00000540506",3.33001442163927,-4.95850737954115,0.229260546705899,-21.6282629121619,9.73816449409469e-104,3.79322397496873e-103,"Downregulated"
"ENST00000540534",3.17700074133037,-4.90100945909134,0.243624172664116,-20.1170902111111,5.22880164986555e-90,1.71411583443513e-89,"Downregulated"
"ENST00000540567",0.295016520381928,-1.77015917581283,0.329616430102487,-5.37036086235882,7.85792410874369e-08,9.84708716617739e-08,"Downregulated"
"ENST00000540574",0.247837444895064,-1.6343908725127,0.301162692057328,-5.426936720972,5.73294417312303e-08,7.19947582230373e-08,"Downregulated"
"ENST00000540618",1.22357706073018,-3.58080869200685,0.238908930511084,-14.9881742986611,8.77318140022181e-51,1.81067520529472e-50,"Downregulated"
"ENST00000540626",21.078997243501,-7.63583850248921,0.227772440647773,-33.5239789360525,2.1563368460987e-246,4.93379624415119e-245,"Downregulated"
"ENST00000540664",0.723186413695662,-2.77668863752863,0.25099677653429,-11.0626466039467,1.90395152449098e-28,3.07324379151683e-28,"Downregulated"
"ENST00000540687",0.435890216734641,-2.26407281366409,0.269625359038982,-8.39710634687279,4.57615567678344e-17,6.46354226949177e-17,"Downregulated"
"ENST00000540688",6.39799720476637,-5.95694882667559,0.225962826241886,-26.3625169048774,3.68843468135902e-153,2.67619366762745e-152,"Downregulated"
"ENST00000540708",1.06563939979172,-3.3234439518433,0.242874353840355,-13.6837994596492,1.26885516800913e-42,2.39834455418569e-42,"Downregulated"
"ENST00000540709",8.58891177606052,-6.32398127860286,0.236360647422257,-26.7556437485345,1.06151225650722e-157,8.19153546435439e-157,"Downregulated"
"ENST00000540732",2.63523918283866,-4.67913268739041,0.231256557658474,-20.2335135261362,4.96368843080028e-91,1.65063909944645e-90,"Downregulated"
"ENST00000540737",1.26061678607679,-3.62179262004497,0.239053349687667,-15.150562101627,7.51213537752719e-52,1.56923854501353e-51,"Downregulated"
"ENST00000540746",2.19942501823768,-4.48876485583219,0.236465596260275,-18.9827396747029,2.36914007537559e-80,6.91267632623495e-80,"Downregulated"
"ENST00000540757",0.61180119316444,-1.73056261698482,0.255741603009249,-6.76684042260514,1.31625113115368e-11,1.73889043938775e-11,"Downregulated"
"ENST00000540759",3.51840389975882,-5.13672369972148,0.227749716727616,-22.5542484685717,1.21993474806958e-112,5.33214767109645e-112,"Downregulated"
"ENST00000540768",0.84688095704541,-3.04220914566686,0.252307970079297,-12.0575229736529,1.7702732557463e-33,3.02477743046626e-33,"Downregulated"
"ENST00000540847",1.22912502441705,-3.51952954188516,0.239952001900633,-14.6676398363312,1.03896487181844e-48,2.09942352397839e-48,"Downregulated"
"ENST00000540849",0.551389459927209,1.87984441322446,0.217590714918503,8.63935951462152,5.65290283575005e-18,8.07158613395785e-18,"Upregulated"
"ENST00000540887",1.81249079353236,-4.08026697648189,0.263548478337863,-15.4820357993154,4.58723616722076e-54,9.83038672058521e-54,"Downregulated"
"ENST00000540915",0.787901540205002,-2.97787670043519,0.24821167553247,-11.9973272572572,3.66955848164803e-33,6.24763064300141e-33,"Downregulated"
"ENST00000540918",0.64413592496712,-2.71375935102977,0.252448351623151,-10.7497606285852,5.94156078047743e-27,9.41103358813442e-27,"Downregulated"
"ENST00000540921",5.28605832754893,-5.62940412196894,0.22996069088822,-24.4798539273188,2.42129971838693e-132,1.34940456105118e-131,"Downregulated"
"ENST00000540945",1.18016717118204,-3.39587422328741,0.242010267151627,-14.0319427900957,9.93909857391602e-45,1.92331538601411e-44,"Downregulated"
"ENST00000540946",0.952231482862983,-3.36777638599927,0.259523181683561,-12.976784440419,1.65691983364182e-38,2.99476207297973e-38,"Downregulated"
"ENST00000540966",1.38587812933632,-3.7184498753487,0.237832121471136,-15.6347672986636,4.22013680922816e-55,9.15217399383908e-55,"Downregulated"
"ENST00000540972",0.395593907279436,-2.06542178462236,0.269281852483871,-7.6701113185712,1.71847142886381e-14,2.35543509600292e-14,"Downregulated"
"ENST00000540975",6.01634651755983,-5.83857266704267,0.28946672330913,-20.170099693316,1.79276983208243e-90,5.91680887023072e-90,"Downregulated"
"ENST00000540977",8.12347913224471,-6.20708274481679,0.233381682079193,-26.5962722074758,7.49664571079938e-156,5.64660485031297e-155,"Downregulated"
"ENST00000541017",3.35839587636113,-5.0101377497873,0.235799185340238,-21.2474769264283,3.47863159690645e-100,1.29606785269167e-99,"Downregulated"
"ENST00000541029",1.05939750804898,-3.41000041010876,0.244956928584883,-13.9208163239487,4.73465359996425e-44,9.09328286438915e-44,"Downregulated"
"ENST00000541047",15.6520047480836,-7.23171971772164,0.232313300345989,-31.1291678390832,9.70958662965675e-213,1.49909384559406e-211,"Downregulated"
"ENST00000541078",2.79850695594285,-4.80089648165768,0.230518339245996,-20.8265272835166,2.48864488269378e-96,8.86040157707191e-96,"Downregulated"
"ENST00000541110",0.648187990113416,-2.64412287447473,0.253821393337978,-10.4172577405795,2.06830823848983e-25,3.21847093005656e-25,"Downregulated"
"ENST00000541150",1.89626210049298,-4.09910964623112,0.23486295423529,-17.4531980131892,3.25487965424599e-68,8.25503382255465e-68,"Downregulated"
"ENST00000541152",16.9593564397581,-7.3324579282478,0.22791279319622,-32.1722086128574,4.32085990968881e-227,7.85575595647274e-226,"Downregulated"
"ENST00000541180",2.57318371557115,-4.64685702964227,0.230885715201957,-20.1262214320086,4.3492144884648e-90,1.42764040791394e-89,"Downregulated"
"ENST00000541204",2.05957975307296,-4.22875587049387,0.24352765202284,-17.364581949393,1.530102537714e-67,3.85282249169906e-67,"Downregulated"
"ENST00000541212",0.499385187547875,-2.26931866268005,0.262606587808134,-8.64151460030419,5.54726582549284e-18,7.92154929284685e-18,"Downregulated"
"ENST00000541231",14.1200172462025,-7.06948924774471,0.23053766186221,-30.6652248948811,1.65622180925823e-206,2.36860344845416e-205,"Downregulated"
"ENST00000541239",0.36596330181684,-1.99592244465143,0.270596054148435,-7.37602198573293,1.63089094418068e-13,2.20888480849489e-13,"Downregulated"
"ENST00000541272",17.9196212896169,-7.44448167368016,0.258401284160105,-28.8097704230741,1.61824765476188e-182,1.72368324400043e-181,"Downregulated"
"ENST00000541279",0.700412947997919,-2.76740807860557,0.25372103591068,-10.9072866925382,1.06384292389142e-27,1.70141988155316e-27,"Downregulated"
"ENST00000541337",0.597667502320879,-2.50999599167432,0.256439305013693,-9.78787550348531,1.26934879398292e-22,1.91490718649176e-22,"Downregulated"
"ENST00000541339",2.930164110874,-4.7831999611181,0.23069586380727,-20.7337915911406,1.71713635809113e-95,6.04468986900861e-95,"Downregulated"
"ENST00000541340",0.268814383510498,-1.67369026058651,0.288271873505109,-5.80594367475414,6.40044774272919e-09,8.14851753283455e-09,"Downregulated"
"ENST00000541346",2.01772331392713,-4.27731461665132,0.23286827105555,-18.3679579758248,2.37168444088387e-75,6.5156149106889e-75,"Downregulated"
"ENST00000541364",3.30895376974078,-5.01087943948694,0.281577372529594,-17.7957461370952,7.62450487209496e-71,1.99481273097563e-70,"Downregulated"
"ENST00000541367",3.25235489423368,-4.97753659306416,0.22995045208638,-21.6461265803225,6.61084096883609e-104,2.58216604086116e-103,"Downregulated"
"ENST00000541377",2.2775055586507,-4.39872029930047,0.232874061458953,-18.8888374761128,1.40914881648003e-79,4.07218418441271e-79,"Downregulated"
"ENST00000541388",0.903754881609101,-3.00768716997166,0.247400194505651,-12.1571738291538,5.25452378181688e-34,9.02970519577826e-34,"Downregulated"
"ENST00000541430",2.83847874455925,-4.86402428370506,0.245941782435563,-19.7771368310687,4.68550655782912e-87,1.48358661700277e-86,"Downregulated"
"ENST00000541461",3.10563597939317,-4.82685572407671,0.253430209451474,-19.0460945225275,7.07907241603725e-81,2.07808973252043e-80,"Downregulated"
"ENST00000541490",2.48502449274191,-4.53378243161784,0.232398544448748,-19.5086524417441,9.26934711120244e-85,2.84961500186586e-84,"Downregulated"
"ENST00000541496",1.11566946318565,-3.51330710945548,0.248878345925815,-14.1165640441162,3.00279067587734e-45,5.84049315758079e-45,"Downregulated"
"ENST00000541517",7.61531782674427,-6.16067497934707,0.229105328249791,-26.8901427409412,2.86397957284431e-159,2.25514507173057e-158,"Downregulated"
"ENST00000541586",12.4769187143974,-6.86470943610084,0.237580806523475,-28.8942088233148,1.41169836868162e-183,1.52121866565847e-182,"Downregulated"
"ENST00000541587",2.28841809397952,-4.45497408281553,0.232692082271026,-19.145361712938,1.05801374514782e-81,3.13311583618523e-81,"Downregulated"
