TF_gene,tissue_brain,TF_transcript_id_brain,target_gene_brain,target_transcript_id_brain,importance_brain,brain_percentage,brain_opposite_percentage,tissue_kidney,TF_transcript_id_kidney,target_gene_kidney,target_transcript_id_kidney,importance_kidney,kidney_percentage,kidney_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
ABCA2,brain,ABCA2-208,MYRF,MYRF-201,4.860305881014823,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.753647915309837,0.41515246897683156,0.5848475310231684,-2.86508037101432,Downregulated,False
CPNE8,brain,CPNE8-201,ZNF395,ZNF395-201,4.856966518912485,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.347980109335117,0.37354192938209335,0.6264580706179066,-4.34768955585305,Downregulated,False
SCYL1,brain,SCYL1-202,GTF2F1,GTF2F1-201,4.854471770899071,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.242735159892075,0.4415698760249729,0.5584301239750271,-5.50928258967711,Downregulated,False
TRIL,brain,TRIL-201,NR2E1,NR2E1-202,4.854348610601729,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.504720506123032,0.0,0.0,-2.77710691208975,Downregulated,False
STK25,brain,STK25-202,TLE5,TLE5-202,4.8484258844440165,0.0,0.0,kidney,0,NFIX,NFIX-202,5.166335980156739,0.10337512054001928,0.8966248794599807,-7.03505960355824,Downregulated,False
ZNF281,brain,0,ZNF281,ZNF281-201,4.840258223110239,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.8553281927411405,0.4415698760249729,0.5584301239750271,0.0,0,False
UBQLN1,brain,UBQLN1-202,GTF2B,GTF2B-201,4.839877997333211,0.0,0.0,kidney,0,NFYA,NFYA-201,4.667847026293326,0.32140179436418004,0.67859820563582,-6.84539965279812,Downregulated,False
JTB,brain,0,DRAP1,DRAP1-201,4.832382325130802,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.600969768980254,0.41515246897683156,0.5848475310231684,0.0,0,False
GLIPR1,brain,GLIPR1-201,MAF,MAF-202,4.831949571425022,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.345615266834827,0.4415698760249729,0.5584301239750271,-2.96160692675001,Downregulated,False
CHCHD10,brain,CHCHD10-202,GTF3A,GTF3A-201,4.829579115469381,0.0,0.0,kidney,0,RNF14,RNF14-203,4.453418883913325,0.3502539734556776,0.6497460265443225,-5.09297518139062,Downregulated,False
RUNDC3A,brain,RUNDC3A-205,MEIS3,MEIS3-204,4.8292081001641165,0.0,0.0,kidney,0,KMT2E,KMT2E-208,5.724142632506841,0.18923159344864526,0.8107684065513547,-6.77941753625174,Downregulated,False
FBXO44,brain,FBXO44-204,PIN1,PIN1-201,4.824572546773681,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.757347753774996,0.41515246897683156,0.5848475310231684,-8.17317870028087,Downregulated,False
CEP70,brain,CEP70-210,HMGB1,HMGB1-201,4.823292010034022,0.0,0.0,kidney,0,NFYA,NFYA-201,5.458443299803304,0.32140179436418004,0.67859820563582,-2.86607171754088,Downregulated,False
ARID5A,brain,ARID5A-201,YBX3,YBX3-208,4.820639444387415,0.0,0.0,kidney,0,GTF2IRD1,GTF2IRD1-206,5.255614926433441,0.6012047457568017,0.3987952542431983,-4.87245782103547,Downregulated,False
HAGH,brain,HAGH-201,PIN1,PIN1-201,4.816828017215078,0.0,0.0,kidney,0,NR1H4,NR1H4-208,6.365920956161477,0.0,0.0,-7.86002787229307,Downregulated,False
DNAJC8,brain,DNAJC8-205,PHB1,PHB1-203,4.816425632740506,0.0,0.0,kidney,0,ZNF263,ZNF263-201,5.320278052068262,0.41515246897683156,0.5848475310231684,-7.45669874334767,Downregulated,False
HERC2,brain,HERC2-201,ASH1L,ASH1L-201,4.805986170008024,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.799613630978464,0.0,0.0,-4.21423389558598,Downregulated,False
PHLDB1,brain,PHLDB1-205,MYRF,MYRF-207,4.805913828256393,0.0,0.0,kidney,PHLDB1-223,ZMYND11,ZMYND11-206,6.116793521574714,0.26965605644939095,0.730343943550609,0.0,0,False
EXOC5,brain,EXOC5-202,CLOCK,CLOCK-201,4.7958740969032565,0.0,0.0,kidney,0,WWTR1,WWTR1-203,6.393931475767379,0.5821632319369551,0.4178367680630449,-5.3358691128874,Downregulated,False
MCUB,brain,0,AIRE,AIRE-205,4.795141299290719,0.0,0.0,kidney,MCUB-201,HIVEP2,HIVEP2-202,4.827957827287635,0.2589950000544657,0.7410049999455344,0.0,0,False
XRCC6,brain,XRCC6-203,GTF2F1,GTF2F1-201,4.7941082414911325,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,5.490116570036702,0.2589950000544657,0.7410049999455344,-6.41476662226196,Downregulated,False
MIEF1,brain,MIEF1-201,APEX1,APEX1-201,4.787788478984824,0.0,0.0,kidney,0,RNF14,RNF14-203,6.113992257688487,0.3502539734556776,0.6497460265443225,-4.93877338942991,Downregulated,False
ANKRA2,brain,ANKRA2-201,GTF2A1,GTF2A1-203,4.7803158588814325,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.733478688173834,0.37354192938209335,0.6264580706179066,-4.39629122108172,Downregulated,False
EIF4G2,brain,0,CGGBP1,CGGBP1-201,4.780133945065064,0.0,0.0,kidney,0,RNF14,RNF14-203,4.8259457899930975,0.3502539734556776,0.6497460265443225,0.0,0,False
SOD1,brain,0,PARK7,PARK7-201,4.77961720323366,0.0,0.0,kidney,0,RNF14,RNF14-203,4.597295657563279,0.3502539734556776,0.6497460265443225,0.0,0,False
HPCAL4,brain,0,MEIS3,MEIS3-204,4.776355399318999,0.0,0.0,kidney,0,GTF2IRD1,GTF2IRD1-201,4.817521198272447,0.0,0.0,-4.4005616223687,Downregulated,False
ANKZF1,brain,0,XPC,XPC-201,4.774976436034213,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.543577925314659,0.37354192938209335,0.6264580706179066,0.0,0,False
C22orf39,brain,0,EID1,EID1-201,4.761989385089565,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.475980789717179,0.41515246897683156,0.5848475310231684,0.0,0,False
BRAF,brain,0,PA2G4,PA2G4-201,4.757067786753871,0.0,0.0,kidney,0,KMT2E,KMT2E-203,4.425767656520929,0.38879311291438357,0.6112068870856164,0.0,0,False
DVL2,brain,DVL2-213,L3MBTL1,L3MBTL1-201,4.755225326797655,0.0,0.0,kidney,DVL2-203,CREBBP,CREBBP-212,4.715185321638979,0.0,0.0,0.0,0,False
HOMER3,brain,HOMER3-202,HMG20B,HMG20B-202,4.753717838042064,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.502794401702686,0.4415698760249729,0.5584301239750271,-6.21936485974586,Downregulated,False
ANLN,brain,ANLN-202,SMARCC1,SMARCC1-201,4.749646555655427,0.0,0.0,kidney,0,E2F2,E2F2-201,5.269937939916487,0.0,0.0,-6.53283743286447,Downregulated,False
NDUFS7,brain,0,AIP,AIP-201,4.748322003131346,0.0,0.0,kidney,0,RNF14,RNF14-203,5.252677438320643,0.3502539734556776,0.6497460265443225,0.0,0,False
MAFF,brain,MAFF-201,NFIL3,NFIL3-201,4.748225281446082,0.0,0.0,kidney,0,GTF2IRD1,GTF2IRD1-206,4.588911353666679,0.6012047457568017,0.3987952542431983,-5.19337694060738,Downregulated,False
WIPI2,brain,WIPI2-202,PHF20,PHF20-203,4.747937843726997,0.0,0.0,kidney,0,RNF14,RNF14-203,5.183930918288521,0.3502539734556776,0.6497460265443225,-6.07114330564784,Downregulated,False
CYB5R1,brain,0,HDAC3,HDAC3-201,4.746145687770343,0.0,0.0,kidney,0,NFYA,NFYA-201,4.918772516227267,0.32140179436418004,0.67859820563582,0.0,0,False
PSEN2,brain,0,GTF2F1,GTF2F1-201,4.7454448478749125,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.901924361444503,0.4415698760249729,0.5584301239750271,0.0,0,False
COX6A1,brain,COX6A1-201,NME2,NME2-202,4.737734402047968,0.0,0.0,kidney,0,RNF14,RNF14-203,4.326071584936594,0.3502539734556776,0.6497460265443225,-12.5036696563224,Downregulated,False
C2orf73,brain,0,FOXJ1,FOXJ1-201,4.735692619902341,0.0,0.0,kidney,0,TFAP2B,TFAP2B-202,4.530806815864222,0.0,0.0,-1.50379765927361,Downregulated,False
SLC17A7,brain,SLC17A7-201,EMX1,EMX1-206,4.735198241538876,0.0,0.0,kidney,0,JARID2,JARID2-202,5.244503123637432,0.28022516465735325,0.7197748353426467,-8.97288014437165,Downregulated,False
ZNF177,brain,0,NR2C2,NR2C2-213,4.733567904760133,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.340208240867225,0.41515246897683156,0.5848475310231684,0.0,0,False
VAC14,brain,VAC14-212,ZNF512B,ZNF512B-201,4.720312903934032,0.0,0.0,kidney,0,RNF14,RNF14-203,6.86352633496636,0.3502539734556776,0.6497460265443225,-3.24423506521347,Downregulated,False
BRAT1,brain,0,E4F1,E4F1-201,4.716163494846783,0.0,0.0,kidney,0,NFIX,NFIX-202,4.866816024968056,0.10337512054001928,0.8966248794599807,0.0,0,False
CCDC124,brain,CCDC124-201,PIN1,PIN1-201,4.707621742688247,0.0,0.0,kidney,CCDC124-201,NFIX,NFIX-202,5.538851006845951,0.10337512054001928,0.8966248794599807,0.0,0,False
MAD2L1,brain,0,NPM1,NPM1-204,4.695902454206001,0.0,0.0,kidney,0,MLXIPL,MLXIPL-202,5.472369915543056,0.663500699639627,0.336499300360373,0.0,0,False
METTL26,brain,METTL26-204,GTF3A,GTF3A-201,4.695385723343032,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.476735977435706,0.41515246897683156,0.5848475310231684,-4.29692032901797,Downregulated,False
PURA,brain,0,PURA,PURA-201,4.694101425077748,0.0,0.0,kidney,0,NFYA,NFYA-201,5.489188370920082,0.32140179436418004,0.67859820563582,0.0,0,False
BLMH,brain,0,SSRP1,SSRP1-201,4.6915719824867,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.463576190202999,0.41515246897683156,0.5848475310231684,0.0,0,False
JMY,brain,0,ZNF260,ZNF260-202,4.6906404620327775,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.879728591023231,0.37354192938209335,0.6264580706179066,0.0,0,False
PPP1R8,brain,0,GTF2B,GTF2B-201,4.68786588910059,0.0,0.0,kidney,0,NFIX,NFIX-202,5.149226897141619,0.10337512054001928,0.8966248794599807,0.0,0,False
TMED7,brain,0,ZNF260,ZNF260-202,4.685205130540282,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,5.88143426694043,0.2589950000544657,0.7410049999455344,0.0,0,False
KIF13A,brain,KIF13A-207,CEBPZ,CEBPZ-201,4.680902839620052,0.0,0.0,kidney,0,NFIX,NFIX-202,4.397860404550084,0.10337512054001928,0.8966248794599807,-3.35934943143982,Downregulated,False
ABCF3,brain,0,GTF2F1,GTF2F1-201,4.67753786470429,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.694273854512674,0.4415698760249729,0.5584301239750271,0.0,0,False
COA8,brain,0,PARK7,PARK7-201,4.674509871590415,0.0,0.0,kidney,0,RNF14,RNF14-203,4.474538443526159,0.3502539734556776,0.6497460265443225,0.0,0,False
TRIM23,brain,TRIM23-201,RNF14,RNF14-203,4.673890540478811,0.6497460265443223,0.35025397345567766,kidney,0,CREBBP,CREBBP-201,4.739856808529198,0.4415698760249729,0.5584301239750271,-1.69699785684229,Downregulated,False
BICD1,brain,BICD1-203,CLOCK,CLOCK-201,4.670939908998293,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.764066238432229,0.41515246897683156,0.5848475310231684,-3.18729228293949,Downregulated,False
PCDHGB1,brain,0,RFX4,RFX4-203,4.670754203424074,0.0,0.0,kidney,0,ZNF263,ZNF263-207,5.138304222694963,0.0,0.0,-2.92595155629925,Downregulated,False
NHERF1,brain,NHERF1-202,EMX2,EMX2-204,4.669953607202888,0.0,0.0,kidney,0,MLXIPL,MLXIPL-208,4.71218480278504,0.0,0.0,-6.57535732348151,Downregulated,False
ZNF672,brain,ZNF672-201,IRF2BPL,IRF2BPL-201,4.664960583520899,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.516978643712067,0.41515246897683156,0.5848475310231684,-5.48152236940286,Downregulated,False
RMND5B,brain,0,GTF2F1,GTF2F1-201,4.664330258770013,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.580996759654899,0.0,0.0,0.0,0,False
ZNF512,brain,ZNF512-206,FOXJ3,FOXJ3-203,4.662289310687822,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.723414602374462,0.41515246897683156,0.5848475310231684,-4.58281531396429,Downregulated,False
RANBP9,brain,RANBP9-201,CGGBP1,CGGBP1-201,4.661022383523457,0.0,0.0,kidney,RANBP9-201,CREBBP,CREBBP-201,4.890409335619882,0.4415698760249729,0.5584301239750271,0.0,0,False
CIAO1,brain,0,ZNF134,ZNF134-201,4.660738185640545,0.0,0.0,kidney,0,RNF14,RNF14-203,4.524617324713244,0.3502539734556776,0.6497460265443225,0.0,0,False
ZBTB7A,brain,0,ZBTB7A,ZBTB7A-201,4.660253748333039,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.300054857261856,0.4415698760249729,0.5584301239750271,0.0,0,False
TMEM231,brain,TMEM231-201,FOXJ1,FOXJ1-201,4.658589753254153,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.495822974403718,0.4415698760249729,0.5584301239750271,0.0,0,False
VEGFA,brain,0,LIMD1,LIMD1-201,4.648130951058189,0.0,0.0,kidney,0,WWTR1,WWTR1-201,5.856336426059558,0.6341261585019862,0.36587384149801383,2.45235751747874,Upregulated,False
MTHFD2L,brain,0,RNF14,RNF14-203,4.647576811648543,0.6497460265443223,0.35025397345567766,kidney,0,ZMYND11,ZMYND11-206,5.087299584675965,0.26965605644939095,0.730343943550609,0.0,0,False
DNALI1,brain,DNALI1-205,RFX2,RFX2-201,4.645268165953864,0.0,0.0,kidney,0,NFYA,NFYA-201,5.226256570504469,0.32140179436418004,0.67859820563582,-2.61092039477941,Downregulated,False
GPC1,brain,GPC1-209,RBFOX2,RBFOX2-211,4.644466903312934,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,4.905444693537151,0.2589950000544657,0.7410049999455344,-3.83139315513696,Downregulated,False
SLC41A2,brain,SLC41A2-201,TP53BP1,TP53BP1-203,4.643097664603306,0.0,0.0,kidney,0,NFYA,NFYA-201,4.785537320047304,0.32140179436418004,0.67859820563582,-2.80771070033641,Downregulated,False
HECW1,brain,HECW1-201,CAMTA1,CAMTA1-201,4.641942893889765,0.0,0.0,kidney,HECW1-203,MLXIPL,MLXIPL-201,4.322456436865295,0.0,0.0,-2.80379643099463,Downregulated,False
PGP,brain,PGP-201,PIN1,PIN1-201,4.637265935242453,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.31509175275214,0.4415698760249729,0.5584301239750271,-6.11302235871587,Downregulated,False
HDAC8,brain,HDAC8-207,COPS5,COPS5-201,4.632638760015966,0.0,0.0,kidney,0,RNF14,RNF14-203,4.839567561477054,0.3502539734556776,0.6497460265443225,-4.37796694364113,Downregulated,False
FBXO11,brain,0,ZNF134,ZNF134-201,4.629455983121184,0.0,0.0,kidney,0,NFYA,NFYA-201,6.032779635073653,0.32140179436418004,0.67859820563582,0.0,0,False
TMEM41A,brain,TMEM41A-203,ATF6,ATF6-201,4.628502707714345,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.596172525764008,0.4415698760249729,0.5584301239750271,-4.71483391280715,Downregulated,False
UBE2I,brain,UBE2I-206,TSG101,TSG101-201,4.627862439199562,0.0,0.0,kidney,0,NFYA,NFYA-201,5.758411426301033,0.32140179436418004,0.67859820563582,-5.66762685326365,Downregulated,False
ZNF609,brain,ZNF609-201,ARNT,ARNT-202,4.624573676575412,0.0,0.0,kidney,0,NFYA,NFYA-201,4.538584550672808,0.32140179436418004,0.67859820563582,-4.6006324127125,Downregulated,False
RRAGC,brain,RRAGC-201,ATF6,ATF6-201,4.623467841269227,0.0,0.0,kidney,0,NFIX,NFIX-202,4.481378190728021,0.10337512054001928,0.8966248794599807,-5.56083195084311,Downregulated,False
TERF2IP,brain,0,COPS5,COPS5-201,4.6231897730641744,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.376434602266647,0.4415698760249729,0.5584301239750271,-1.94383026258561,Downregulated,False
TUG1,brain,TUG1-201,RBAK,RBAK-202,4.614523175959431,0.0,0.0,kidney,0,NFYA,NFYA-201,4.460901832229667,0.32140179436418004,0.67859820563582,-6.56888085582238,Downregulated,False
WDFY2,brain,WDFY2-201,SP1,SP1-202,4.612334527082158,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.39053246597605,0.4415698760249729,0.5584301239750271,-4.19051992340584,Downregulated,False
INO80C,brain,INO80C-203,ATOH7,ATOH7-201,4.607597322240768,0.0,0.0,kidney,0,RNF14,RNF14-203,4.587172411001648,0.3502539734556776,0.6497460265443225,-4.78864729514117,Downregulated,False
GJC2,brain,GJC2-201,SOX8,SOX8-201,4.5963155877959965,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.723983860735304,0.4415698760249729,0.5584301239750271,-3.29861895824664,Downregulated,False
ECT2L,brain,0,FOXJ1,FOXJ1-201,4.59215308467729,0.0,0.0,kidney,0,ZNF263,ZNF263-201,6.519902204949993,0.41515246897683156,0.5848475310231684,0.0,0,False
LARGE1,brain,LARGE1-201,LMO4,LMO4-201,4.5890690511128,0.0,0.0,kidney,0,NFIX,NFIX-202,4.51926361508761,0.10337512054001928,0.8966248794599807,-4.68562985544097,Downregulated,False
RBM5,brain,RBM5-218,SSRP1,SSRP1-202,4.5828057062662015,0.0,0.0,kidney,RBM5-225,ZNF195,ZNF195-204,4.935782235057566,0.2696888704362041,0.7303111295637958,1.9852713673885,Upregulated,False
FKBP3,brain,FKBP3-202,ZNF32,ZNF32-201,4.581864663185209,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,4.424361746015591,0.27358720132542913,0.7264127986745709,-8.41362345130862,Downregulated,False
CDKL5,brain,0,RBFOX2,RBFOX2-205,4.581716183131691,0.0,0.0,kidney,CDKL5-205,CREBBP,CREBBP-201,5.23036039685608,0.4415698760249729,0.5584301239750271,-1.51970361744737,Downregulated,False
ZNF236,brain,ZNF236-201,NR2C2,NR2C2-213,4.579081645135943,0.0,0.0,kidney,0,CREBBP,CREBBP-201,6.025534146905776,0.4415698760249729,0.5584301239750271,-3.10836268287762,Downregulated,False
MAGEH1,brain,0,EID1,EID1-201,4.575114192846259,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.539600375115586,0.0,0.0,-1.50729279175263,Downregulated,False
KPNB1,brain,KPNB1-201,SND1,SND1-201,4.572049181956924,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.56693440004286,0.37354192938209335,0.6264580706179066,-6.51157845263817,Downregulated,False
ZFYVE21,brain,ZFYVE21-207,HDAC1,HDAC1-206,4.569354655921445,0.0,0.0,kidney,0,NFIX,NFIX-202,4.330661364329277,0.10337512054001928,0.8966248794599807,-4.00162142855424,Downregulated,False
RYR2,brain,RYR2-201,SIN3B,SIN3B-201,4.564692046979225,0.0,0.0,kidney,0,NFYA,NFYA-201,4.364407167817051,0.32140179436418004,0.67859820563582,-3.68641976687792,Downregulated,False
SLC25A51,brain,SLC25A51-201,ZNF8,ZNF8-201,4.564204123774598,0.0,0.0,kidney,0,RNF14,RNF14-203,4.506893246684093,0.3502539734556776,0.6497460265443225,-2.69411707849056,Downregulated,False
TMEM134,brain,TMEM134-201,TRIM28,TRIM28-201,4.563817538117051,0.0,0.0,kidney,0,ZNF263,ZNF263-201,5.317291729057992,0.41515246897683156,0.5848475310231684,0.0,0,False
POGZ,brain,0,SRSF2,SRSF2-203,4.562617775386604,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.806196478299181,0.41515246897683156,0.5848475310231684,0.0,0,False
PDRG1,brain,0,GTF2F1,GTF2F1-201,4.562319205168324,0.0,0.0,kidney,0,RNF14,RNF14-203,4.437441013665499,0.3502539734556776,0.6497460265443225,0.0,0,False
FAM53C,brain,FAM53C-201,ZNF335,ZNF335-201,4.559354979814143,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.38178045331272,0.4415698760249729,0.5584301239750271,-6.05071086835315,Downregulated,False
SNRNP200,brain,SNRNP200-201,NCOA4,NCOA4-204,4.555235884562612,0.0,0.0,kidney,0,NFIX,NFIX-202,5.201093860153537,0.10337512054001928,0.8966248794599807,-5.43708790846734,Downregulated,False
THAP4,brain,0,ENO1,ENO1-201,4.552332021024197,0.0,0.0,kidney,0,NFIX,NFIX-202,4.891588556762523,0.10337512054001928,0.8966248794599807,0.0,0,False
NEIL2,brain,0,APEX1,APEX1-201,4.548299397517823,0.0,0.0,kidney,0,NFYA,NFYA-201,5.2767813482859385,0.32140179436418004,0.67859820563582,0.0,0,False
FBXW5,brain,FBXW5-201,TLE5,TLE5-202,4.547557340544599,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.676133097347682,0.4415698760249729,0.5584301239750271,-7.39110792737164,Downregulated,False
THUMPD1,brain,THUMPD1-202,ASH1L,ASH1L-202,4.545751380213392,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.477687853355061,0.4415698760249729,0.5584301239750271,-1.74809655279118,Downregulated,False
IQCG,brain,IQCG-209,FOXJ1,FOXJ1-201,4.543006404324517,0.0,0.0,kidney,0,NFIX,NFIX-202,4.431768323518604,0.10337512054001928,0.8966248794599807,-3.13838093435008,Downregulated,False
SNX2,brain,0,CREG1,CREG1-201,4.539325776874088,0.0,0.0,kidney,0,NFIX,NFIX-202,7.157192496156909,0.10337512054001928,0.8966248794599807,0.0,0,False
DBNDD2,brain,DBNDD2-203,VAX1,VAX1-202,4.534261509803986,0.0,0.0,kidney,0,CREBBP,CREBBP-201,6.221785023672767,0.4415698760249729,0.5584301239750271,-3.65513333187147,Downregulated,False
ARHGAP6,brain,0,KLF5,KLF5-205,4.522763891882756,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.31189744867618,0.4415698760249729,0.5584301239750271,0.0,0,False
SF1,brain,0,SF1,SF1-204,4.521103128324916,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.742908020647621,0.41515246897683156,0.5848475310231684,0.0,0,False
PSMB6,brain,PSMB6-201,COPS5,COPS5-201,4.519775232370589,0.0,0.0,kidney,0,RNF14,RNF14-203,6.441522211395349,0.3502539734556776,0.6497460265443225,-8.45459319427806,Downregulated,False
SNF8,brain,SNF8-203,STAT2,STAT2-207,4.5133482264401135,0.0,0.0,kidney,0,RNF14,RNF14-203,5.429263965863318,0.3502539734556776,0.6497460265443225,-4.92033475704935,Downregulated,False
SPAG6,brain,0,RFX2,RFX2-201,4.512216207721417,0.0,0.0,kidney,0,WWTR1,WWTR1-203,6.0388438155697575,0.5821632319369551,0.4178367680630449,-3.62294670963241,Downregulated,False
EVL,brain,EVL-202,CTBP1,CTBP1-203,4.506084363103131,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.60798055166541,0.37354192938209335,0.6264580706179066,-4.84586687751758,Downregulated,False
QRSL1,brain,0,CDC5L,CDC5L-201,4.505698232611552,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,4.671201622667167,0.27358720132542913,0.7264127986745709,0.0,0,False
BUD13,brain,0,XPC,XPC-201,4.499042221971471,0.0,0.0,kidney,0,NFIX,NFIX-202,5.507139209281275,0.10337512054001928,0.8966248794599807,0.0,0,False
SLC9A6,brain,SLC9A6-210,TBL1XR1,TBL1XR1-232,4.498242379507241,0.0,0.0,kidney,0,NFIX,NFIX-202,5.9506058677972415,0.10337512054001928,0.8966248794599807,-2.86442955467199,Downregulated,False
SBF1,brain,SBF1-204,PIN1,PIN1-201,4.493765615448366,0.0,0.0,kidney,0,NFYA,NFYA-201,4.626760803243669,0.32140179436418004,0.67859820563582,-7.63359497864716,Downregulated,False
CNPY2,brain,CNPY2-201,AIP,AIP-201,4.493083204021572,0.0,0.0,kidney,0,HOXA11,HOXA11-201,5.083358786671665,0.0,0.0,-6.18442883432789,Downregulated,False
MRPL3,brain,MRPL3-201,PA2G4,PA2G4-201,4.489482212774964,0.0,0.0,kidney,0,RNF14,RNF14-203,5.036295433840289,0.3502539734556776,0.6497460265443225,-6.58848561078429,Downregulated,False
UBE2Z,brain,UBE2Z-207,TRIM27,TRIM27-205,4.48835175725454,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,5.150269185020783,0.2589950000544657,0.7410049999455344,-1.64572565324419,Downregulated,False
REEP3,brain,0,BBX,BBX-206,4.480809156384171,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.057964215570541,0.4415698760249729,0.5584301239750271,0.0,0,False
POMT2,brain,POMT2-201,XPC,XPC-201,4.4774324101027885,0.0,0.0,kidney,POMT2-201,NFIX,NFIX-202,5.161660429949348,0.10337512054001928,0.8966248794599807,0.0,0,False
NFIX,brain,0,NFIX,NFIX-202,4.4772423080832775,0.8966248794599807,0.1033751205400193,kidney,NFIX-202,CREBBP,CREBBP-201,4.971217547572384,0.4415698760249729,0.5584301239750271,-2.64524495076415,Downregulated,False
RALB,brain,RALB-203,MAFG,MAFG-201,4.475183429668401,0.0,0.0,kidney,0,RNF14,RNF14-203,4.807433168975257,0.3502539734556776,0.6497460265443225,-2.95559890924982,Downregulated,False
TTC7B,brain,TTC7B-202,SREBF2,SREBF2-201,4.474049200271021,0.0,0.0,kidney,0,NFIX,NFIX-202,4.380038346889636,0.10337512054001928,0.8966248794599807,-2.19387997251833,Downregulated,False
TESK1,brain,0,SRF,SRF-201,4.468918338411001,0.0,0.0,kidney,0,ZNF263,ZNF263-201,5.445078710856387,0.41515246897683156,0.5848475310231684,0.0,0,False
SKIC8,brain,0,NPM1,NPM1-204,4.467953965770173,0.0,0.0,kidney,0,RNF14,RNF14-203,6.8943497465527726,0.3502539734556776,0.6497460265443225,0.0,0,False
ALDH1B1,brain,0,COPS5,COPS5-201,4.467489586240934,0.0,0.0,kidney,0,NR1H4,NR1H4-209,4.565855546983112,0.0,0.0,2.87464334055315,Upregulated,False
DYRK4,brain,DYRK4-217,TSG101,TSG101-201,4.467148688398126,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.495703917484201,0.41515246897683156,0.5848475310231684,0.0,0,False
GATAD2B,brain,0,NFX1,NFX1-203,4.4617605229535,0.0,0.0,kidney,0,KMT2E,KMT2E-203,4.515618543204344,0.38879311291438357,0.6112068870856164,0.0,0,False
WRNIP1,brain,0,TERF2,TERF2-201,4.4615810666369615,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.527416446328757,0.4415698760249729,0.5584301239750271,0.0,0,False
SUMO1,brain,SUMO1-203,CNOT7,CNOT7-201,4.459794829573081,0.0,0.0,kidney,0,RNF14,RNF14-203,4.521341910800416,0.3502539734556776,0.6497460265443225,-8.04428057333736,Downregulated,False
BIRC3,brain,BIRC3-201,SP100,SP100-201,4.456277375156159,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.79815693164644,0.37354192938209335,0.6264580706179066,2.97084704673051,Upregulated,False
ARHGEF40,brain,0,RELA,RELA-202,4.454472950423551,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.561687426471177,0.4415698760249729,0.5584301239750271,0.0,0,False
MED7,brain,0,TSG101,TSG101-201,4.451036122188481,0.0,0.0,kidney,0,NFIX,NFIX-202,5.902095725217593,0.10337512054001928,0.8966248794599807,0.0,0,False
MAP2K5,brain,0,COPS5,COPS5-201,4.446633769718466,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.11960148291426,0.4415698760249729,0.5584301239750271,0.0,0,False
