TF_gene,tissue_brain,TF_transcript_id_brain,target_gene_brain,target_transcript_id_brain,importance_brain,brain_percentage,brain_opposite_percentage,tissue_kidney,TF_transcript_id_kidney,target_gene_kidney,target_transcript_id_kidney,importance_kidney,kidney_percentage,kidney_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
CBS,brain,0,RFX4,RFX4-203,4.445538326012635,0.0,0.0,kidney,0,NFIX,NFIX-202,4.67357100506059,0.10337512054001928,0.8966248794599807,-2.71402227362458,Downregulated,False
OCEL1,brain,0,USF1,USF1-203,4.443770735579991,0.0,0.0,kidney,0,RNF14,RNF14-203,5.8335902382999,0.3502539734556776,0.6497460265443225,0.0,0,False
NTHL1,brain,NTHL1-201,PIN1,PIN1-201,4.436664177069548,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.819866546362484,0.41515246897683156,0.5848475310231684,-5.84548224921875,Downregulated,False
SYNGR2,brain,0,HTATIP2,HTATIP2-201,4.433423134894818,0.0,0.0,kidney,0,CREBBP,CREBBP-201,6.050925240783035,0.4415698760249729,0.5584301239750271,0.0,0,False
FBRSL1,brain,FBRSL1-201,NACC1,NACC1-201,4.432120595808223,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.572984814111411,0.41515246897683156,0.5848475310231684,-5.20172603009405,Downregulated,False
ZNF793,brain,ZNF793-201,MECP2,MECP2-201,4.430620787592015,0.0,0.0,kidney,0,NFYA,NFYA-201,4.504683327092128,0.32140179436418004,0.67859820563582,-2.0768519714397,Downregulated,False
AVL9,brain,0,ZNF134,ZNF134-201,4.426480578713065,0.0,0.0,kidney,0,NFYA,NFYA-201,5.068637574429281,0.32140179436418004,0.67859820563582,0.0,0,False
USF3,brain,USF3-201,ASH1L,ASH1L-201,4.423097574395093,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.358156914860315,0.37354192938209335,0.6264580706179066,-1.64625933501348,Downregulated,False
BCLAF3,brain,0,PIAS2,PIAS2-204,4.42050241581574,0.0,0.0,kidney,0,NFYA,NFYA-201,4.608321792411397,0.32140179436418004,0.67859820563582,0.0,0,False
BBS1,brain,BBS1-201,THRA,THRA-201,4.417623155681709,0.0,0.0,kidney,0,NFIX,NFIX-202,4.412594615258096,0.10337512054001928,0.8966248794599807,-5.95212389363695,Downregulated,False
POLE3,brain,0,TSG101,TSG101-201,4.414721208873902,0.0,0.0,kidney,0,RNF14,RNF14-203,4.744132150520917,0.3502539734556776,0.6497460265443225,0.0,0,False
FAM161B,brain,0,COPS5,COPS5-201,4.414669542352772,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.814876912894353,0.41515246897683156,0.5848475310231684,0.0,0,False
HDAC3,brain,HDAC3-201,APEX1,APEX1-201,4.41080438316306,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.402347077115024,0.41515246897683156,0.5848475310231684,-5.28612478843677,Downregulated,False
SRPK2,brain,SRPK2-202,CNOT7,CNOT7-201,4.4097607744516925,0.0,0.0,kidney,0,KMT2E,KMT2E-201,5.712695300697632,0.37354192938209335,0.6264580706179066,-2.05604400619546,Downregulated,False
MYLK,brain,MYLK-215,MTF1,MTF1-201,4.40895171062186,0.0,0.0,kidney,0,NFIX,NFIX-202,4.678678967581341,0.10337512054001928,0.8966248794599807,-5.20810350208244,Downregulated,False
DOCK4,brain,DOCK4-202,ZNF148,ZNF148-201,4.407491872553996,0.0,0.0,kidney,0,KMT2E,KMT2E-201,5.594601280996871,0.37354192938209335,0.6264580706179066,-5.17681258511511,Downregulated,False
GPRASP2,brain,0,CNOT7,CNOT7-201,4.405454905991426,0.0,0.0,kidney,0,NFYA,NFYA-201,4.643420455592908,0.32140179436418004,0.67859820563582,0.0,0,False
DYNC1LI1,brain,0,PA2G4,PA2G4-201,4.40449326959895,0.0,0.0,kidney,0,WWTR1,WWTR1-203,4.337392740272104,0.5821632319369551,0.4178367680630449,0.0,0,False
MCM3AP,brain,MCM3AP-207,SSRP1,SSRP1-202,4.40023648606928,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.138723485090354,0.4415698760249729,0.5584301239750271,-3.44763190700851,Downregulated,False
SACM1L,brain,SACM1L-201,NCOA4,NCOA4-204,4.397289387702831,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.646287198110767,0.41515246897683156,0.5848475310231684,-4.95029336526049,Downregulated,False
THAP11,brain,0,THAP11,THAP11-201,4.392885805761089,0.0,0.0,kidney,0,NFIX,NFIX-202,4.884564114849663,0.10337512054001928,0.8966248794599807,0.0,0,False
GPIHBP1,brain,0,NKX2-2,NKX2-2-201,4.391586275242401,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.993362219128475,0.0,0.0,0.0,0,False
ATG4C,brain,0,ZNF281,ZNF281-201,4.390526105115672,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,5.10540885155548,0.27358720132542913,0.7264127986745709,0.0,0,False
STEAP2,brain,0,LRRFIP1,LRRFIP1-203,4.382343193645383,0.0,0.0,kidney,0,KMT2E,KMT2E-211,4.706593327071039,0.22825042057197786,0.7717495794280221,0.0,0,False
RPA2,brain,0,HDAC3,HDAC3-201,4.380478156117016,0.0,0.0,kidney,0,NFIX,NFIX-202,4.616697525319827,0.10337512054001928,0.8966248794599807,0.0,0,False
YBX2,brain,0,NEUROD6,NEUROD6-201,4.376985902151642,0.0,0.0,kidney,0,YBX2,YBX2-206,5.892205141362534,0.0,0.0,0.0,0,False
LRRC14,brain,0,HIRA,HIRA-201,4.368873804757768,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.010858466533644,0.4415698760249729,0.5584301239750271,0.0,0,False
B3GNT9,brain,0,XPC,XPC-201,4.366756695999166,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.367045994488262,0.4415698760249729,0.5584301239750271,0.0,0,False
RNF44,brain,RNF44-201,MNT,MNT-201,4.36364976659434,0.0,0.0,kidney,0,KMT2E,KMT2E-203,4.831889999801776,0.38879311291438357,0.6112068870856164,-5.97911662899918,Downregulated,False
CCDC136,brain,CCDC136-215,L3MBTL1,L3MBTL1-201,4.360811549426646,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.557973266887986,0.4415698760249729,0.5584301239750271,-5.10557179401372,Downregulated,False
ACVR1B,brain,ACVR1B-201,LRRFIP1,LRRFIP1-203,4.358541044950578,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.407592197186773,0.4415698760249729,0.5584301239750271,-5.44532273179284,Downregulated,False
LARP1,brain,0,PRDM4,PRDM4-201,4.349775616505444,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.547667239562649,0.4415698760249729,0.5584301239750271,0.0,0,False
RNF181,brain,RNF181-204,NME2,NME2-205,4.347973986415109,0.0,0.0,kidney,0,RNF14,RNF14-203,5.515197112909472,0.3502539734556776,0.6497460265443225,-5.48569954519971,Downregulated,False
AIG1,brain,0,COPS5,COPS5-201,4.346067838158562,0.0,0.0,kidney,0,NR1H4,NR1H4-209,4.716006041454108,0.0,0.0,0.0,0,False
POLR2J,brain,POLR2J-201,DRAP1,DRAP1-201,4.341566748529984,0.0,0.0,kidney,POLR2J-201,ZMYND11,ZMYND11-214,5.59921050821562,0.27358720132542913,0.7264127986745709,0.0,0,False
PIP5K1C,brain,0,MNT,MNT-201,4.34007564136124,0.0,0.0,kidney,0,NFIX,NFIX-202,4.489871947818816,0.10337512054001928,0.8966248794599807,-1.52311674006831,Downregulated,False
XPO5,brain,XPO5-207,MED15,MED15-222,4.338439170544658,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,4.818120637999463,0.2589950000544657,0.7410049999455344,-2.68803075308986,Downregulated,False
PAXX,brain,0,DRAP1,DRAP1-201,4.336065614212594,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.835340224640808,0.41515246897683156,0.5848475310231684,0.0,0,False
ZNF521,brain,0,TFDP1,TFDP1-201,4.333449807039213,0.0,0.0,kidney,0,WWTR1,WWTR1-203,5.335772823234221,0.5821632319369551,0.4178367680630449,0.0,0,False
AACS,brain,AACS-212,MYBBP1A,MYBBP1A-202,4.332709015910591,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.953454822875018,0.0,0.0,0.0,0,False
ZNF131,brain,ZNF131-215,NCOR1,NCOR1-211,4.331815084111477,0.0,0.0,kidney,0,NFYA,NFYA-201,4.362489974501856,0.32140179436418004,0.67859820563582,-4.35328719166264,Downregulated,False
FBXL15,brain,0,PIN1,PIN1-201,4.331467402541072,0.0,0.0,kidney,0,ZNF263,ZNF263-201,5.469780359194052,0.41515246897683156,0.5848475310231684,0.0,0,False
GET1,brain,GET1-206,TRIM28,TRIM28-201,4.331320263119212,0.0,0.0,kidney,0,RNF14,RNF14-203,4.787375025710722,0.3502539734556776,0.6497460265443225,-1.74087698895584,Downregulated,False
LRFN1,brain,0,SIN3B,SIN3B-201,4.330289744716117,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.535721574353693,0.4415698760249729,0.5584301239750271,-4.02687738113565,Downregulated,False
TMEM63B,brain,TMEM63B-203,SIN3B,SIN3B-201,4.329360439902056,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.384394297575011,0.41515246897683156,0.5848475310231684,-5.31445059945482,Downregulated,False
FAHD1,brain,FAHD1-203,THAP11,THAP11-201,4.32891779593689,0.0,0.0,kidney,0,NR1H4,NR1H4-208,7.42405194356583,0.0,0.0,1.81128455415469,Upregulated,False
GTF2IRD1,brain,GTF2IRD1-206,RBCK1,RBCK1-212,4.325208100974153,0.0,0.0,kidney,GTF2IRD1-204,GTF2IRD1,GTF2IRD1-202,4.390276111477228,0.6566044155451385,0.3433955844548615,3.11478279172857,Upregulated,False
CWC27,brain,0,COPS5,COPS5-201,4.323843782424101,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,5.778293553671454,0.27358720132542913,0.7264127986745709,0.0,0,False
HNRNPUL1,brain,HNRNPUL1-208,ZMIZ1,ZMIZ1-201,4.320194633533113,0.0,0.0,kidney,0,NFIX,NFIX-202,5.375608237690452,0.10337512054001928,0.8966248794599807,-4.47095158118175,Downregulated,False
ABI2,brain,ABI2-202,NCOA2,NCOA2-201,4.318849747286504,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.823364136725134,0.37354192938209335,0.6264580706179066,-1.6598372056654,Downregulated,False
CCNDBP1,brain,0,COPS5,COPS5-201,4.3188283039616,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.818322237460203,0.4415698760249729,0.5584301239750271,0.0,0,False
NDRG2,brain,NDRG2-208,FOXO4,FOXO4-202,4.310657787945648,0.0,0.0,kidney,0,HOXA11,HOXA11-201,5.478741133552362,0.0,0.0,-3.74748167947212,Downregulated,False
DHX35,brain,0,GATAD2B,GATAD2B-201,4.307744875044049,0.0,0.0,kidney,0,NFIX,NFIX-202,4.636752403402355,0.10337512054001928,0.8966248794599807,0.0,0,False
MOCS2,brain,MOCS2-203,EID1,EID1-201,4.306688324774325,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,4.86849101309549,0.27358720132542913,0.7264127986745709,-7.9973511203784,Downregulated,False
RAB5B,brain,RAB5B-210,NUCKS1,NUCKS1-201,4.306621886108969,0.0,0.0,kidney,0,NFYA,NFYA-201,4.509426927119342,0.32140179436418004,0.67859820563582,-7.79854272976038,Downregulated,False
TRIQK,brain,0,EID1,EID1-201,4.303095121499501,0.0,0.0,kidney,0,NFIX,NFIX-202,4.469397904677022,0.10337512054001928,0.8966248794599807,0.0,0,False
FAM98C,brain,FAM98C-201,HOPX,HOPX-206,4.300413948177848,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.44242652689114,0.41515246897683156,0.5848475310231684,-6.23562638702715,Downregulated,False
GGA1,brain,GGA1-203,TRIM27,TRIM27-202,4.297505179922391,0.0,0.0,kidney,0,NFIX,NFIX-202,4.525846804446745,0.10337512054001928,0.8966248794599807,-4.75164229534755,Downregulated,False
NEDD8,brain,NEDD8-206,PHB1,PHB1-201,4.293810220102913,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.541940325793063,0.4415698760249729,0.5584301239750271,-5.5283969811616,Downregulated,False
HTT,brain,HTT-201,SREBF2,SREBF2-201,4.292915043774352,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.4911982267374855,0.4415698760249729,0.5584301239750271,-5.43520868696837,Downregulated,False
DOLPP1,brain,DOLPP1-202,TFCP2,TFCP2-201,4.29246848993332,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.295750700079847,0.4415698760249729,0.5584301239750271,-4.65149289998948,Downregulated,False
ADRB2,brain,ADRB2-201,IRF8,IRF8-201,4.288355853265931,0.0,0.0,kidney,0,TFAP2B,TFAP2B-202,4.818082517361055,0.0,0.0,-2.17636401316022,Downregulated,False
MRFAP1L1,brain,MRFAP1L1-201,RNF14,RNF14-203,4.278782241692992,0.6497460265443223,0.35025397345567766,kidney,0,NFIX,NFIX-202,4.864344836940169,0.10337512054001928,0.8966248794599807,-7.89471308478229,Downregulated,False
FAM149A,brain,FAM149A-216,DTX1,DTX1-203,4.278143250368411,0.0,0.0,kidney,0,NFIX,NFIX-202,6.168085109232117,0.10337512054001928,0.8966248794599807,-4.05796880875991,Downregulated,False
ATP5MG,brain,ATP5MG-204,PARK7,PARK7-201,4.276844779008597,0.0,0.0,kidney,0,RNF14,RNF14-203,4.950606584362051,0.3502539734556776,0.6497460265443225,-9.2544861671092,Downregulated,False
GPHN,brain,GPHN-212,SMARCA4,SMARCA4-209,4.2766715889337314,0.0,0.0,kidney,0,RNF14,RNF14-203,4.857017856196091,0.3502539734556776,0.6497460265443225,-6.61820531366376,Downregulated,False
SLC27A1,brain,0,GATAD2B,GATAD2B-201,4.273661574593203,0.0,0.0,kidney,0,ZNF263,ZNF263-201,5.0539379225551295,0.41515246897683156,0.5848475310231684,0.0,0,False
ARF5,brain,ARF5-201,EID2B,EID2B-201,4.2716882317376,0.0,0.0,kidney,ARF5-201,RNF14,RNF14-203,4.6969791298185,0.3502539734556776,0.6497460265443225,0.0,0,False
ACSL3,brain,ACSL3-201,TRIM27,TRIM27-202,4.269944385430171,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.874157308105133,0.4415698760249729,0.5584301239750271,-6.28408864129849,Downregulated,False
AKR1B1,brain,AKR1B1-201,GTF2F1,GTF2F1-201,4.26951824757195,0.0,0.0,kidney,0,JARID2,JARID2-202,4.528067758886489,0.28022516465735325,0.7197748353426467,-7.91522952359861,Downregulated,False
HDHD5,brain,0,PREB,PREB-201,4.269328213477417,0.0,0.0,kidney,0,NFIX,NFIX-202,4.435529657556377,0.10337512054001928,0.8966248794599807,0.0,0,False
KCNAB3,brain,KCNAB3-203,ZNF236,ZNF236-201,4.267735371973731,0.0,0.0,kidney,0,ZFX,ZFX-211,4.396387909835334,0.3574465404843636,0.6425534595156364,-1.72823620444506,Downregulated,False
TCEAL7,brain,0,TBR1,TBR1-201,4.266512073430875,0.0,0.0,kidney,0,ZNF263,ZNF263-201,5.762096456833908,0.41515246897683156,0.5848475310231684,-4.43776902779587,Downregulated,False
TFDP1,brain,0,TFDP1,TFDP1-201,4.263722394924591,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,4.763204134669094,0.27358720132542913,0.7264127986745709,0.0,0,False
HSPA5,brain,0,XBP1,XBP1-201,4.2590589506053504,0.0,0.0,kidney,0,WWTR1,WWTR1-201,4.56874921248312,0.6341261585019862,0.36587384149801383,0.0,0,False
CDC42SE2,brain,CDC42SE2-208,ASH1L,ASH1L-201,4.258552529880834,0.0,0.0,kidney,0,RNF14,RNF14-203,5.8894062792889175,0.3502539734556776,0.6497460265443225,-2.55128565850847,Downregulated,False
FBXO15,brain,0,FOXJ1,FOXJ1-201,4.257835913218469,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,5.089519664894568,0.27358720132542913,0.7264127986745709,0.0,0,False
MSANTD7,brain,MSANTD7-202,ZXDA,ZXDA-201,4.255449068686313,0.0,0.0,kidney,0,NFIX,NFIX-202,4.396134936253689,0.10337512054001928,0.8966248794599807,-2.70744410798565,Downregulated,False
VPS9D1,brain,VPS9D1-204,TSC22D1,TSC22D1-203,4.254986789762887,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.600153471484709,0.4415698760249729,0.5584301239750271,-3.34342015835121,Downregulated,False
PBX2,brain,PBX2-205,EP300,EP300-201,4.253526587764855,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.500106686581637,0.37354192938209335,0.6264580706179066,-3.76641299916053,Downregulated,False
ZNF444,brain,0,USF2,USF2-201,4.252972443476169,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.451921826461495,0.41515246897683156,0.5848475310231684,0.0,0,False
COL25A1,brain,0,TEF,TEF-202,4.252507783669373,0.0,0.0,kidney,0,NFYA,NFYA-201,5.104852169757607,0.32140179436418004,0.67859820563582,0.0,0,False
MRPL42,brain,0,TRIM24,TRIM24-202,4.250739854988633,0.0,0.0,kidney,0,RNF14,RNF14-203,6.133459211321965,0.3502539734556776,0.6497460265443225,0.0,0,False
FKRP,brain,0,PBX2,PBX2-201,4.24853768983577,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.38258361746185,0.0,0.0,0.0,0,False
SLC25A29,brain,SLC25A29-208,MZF1,MZF1-204,4.2441975231785385,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.940586148102059,0.41515246897683156,0.5848475310231684,-5.24977964451829,Downregulated,False
DDX51,brain,0,E2F4,E2F4-201,4.243582668122091,0.0,0.0,kidney,0,NFIX,NFIX-202,4.389679123161164,0.10337512054001928,0.8966248794599807,0.0,0,False
ACBD6,brain,ACBD6-202,EWSR1,EWSR1-215,4.241848991496843,0.0,0.0,kidney,0,ZNF263,ZNF263-201,5.257694858685599,0.41515246897683156,0.5848475310231684,-3.16426988295604,Downregulated,False
KPNA5,brain,0,ZNF148,ZNF148-201,4.241609715350356,0.0,0.0,kidney,0,NFIX,NFIX-202,4.662370822666404,0.10337512054001928,0.8966248794599807,0.0,0,False
PRRC2A,brain,0,SREBF2,SREBF2-201,4.2410099651293525,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.856661362872439,0.4415698760249729,0.5584301239750271,0.0,0,False
MYORG,brain,MYORG-201,PRDM16,PRDM16-201,4.23927651408824,0.0,0.0,kidney,0,MLXIPL,MLXIPL-211,4.407738328179502,0.0,0.0,-1.89370089589998,Downregulated,False
HSP90B1,brain,HSP90B1-201,XBP1,XBP1-201,4.238864227093282,0.0,0.0,kidney,0,WWTR1,WWTR1-201,5.44261679942225,0.6341261585019862,0.36587384149801383,-8.88861688534011,Downregulated,False
DENND11,brain,0,CTCF,CTCF-201,4.238786405750003,0.0,0.0,kidney,0,ZMYND11,ZMYND11-206,4.471998614445861,0.26965605644939095,0.730343943550609,0.0,0,False
VPS29,brain,VPS29-204,CREB3,CREB3-201,4.229761101084724,0.0,0.0,kidney,0,WWTR1,WWTR1-203,5.159629106609187,0.5821632319369551,0.4178367680630449,-6.28874858842238,Downregulated,False
MAP3K13,brain,0,GTF2B,GTF2B-201,4.226997943490117,0.0,0.0,kidney,0,RNF14,RNF14-203,4.454498067943068,0.3502539734556776,0.6497460265443225,0.0,0,False
KLHL21,brain,KLHL21-201,ERF,ERF-202,4.226914315922015,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.417301189917829,0.4415698760249729,0.5584301239750271,-5.89625097095493,Downregulated,False
GPRASP1,brain,0,LRRFIP1,LRRFIP1-203,4.223242477843439,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,4.324664865308406,0.2589950000544657,0.7410049999455344,0.0,0,False
GSR,brain,0,DR1,DR1-201,4.223055530983955,0.0,0.0,kidney,0,RNF14,RNF14-203,5.183830729996706,0.3502539734556776,0.6497460265443225,0.0,0,False
ATP13A2,brain,0,PIN1,PIN1-201,4.220594516756743,0.0,0.0,kidney,0,NFIX,NFIX-202,5.06309304109278,0.10337512054001928,0.8966248794599807,-1.63472508523578,Downregulated,False
HCCS,brain,0,GTF2F1,GTF2F1-201,4.215176952383646,0.0,0.0,kidney,0,WWTR1,WWTR1-203,4.345991134355805,0.5821632319369551,0.4178367680630449,0.0,0,False
MID1,brain,0,TEAD1,TEAD1-203,4.213001299510497,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,4.320656710585131,0.2589950000544657,0.7410049999455344,0.0,0,False
SLC25A39,brain,SLC25A39-210,ZNF692,ZNF692-205,4.210597547940905,0.0,0.0,kidney,0,RNF14,RNF14-203,5.778474303970726,0.3502539734556776,0.6497460265443225,1.61194137161699,Upregulated,False
NT5C3B,brain,NT5C3B-216,MESP1,MESP1-201,4.207894126934794,0.0,0.0,kidney,0,RNF14,RNF14-203,4.586576609167059,0.3502539734556776,0.6497460265443225,-5.84884150991781,Downregulated,False
MEAF6,brain,0,THAP11,THAP11-201,4.205946941556006,0.0,0.0,kidney,0,NFIX,NFIX-202,4.5745157730269215,0.10337512054001928,0.8966248794599807,0.0,0,False
LDHB,brain,LDHB-209,PARK7,PARK7-207,4.203260695752945,0.0,0.0,kidney,0,RNF14,RNF14-203,5.246768366212218,0.3502539734556776,0.6497460265443225,-3.90338716769313,Downregulated,False
ISCA1,brain,0,EID1,EID1-201,4.199853279737182,0.0,0.0,kidney,0,RNF14,RNF14-203,4.41980921936572,0.3502539734556776,0.6497460265443225,0.0,0,False
CHCHD4,brain,CHCHD4-202,CGGBP1,CGGBP1-201,4.198436409014382,0.0,0.0,kidney,0,RNF14,RNF14-203,4.490559568577767,0.3502539734556776,0.6497460265443225,-5.52465690534219,Downregulated,False
RPS6KC1,brain,0,SNW1,SNW1-201,4.195853173031723,0.0,0.0,kidney,0,NFIX,NFIX-202,4.581837566090514,0.10337512054001928,0.8966248794599807,0.0,0,False
USP27X,brain,0,TSC22D1,TSC22D1-203,4.195591254726974,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.389149827176939,0.41515246897683156,0.5848475310231684,0.0,0,False
PAAF1,brain,PAAF1-207,NFYB,NFYB-201,4.195337382773739,0.0,0.0,kidney,0,RNF14,RNF14-203,5.1831629343452885,0.3502539734556776,0.6497460265443225,-1.96947310820283,Downregulated,False
TSTD2,brain,TSTD2-201,MED1,MED1-201,4.193956447038183,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,4.436139245730883,0.2589950000544657,0.7410049999455344,-3.1777292496998,Downregulated,False
ZNF653,brain,ZNF653-201,PIN1,PIN1-201,4.193066092750085,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.6303249737193,0.41515246897683156,0.5848475310231684,-4.08603334968195,Downregulated,False
TMEM67,brain,TMEM67-205,RFX2,RFX2-201,4.192274861928174,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.417206050179618,0.4415698760249729,0.5584301239750271,-2.96753511811161,Downregulated,False
MGRN1,brain,MGRN1-203,SSRP1,SSRP1-202,4.191022012118272,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.553728256292655,0.4415698760249729,0.5584301239750271,-3.91848112944699,Downregulated,False
MCFD2,brain,MCFD2-201,NCOA4,NCOA4-204,4.186622941407792,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.333843936700699,0.37354192938209335,0.6264580706179066,-4.56364362084971,Downregulated,False
VWA7,brain,0,SIN3B,SIN3B-201,4.182525621820658,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,4.575572415756104,0.27358720132542913,0.7264127986745709,2.10276328554308,Upregulated,False
RBM42,brain,RBM42-204,TRIM28,TRIM28-201,4.181887260629956,0.0,0.0,kidney,0,NFIX,NFIX-202,5.03739671177933,0.10337512054001928,0.8966248794599807,-4.52676491561061,Downregulated,False
SOS2,brain,SOS2-204,ZEB2,ZEB2-204,4.179595892411324,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.664598828090864,0.4415698760249729,0.5584301239750271,-2.75732188049745,Downregulated,False
RAB33A,brain,0,E2F1,E2F1-201,4.178657388264811,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,5.566829615069936,0.2589950000544657,0.7410049999455344,-4.11690770086897,Downregulated,False
GNA11,brain,GNA11-201,MNT,MNT-201,4.175832970953932,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.442141932165984,0.0,0.0,-6.9484744750881,Downregulated,False
ZNF585B,brain,ZNF585B-206,SREBF1,SREBF1-223,4.175357409348987,0.0,0.0,kidney,0,CREBBP,CREBBP-201,6.755432015131944,0.4415698760249729,0.5584301239750271,-1.62097438994929,Downregulated,False
NRDC,brain,NRDC-201,ASH1L,ASH1L-201,4.175314559911486,0.0,0.0,kidney,0,KMT2E,KMT2E-201,5.329309352317412,0.37354192938209335,0.6264580706179066,-5.42285633512579,Downregulated,False
QSOX1,brain,QSOX1-202,MNT,MNT-201,4.174258748505403,0.0,0.0,kidney,0,ZNF263,ZNF263-201,6.466719109065339,0.41515246897683156,0.5848475310231684,-3.28555123174849,Downregulated,False
SCAF8,brain,0,ATF6,ATF6-201,4.173321556984708,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.648147368627298,0.4415698760249729,0.5584301239750271,0.0,0,False
FITM2,brain,0,CGGBP1,CGGBP1-201,4.173037463478869,0.0,0.0,kidney,0,RNF14,RNF14-203,4.567727562913109,0.3502539734556776,0.6497460265443225,0.0,0,False
TAF11,brain,0,PHF5A,PHF5A-201,4.171813157532125,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.5218184563721,0.41515246897683156,0.5848475310231684,0.0,0,False
ZNF207,brain,ZNF207-201,TSG101,TSG101-201,4.17021423520254,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.191471433549473,0.4415698760249729,0.5584301239750271,0.0,0,False
PTPMT1,brain,PTPMT1-201,CAMTA1,CAMTA1-208,4.169967068703825,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.944804451255978,0.4415698760249729,0.5584301239750271,-4.56665079054223,Downregulated,False
POU6F1,brain,0,NSD2,NSD2-207,4.163269588001771,0.0,0.0,kidney,0,ZNF263,ZNF263-201,6.4927951722216575,0.41515246897683156,0.5848475310231684,0.0,0,False
ZHX1,brain,ZHX1-202,TFDP1,TFDP1-201,4.162908198940831,0.0,0.0,kidney,0,ZMYND11,ZMYND11-214,4.423569480612517,0.27358720132542913,0.7264127986745709,-5.13139518112698,Downregulated,False
SIRT2,brain,SIRT2-201,CDC5L,CDC5L-201,4.16251551089978,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.422590531788897,0.4415698760249729,0.5584301239750271,-2.03387817672822,Downregulated,False
LUC7L,brain,LUC7L-202,MYBBP1A,MYBBP1A-212,4.153744666129193,0.0,0.0,kidney,LUC7L-207,ZNF263,ZNF263-201,5.439859052852514,0.41515246897683156,0.5848475310231684,0.0,0,False
CPPED1,brain,CPPED1-202,ST18,ST18-219,4.148487562405264,0.0,0.0,kidney,0,RNF14,RNF14-203,5.729104880015451,0.3502539734556776,0.6497460265443225,-3.36590098898156,Downregulated,False
CALM2,brain,CALM2-201,EID1,EID1-201,4.147177853751358,0.0,0.0,kidney,0,RNF14,RNF14-203,4.550950987529568,0.3502539734556776,0.6497460265443225,-1.77214337807494,Downregulated,False
API5,brain,API5-201,CDC5L,CDC5L-201,4.146928593961704,0.0,0.0,kidney,0,NFYA,NFYA-201,4.523050373677714,0.32140179436418004,0.67859820563582,-6.41954676448225,Downregulated,False
GPR173,brain,0,MECP2,MECP2-201,4.140551756497517,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.363014154649357,0.4415698760249729,0.5584301239750271,-1.63318114909588,Downregulated,False
MAIP1,brain,MAIP1-202,THAP11,THAP11-201,4.139563416827131,0.0,0.0,kidney,0,NR1H4,NR1H4-208,4.899125489144671,0.0,0.0,-4.72264079344498,Downregulated,False
