TF_gene,tissue_cervix_ectocervix,TF_transcript_id_cervix_ectocervix,target_gene_cervix_ectocervix,target_transcript_id_cervix_ectocervix,importance_cervix_ectocervix,cervix_ectocervix_percentage,cervix_ectocervix_opposite_percentage,tissue_fallopian_tube,TF_transcript_id_fallopian_tube,target_gene_fallopian_tube,target_transcript_id_fallopian_tube,importance_fallopian_tube,fallopian_tube_percentage,fallopian_tube_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
SP100,cervix_ectocervix,SP100-204,RPL7A,RPL7A-206,3.5062736742873306,0.5220243673851921,0.4779756326148079,fallopian_tube,SP100-204,SLX9,0,3.067910261453744,0.4779756326148079,0.5220243673851921,0.0,0,True
HDAC5,cervix_ectocervix,HDAC5-204,CNDP2,CNDP2-209,3.500255197326478,0.5225410562905686,0.4774589437094314,fallopian_tube,HDAC5-204,STAT1,0,3.5259568249008075,0.47745894370943137,0.5225410562905686,0.0,0,True
AEBP1,cervix_ectocervix,AEBP1-206,CCZ1B,CCZ1B-207,3.491124107200372,0.6721117028083196,0.32788829719168044,fallopian_tube,AEBP1-202,C22orf23,0,3.6516571461471967,0.2911895533470024,0.7088104466529976,0.0,0,True
CAMTA1,cervix_ectocervix,CAMTA1-208,GNPDA1,GNPDA1-201,3.4867524850844114,0.45494214775508957,0.5450578522449104,fallopian_tube,CAMTA1-208,IRAK4,0,3.420772441967038,0.5450578522449103,0.4549421477550897,0.0,0,True
SMAD2,cervix_ectocervix,SMAD2-205,MRTO4,MRTO4-201,3.478843091996508,0.4988725396522072,0.5011274603477929,fallopian_tube,SMAD2-205,GUK1,GUK1-217,3.74197195607573,0.5011274603477929,0.4988725396522071,4.97791751524245,Upregulated,True
SMARCB1,cervix_ectocervix,SMARCB1-204,ADAR,ADAR-202,3.4763779548118268,0.5422555085205687,0.4577444914794313,fallopian_tube,SMARCB1-201,UGGT2,0,4.080475303430737,0.4628287707997853,0.5371712292002147,0.0,0,True
BCL6,cervix_ectocervix,BCL6-202,CSNK1D,CSNK1D-206,3.4754776184793226,0.4259508290089862,0.5740491709910138,fallopian_tube,BCL6-210,PRR13,PRR13-202,4.343474714391383,0.0,0.0,7.78794850143145,Upregulated,True
MLXIP,cervix_ectocervix,MLXIP-201,GIMAP7,0,3.4602641216631285,0.32903379652713044,0.6709662034728696,fallopian_tube,MLXIP-201,FKBP8,FKBP8-201,3.5892290487300373,0.6709662034728696,0.3290337965271304,0.0,0,True
ENO1,cervix_ectocervix,ENO1-203,GTPBP3,0,3.4498039341214786,0.0,0.0,fallopian_tube,ENO1-201,G6PC3,G6PC3-205,4.420679670998988,0.4667114244153519,0.5332885755846482,-6.0678712275852,Downregulated,True
AIP,cervix_ectocervix,AIP-201,MED15,MED15-222,3.448007125235537,0.5464787043390784,0.4535212956609216,fallopian_tube,AIP-201,CNOT6,0,3.251603649444238,0.45352129566092164,0.5464787043390784,0.0,0,True
MAFG,cervix_ectocervix,MAFG-201,ZNF524,ZNF524-201,3.444577510515122,0.42156655535359516,0.5784334446464048,fallopian_tube,MAFG-201,NDEL1,0,4.420768852230927,0.5784334446464049,0.4215665553535951,0.0,0,True
ZSCAN18,cervix_ectocervix,ZSCAN18-203,REPIN1,REPIN1-202,3.444570025665436,0.3849792003391537,0.6150207996608463,fallopian_tube,ZSCAN18-203,VPS11,0,3.114301194711409,0.6150207996608463,0.38497920033915367,0.0,0,True
SAP30,cervix_ectocervix,SAP30-201,CHCHD2,0,3.4413185783743296,0.41299273432619915,0.5870072656738008,fallopian_tube,SAP30-201,TM4SF1,0,2.816783807585716,0.5870072656738008,0.4129927343261992,0.0,0,True
NR1D1,cervix_ectocervix,NR1D1-201,RAB4A,0,3.440436345461121,0.7761123395011443,0.22388766049885567,fallopian_tube,NR1D1-201,MAP1LC3A,0,3.39688236616143,0.2238876604988557,0.7761123395011443,-1.94407419919507,Downregulated,True
NR1D2,cervix_ectocervix,NR1D2-201,TPP1,0,3.433466811290538,0.5368961809565529,0.4631038190434471,fallopian_tube,NR1D2-201,POLR2E,POLR2E-212,3.641766147404454,0.4631038190434471,0.5368961809565529,0.0,0,True
TRIM27,cervix_ectocervix,TRIM27-202,AKAP10,AKAP10-201,3.423761103485907,0.42749409643754926,0.5725059035624507,fallopian_tube,TRIM27-202,CITED4,CITED4-201,2.9699700728077576,0.5725059035624508,0.4274940964375492,0.0,0,True
FOXO1,cervix_ectocervix,FOXO1-201,HAUS1,HAUS1-201,3.4229458812289835,0.41527723924001547,0.5847227607599845,fallopian_tube,FOXO1-201,XYLT2,0,3.292237345214615,0.5847227607599845,0.41527723924001547,0.0,0,True
TGIF1,cervix_ectocervix,TGIF1-204,ZDHHC18,ZDHHC18-202,3.412835337928547,0.3514190643961636,0.6485809356038363,fallopian_tube,TGIF1-204,CHD3,0,4.738242688570309,0.6485809356038365,0.35141906439616355,0.0,0,True
SRF,cervix_ectocervix,SRF-201,MAPKAPK2,0,3.403087834134796,0.3754497101535887,0.6245502898464113,fallopian_tube,SRF-201,PYCR2,0,3.1184343716904617,0.6245502898464114,0.37544971015358863,0.0,0,True
HDGF,cervix_ectocervix,HDGF-203,AOPEP,0,3.3966408468039817,0.4337615954740119,0.5662384045259881,fallopian_tube,HDGF-201,ATP13A3,0,5.139526028406979,0.4658638681720366,0.5341361318279634,0.0,0,True
ETS2,cervix_ectocervix,ETS2-202,DNAJB11,DNAJB11-201,3.374236036394852,0.5340134318236509,0.4659865681763491,fallopian_tube,ETS2-202,AJM1,0,3.3269341718716943,0.46598656817634915,0.5340134318236509,0.0,0,True
CREG1,cervix_ectocervix,CREG1-201,PANK2,0,3.371662603569183,0.4574021686168704,0.5425978313831297,fallopian_tube,CREG1-201,GATD1,0,3.42546168375926,0.5425978313831296,0.45740216861687044,0.0,0,True
FOXP4,cervix_ectocervix,FOXP4-201,RFX1,0,3.347349460550627,0.6061412224750794,0.3938587775249206,fallopian_tube,FOXP4-201,AFG2B,0,3.293389949664145,0.39385877752492066,0.6061412224750793,0.0,0,True
CTNNB1,cervix_ectocervix,CTNNB1-201,PIK3R2,PIK3R2-201,3.3444974839497035,0.5834797339691303,0.41652026603086967,fallopian_tube,CTNNB1-203,LMBRD1,0,4.798359185812322,0.43067233045261455,0.5693276695473855,0.0,0,True
RARA,cervix_ectocervix,RARA-202,SLC48A1,SLC48A1-201,3.3389567653892027,0.49860836219693216,0.5013916378030678,fallopian_tube,RARA-206,SELENOW,SELENOW-213,4.268315803246915,0.0,0.0,6.17239208478599,Upregulated,True
SMARCC1,cervix_ectocervix,SMARCC1-201,LBH,LBH-201,3.336746239909864,0.5599470081695739,0.4400529918304261,fallopian_tube,SMARCC1-201,GATD1,GATD1-201,4.258617307684152,0.4400529918304262,0.5599470081695739,0.0,0,True
THAP11,cervix_ectocervix,THAP11-201,HECTD1,HECTD1-214,3.3304404824659004,0.45317199890620724,0.5468280010937927,fallopian_tube,THAP11-201,MOB4,MOB4-202,3.1212396701862613,0.5468280010937927,0.4531719989062073,0.0,0,True
NR2C2,cervix_ectocervix,NR2C2-213,WDR6,WDR6-220,3.3175484835121534,0.46441306518328335,0.5355869348167166,fallopian_tube,NR2C2-213,GUK1,GUK1-201,2.8258413202736907,0.5355869348167166,0.4644130651832834,0.0,0,True
JUND,cervix_ectocervix,JUND-201,ZNRD2,ZNRD2-201,3.31717097527199,0.3386202152017113,0.6613797847982887,fallopian_tube,JUND-201,SAT1,0,4.408200895564191,0.6613797847982887,0.33862021520171126,0.0,0,True
TSHZ1,cervix_ectocervix,TSHZ1-201,KLHL21,KLHL21-201,3.310416425151023,0.5316781532840654,0.4683218467159346,fallopian_tube,TSHZ1-201,UTP18,0,3.275584945739592,0.4683218467159345,0.5316781532840655,0.0,0,True
DMTF1,cervix_ectocervix,DMTF1-229,CAP1,0,3.30368056476192,0.0,0.0,fallopian_tube,DMTF1-227,TMEM126A,0,2.989995524415869,0.0,0.0,-6.73024074509651,Downregulated,True
IRF3,cervix_ectocervix,IRF3-201,HBB,0,3.302365388136649,0.47748305175938877,0.5225169482406112,fallopian_tube,IRF3-201,TNPO1,0,3.195788069623996,0.5225169482406112,0.47748305175938877,0.0,0,True
XPC,cervix_ectocervix,XPC-201,KDM1B,0,3.30028292979072,0.48690193944576166,0.5130980605542383,fallopian_tube,XPC-201,NDST2,0,3.631559620659557,0.5130980605542385,0.48690193944576154,0.0,0,True
HSF1,cervix_ectocervix,HSF1-204,LRRC32,LRRC32-205,3.297407774979251,0.46643779097604954,0.5335622090239505,fallopian_tube,HSF1-204,ANKH,ANKH-201,3.7380074825588574,0.5335622090239504,0.46643779097604965,0.0,0,True
STAT5B,cervix_ectocervix,STAT5B-201,GNG10,GNG10-201,3.2943288405767053,0.4317146232385453,0.5682853767614546,fallopian_tube,STAT5B-201,ARHGEF25,ARHGEF25-202,3.016725549501853,0.5682853767614547,0.43171462323854526,0.0,0,True
ZNF362,cervix_ectocervix,ZNF362-201,APOBEC3C,0,3.2900138787482,0.5193319305628618,0.48066806943713825,fallopian_tube,ZNF362-201,CRADD,CRADD-201,3.888262589822875,0.48066806943713836,0.5193319305628616,0.0,0,True
ASH1L,cervix_ectocervix,ASH1L-201,DENND4C,DENND4C-201,3.286773686217724,0.4935085007727975,0.5064914992272025,fallopian_tube,ASH1L-201,ZZEF1,ZZEF1-201,3.283560428420372,0.5064914992272025,0.4935085007727975,0.0,0,True
PBRM1,cervix_ectocervix,PBRM1-203,SLC29A1,0,3.277973674170064,0.5038786501309354,0.49612134986906464,fallopian_tube,PBRM1-203,PLPP6,0,5.01036327386278,0.4961213498690647,0.5038786501309354,0.0,0,True
PPARD,cervix_ectocervix,PPARD-203,IST1,IST1-201,3.2639839799486623,0.49222078454886853,0.5077792154511315,fallopian_tube,PPARD-203,EFEMP2,0,3.689373549617912,0.5077792154511314,0.49222078454886864,0.0,0,True
STAT3,cervix_ectocervix,STAT3-201,PSMD11,0,3.2622148018389474,0.4310900712454587,0.5689099287545414,fallopian_tube,STAT3-201,DDX39A,DDX39A-201,4.84506871328213,0.5689099287545414,0.4310900712454586,0.0,0,True
SMARCA5,cervix_ectocervix,SMARCA5-201,RAI1,RAI1-201,3.2578518950062016,0.46380562422744126,0.5361943757725587,fallopian_tube,SMARCA5-201,DDX42,DDX42-202,3.633345299434363,0.5361943757725586,0.4638056242274414,0.0,0,True
NFIL3,cervix_ectocervix,NFIL3-201,CD83,0,3.256961560912884,0.43685390674409247,0.5631460932559076,fallopian_tube,NFIL3-201,SNU13,SNU13-201,3.397111292531543,0.5631460932559075,0.4368539067440925,0.0,0,True
VHL,cervix_ectocervix,VHL-202,COQ2,0,3.251772637531537,0.5192729766803841,0.4807270233196159,fallopian_tube,VHL-202,NDUFA3,0,3.812291031172432,0.4807270233196159,0.5192729766803841,0.0,0,True
ID2,cervix_ectocervix,ID2-203,ADAT1,0,3.251228715451066,0.4320379339867207,0.5679620660132794,fallopian_tube,ID2-203,MYC,0,4.361362799195272,0.5679620660132793,0.43203793398672075,0.0,0,True
GATAD2B,cervix_ectocervix,GATAD2B-201,FRYL,0,3.2475498982695368,0.5241498150119102,0.47585018498808984,fallopian_tube,GATAD2B-201,RO60,0,4.606941729710588,0.4758501849880899,0.5241498150119102,0.0,0,True
TERF2,cervix_ectocervix,TERF2-201,SELENON,0,3.240629871517155,0.4826289221023458,0.5173710778976541,fallopian_tube,TERF2-201,SRSF5,SRSF5-216,4.318419091152794,0.5173710778976541,0.48262892210234587,0.0,0,True
HDAC3,cervix_ectocervix,HDAC3-201,GCSH,0,3.2372108536701414,0.500132509734369,0.49986749026563104,fallopian_tube,HDAC3-201,CPOX,0,3.754485839237148,0.49986749026563104,0.500132509734369,0.0,0,True
SOX18,cervix_ectocervix,SOX18-201,INTS5,0,3.232124574679644,0.38929110993387883,0.6107088900661212,fallopian_tube,SOX18-201,SLMAP,SLMAP-205,4.143646775758841,0.6107088900661213,0.3892911099338787,0.0,0,True
RERE,cervix_ectocervix,RERE-202,CALCOCO1,CALCOCO1-203,3.228237048557884,0.48708317127592066,0.5129168287240793,fallopian_tube,RERE-202,NXPH3,0,5.011975568925615,0.5129168287240794,0.4870831712759206,0.0,0,True
YBX1,cervix_ectocervix,YBX1-201,SLMAP,SLMAP-205,3.2218910245502217,0.47961066793665913,0.5203893320633408,fallopian_tube,YBX1-201,RBM39,RBM39-204,4.702597591709634,0.5203893320633409,0.4796106679366591,0.0,0,True
NFYC,cervix_ectocervix,NFYC-213,METTL26,METTL26-205,3.219194388981677,0.49701293989599704,0.502987060104003,fallopian_tube,NFYC-213,SNX21,0,3.503861793783204,0.502987060104003,0.49701293989599704,0.0,0,True
PIAS4,cervix_ectocervix,PIAS4-201,FYTTD1,FYTTD1-201,3.2138701489530246,0.5128453461107146,0.48715465388928536,fallopian_tube,PIAS4-201,ENSG00000183889,ENST00000540039,3.259899337260371,0.4871546538892853,0.5128453461107148,0.0,0,True
RYBP,cervix_ectocervix,RYBP-201,TSPAN6,TSPAN6-201,3.206693041931966,0.5,0.5,fallopian_tube,RYBP-201,CMC4,CMC4-202,4.21077675087496,0.49999999999999994,0.5,0.0,0,True
ARID5A,cervix_ectocervix,ARID5A-201,IFFO1,0,3.2039473566625323,0.42306316617783823,0.5769368338221618,fallopian_tube,ARID5A-201,BRCC3,0,4.402865401807468,0.5769368338221619,0.4230631661778381,0.0,0,True
ABL1,cervix_ectocervix,ABL1-201,TLE5,TLE5-201,3.1995747140452138,0.49968821837743266,0.5003117816225673,fallopian_tube,ABL1-201,CHD1,0,3.186946690890041,0.5003117816225674,0.4996882183774326,0.0,0,True
ZNF692,cervix_ectocervix,ZNF692-201,PUS3,0,3.1924894237665344,0.483825160860883,0.516174839139117,fallopian_tube,ZNF692-227,TCN2,0,2.912797717482764,0.5111593493946435,0.48884065060535653,0.0,0,True
MAF,cervix_ectocervix,MAF-202,ITM2C,0,3.191773130431401,0.6466662597407882,0.3533337402592118,fallopian_tube,MAF-202,RNF11,RNF11-202,3.278111529464073,0.35333374025921177,0.6466662597407882,0.0,0,True
CUX1,cervix_ectocervix,CUX1-202,DGCR8,0,3.1780400147698646,0.5235716515766469,0.47642834842335313,fallopian_tube,CUX1-202,IRAG1,0,3.204335856731245,0.47642834842335313,0.5235716515766469,0.0,0,True
ID3,cervix_ectocervix,ID3-202,UBE2V2,0,3.175537583604517,0.34051463507491103,0.6594853649250889,fallopian_tube,ID3-201,TOB1,0,4.073247440003886,0.6651957796014067,0.33480422039859326,0.0,0,True
LYAR,cervix_ectocervix,LYAR-201,SEC61G,SEC61G-201,3.157499028791614,0.47343858603912226,0.5265614139608777,fallopian_tube,LYAR-201,SRRM2,SRRM2-212,3.821267589816793,0.5265614139608777,0.47343858603912226,0.0,0,True
ZNF76,cervix_ectocervix,ZNF76-202,NT5DC2,0,3.1561349624924526,0.5030062683894077,0.49699373161059235,fallopian_tube,ZNF76-206,BTG3,BTG3-202,3.824433072386428,0.0,0.0,5.83409837661287,Upregulated,True
VEZF1,cervix_ectocervix,VEZF1-201,SECISBP2L,0,3.131409347287533,0.4603852238768489,0.5396147761231511,fallopian_tube,VEZF1-201,RBM8A,RBM8A-205,5.269561501261895,0.5396147761231511,0.4603852238768489,0.0,0,True
THAP7,cervix_ectocervix,THAP7-202,SH3PXD2A,SH3PXD2A-202,3.1122027355516697,0.45116528430414077,0.5488347156958593,fallopian_tube,THAP7-202,ABHD4,ABHD4-203,5.1459737395901,0.5488347156958592,0.4511652843041408,0.0,0,True
URI1,cervix_ectocervix,URI1-206,DDA1,DDA1-204,3.1053729298179045,0.565604659129839,0.43439534087016096,fallopian_tube,URI1-206,CEP350,0,3.8629744019018863,0.434395340870161,0.5656046591298389,0.0,0,True
WWTR1,cervix_ectocervix,WWTR1-203,SH3D19,0,3.0958947622433604,0.5230612281423943,0.4769387718576057,fallopian_tube,WWTR1-203,BANF1,BANF1-203,3.736633601989801,0.4769387718576056,0.5230612281423944,0.0,0,True
THRA,cervix_ectocervix,THRA-201,VGLL4,0,3.079606347166831,0.5824678898008406,0.41753211019915937,fallopian_tube,THRA-201,HDGF,HDGF-201,3.596217783222964,0.4175321101991593,0.5824678898008406,0.0,0,True
THAP12,cervix_ectocervix,THAP12-201,MIA3,MIA3-201,3.072750050763454,0.5034158723300839,0.4965841276699161,fallopian_tube,THAP12-201,SNRNP35,0,3.3086913488601564,0.496584127669916,0.503415872330084,0.0,0,True
IKZF5,cervix_ectocervix,IKZF5-201,HLA-B,HLA-B-255,3.062628459592955,0.49420150478022284,0.5057984952197772,fallopian_tube,IKZF5-201,HNRNPH3,HNRNPH3-211,3.670793507170615,0.5057984952197772,0.49420150478022284,0.0,0,True
ZNF444,cervix_ectocervix,ZNF444-211,CHTF18,0,3.056003388672756,0.42234182018905675,0.5776581798109433,fallopian_tube,ZNF444-211,DCK,0,3.9770069012649474,0.5776581798109433,0.42234182018905675,0.0,0,True
ZBTB7A,cervix_ectocervix,ZBTB7A-201,PYGB,PYGB-201,3.053686713816909,0.46840329987401963,0.5315967001259804,fallopian_tube,ZBTB7A-201,WBP1L,0,2.873312690367228,0.5315967001259805,0.4684032998740195,0.0,0,True
UBP1,cervix_ectocervix,UBP1-204,IFRD2,IFRD2-202,3.049654933926976,0.5063086548488008,0.49369134515119917,fallopian_tube,UBP1-204,MIIP,0,5.857214902406646,0.4936913451511991,0.5063086548488009,0.0,0,True
DR1,cervix_ectocervix,DR1-201,OSTF1,OSTF1-201,3.043844007096095,0.5584144013092099,0.44158559869079006,fallopian_tube,DR1-201,BPTF,0,4.977281181603851,0.44158559869079006,0.5584144013092099,0.0,0,True
KLF3,cervix_ectocervix,KLF3-201,STK38L,STK38L-201,3.043360205721727,0.5247130410731572,0.4752869589268428,fallopian_tube,KLF3-201,MRPS21,MRPS21-201,2.7817578962168974,0.4752869589268428,0.5247130410731572,0.0,0,True
ZNF316,cervix_ectocervix,ZNF316-201,SPATA20,0,3.0415223030718472,0.4779308567009424,0.5220691432990576,fallopian_tube,ZNF316-201,POLD4,POLD4-201,3.2870926352493424,0.5220691432990576,0.4779308567009424,0.0,0,True
HOXD9,cervix_ectocervix,HOXD9-201,PLS3,0,3.029978883544824,0.7111777169138546,0.28882228308614544,fallopian_tube,HOXD9-201,DNAJC4,DNAJC4-201,2.748191324710237,0.28882228308614544,0.7111777169138546,0.0,0,True
RUVBL1,cervix_ectocervix,RUVBL1-201,ID2,0,3.013090050262353,0.35555262521702813,0.6444473747829719,fallopian_tube,RUVBL1-201,ZNF394,ZNF394-201,3.153250201560285,0.6444473747829719,0.35555262521702813,0.0,0,True
HCFC1,cervix_ectocervix,HCFC1-203,HSPA5,0,3.0107031135739355,0.4377508818878481,0.5622491181121518,fallopian_tube,HCFC1-203,NAA10,NAA10-203,4.682046754572238,0.5622491181121518,0.43775088188784816,0.0,0,True
SSRP1,cervix_ectocervix,SSRP1-201,DENND10,0,3.007414214967715,0.48372892728340183,0.5162710727165982,fallopian_tube,SSRP1-201,VAT1,VAT1-201,2.938236755767589,0.5162710727165981,0.4837289272834019,0.0,0,True
NFIX,cervix_ectocervix,NFIX-202,NTAN1,NTAN1-201,3.0042828439255134,0.5578652441486304,0.44213475585136963,fallopian_tube,NFIX-202,COX11,0,3.518106301133668,0.44213475585136974,0.5578652441486303,0.0,0,True
TWIST2,cervix_ectocervix,TWIST2-202,C6orf89,0,2.9933217995049524,0.724579756795422,0.27542024320457803,fallopian_tube,TWIST2-202,ZNF143,ZNF143-203,3.764101835371296,0.275420243204578,0.724579756795422,0.0,0,True
NFIC,cervix_ectocervix,NFIC-206,ALDOA,ALDOA-206,2.990809469509468,0.5030523646973839,0.4969476353026161,fallopian_tube,NFIC-206,MAP4K2,0,3.558817350895047,0.49694763530261615,0.5030523646973839,0.0,0,True
TSG101,cervix_ectocervix,TSG101-201,ACADVL,ACADVL-219,2.990789672502588,0.5061558724159652,0.49384412758403484,fallopian_tube,TSG101-201,AKR1C3,0,3.7211697181442256,0.4938441275840349,0.5061558724159652,0.0,0,True
RBFOX2,cervix_ectocervix,RBFOX2-205,LTBP2,0,2.98508494966556,0.5176305051357816,0.48236949486421843,fallopian_tube,RBFOX2-205,SSBP1,0,3.2044819997218035,0.4823694948642183,0.5176305051357817,0.0,0,True
ZGPAT,cervix_ectocervix,ZGPAT-202,ZDHHC18,0,2.9840251678293184,0.519966681366064,0.48003331863393595,fallopian_tube,ZGPAT-202,ANKIB1,0,3.8759831365260418,0.48003331863393606,0.5199666813660639,0.0,0,True
CIC,cervix_ectocervix,CIC-206,B9D1,0,2.971775508068029,0.47799583420916864,0.5220041657908314,fallopian_tube,CIC-204,NCAPD2,0,3.712993974448611,0.0,0.0,6.18979973503077,Upregulated,True
SIN3A,cervix_ectocervix,SIN3A-201,CERT1,CERT1-203,2.964293946498588,0.5002286236854138,0.49977137631458624,fallopian_tube,SIN3A-201,PLXND1,PLXND1-211,3.669288438938465,0.4997713763145862,0.5002286236854139,0.0,0,True
TRIM8,cervix_ectocervix,TRIM8-201,GOLM1,0,2.9557254725794784,0.4667065770497156,0.5332934229502844,fallopian_tube,TRIM8-201,CACHD1,0,3.774821566942864,0.5332934229502844,0.46670657704971563,0.0,0,True
MNT,cervix_ectocervix,MNT-201,SRSF1,SRSF1-204,2.954806413046065,0.43924867931911565,0.5607513206808843,fallopian_tube,MNT-201,FURIN,0,3.845666367029413,0.5607513206808844,0.4392486793191156,0.0,0,True
SMARCD3,cervix_ectocervix,SMARCD3-202,AFDN,AFDN-220,2.94946928324736,0.39388199155254067,0.6061180084474593,fallopian_tube,SMARCD3-202,JMJD4,0,3.52823832224375,0.6061180084474594,0.39388199155254056,0.0,0,True
PHF8,cervix_ectocervix,PHF8-202,PDHA1,PDHA1-202,2.942027257461299,0.49550427905969013,0.5044957209403098,fallopian_tube,PHF8-202,TTC14,TTC14-203,2.7743914391633333,0.5044957209403098,0.4955042790596902,0.0,0,True
SREBF2,cervix_ectocervix,SREBF2-201,COL16A1,COL16A1-214,2.940673377480974,0.460187185025198,0.539812814974802,fallopian_tube,SREBF2-201,FAM234A,0,5.332792840787609,0.539812814974802,0.46018718502519795,0.0,0,True
KLF2,cervix_ectocervix,KLF2-201,HLA-DMA,HLA-DMA-201,2.9336306475405527,0.35191937943379964,0.6480806205662004,fallopian_tube,KLF2-201,MACROD1,0,3.0366198581183195,0.6480806205662003,0.3519193794337997,0.0,0,True
MYC,cervix_ectocervix,MYC-205,EIF5A,0,2.933204658184894,0.21674831877795694,0.783251681222043,fallopian_tube,MYC-205,HNMT,HNMT-201,3.93578402327637,0.7832516812220431,0.21674831877795686,1.69428972417911,Upregulated,True
PML,cervix_ectocervix,PML-209,RBM5,RBM5-219,2.93212972375026,0.54709299666072,0.45290700333928,fallopian_tube,PML-203,SLC29A1,0,4.378956308379407,0.0,0.0,5.43786948342994,Upregulated,True
ZBTB7B,cervix_ectocervix,ZBTB7B-202,EIF1AX,EIF1AX-201,2.930575329156013,0.5561684073107049,0.44383159268929506,fallopian_tube,ZBTB7B-202,TMOD2,0,2.9661672980541938,0.4438315926892951,0.5561684073107049,0.0,0,True
OSR2,cervix_ectocervix,OSR2-202,NFIA,0,2.913218330075056,0.4917727458671223,0.5082272541328777,fallopian_tube,OSR2-202,GTF2A1,GTF2A1-203,3.29656572977234,0.5082272541328777,0.4917727458671223,0.0,0,True
SND1,cervix_ectocervix,SND1-201,CRK,0,2.912875964394774,0.4939013444441296,0.5060986555558704,fallopian_tube,SND1-201,SC5D,0,3.93590987781288,0.5060986555558705,0.4939013444441295,0.0,0,True
ZNF32,cervix_ectocervix,ZNF32-201,TRA2A,TRA2A-209,2.907283156739518,0.5128145784101152,0.48718542158988476,fallopian_tube,ZNF32-201,MRPL53,MRPL53-202,4.409033991514914,0.4871854215898847,0.5128145784101152,0.0,0,True
IRF2BPL,cervix_ectocervix,IRF2BPL-201,RPS11,RPS11-203,2.901100051991555,0.3575906532734915,0.6424093467265085,fallopian_tube,IRF2BPL-201,OTUD6B,0,2.789146795610999,0.6424093467265085,0.3575906532734915,0.0,0,True
NR4A1,cervix_ectocervix,NR4A1-204,TIMP1,TIMP1-201,2.899501951841495,0.20612814991561426,0.7938718500843858,fallopian_tube,NR4A1-204,CCN1,0,3.5526007849722885,0.7938718500843858,0.20612814991561423,1.92564440167506,Upregulated,True
BCL3,cervix_ectocervix,BCL3-201,ARHGAP33,0,2.898241319447656,0.39118350462155,0.6088164953784501,fallopian_tube,BCL3-201,TYW1,TYW1-201,3.4161452171682773,0.60881649537845,0.39118350462155005,0.0,0,True
FOXO4,cervix_ectocervix,FOXO4-202,OSBPL8,0,2.8976203562669904,0.41325739826262475,0.5867426017373752,fallopian_tube,FOXO4-202,NSF,0,3.212990022440153,0.5867426017373751,0.41325739826262486,0.0,0,True
TBL1X,cervix_ectocervix,TBL1X-205,HCCS,0,2.8800166785976944,0.5752748747037569,0.42472512529624307,fallopian_tube,TBL1X-205,SNX1,0,3.892890636604692,0.424725125296243,0.575274874703757,0.0,0,True
NR2F2,cervix_ectocervix,NR2F2-203,LGALS1,LGALS1-201,2.8797340508937754,0.5601236274673016,0.4398763725326984,fallopian_tube,NR2F2-201,SH3BGRL,SH3BGRL-201,3.973649445025509,0.4558975981841792,0.5441024018158208,0.0,0,True
KLF10,cervix_ectocervix,KLF10-201,EHMT1,EHMT1-246,2.874864295199438,0.29638798958928464,0.7036120104107153,fallopian_tube,KLF10-201,TMEM127,TMEM127-201,3.4095429144707063,0.7036120104107155,0.2963879895892845,0.0,0,True
CREBBP,cervix_ectocervix,CREBBP-201,LTBP2,0,2.8599296908457204,0.5003302113352546,0.49966978866474543,fallopian_tube,CREBBP-201,ARL1,ARL1-201,5.287384729604556,0.4996697886647454,0.5003302113352546,0.0,0,True
NFATC4,cervix_ectocervix,NFATC4-224,AKAP17A,AKAP17A-201,2.859311009842752,0.5993390540210676,0.4006609459789324,fallopian_tube,NFATC4-220,LRRC75B,0,3.0694003696165284,0.37988058558323323,0.6201194144167668,0.0,0,True
FOXK2,cervix_ectocervix,FOXK2-201,ATP5MJ,ATP5MJ-201,2.8345703633714856,0.5013294557540506,0.49867054424594937,fallopian_tube,FOXK2-201,MTMR4,0,3.9178441978337872,0.4986705442459494,0.5013294557540506,0.0,0,True
SMARCE1,cervix_ectocervix,SMARCE1-214,PGM1,0,2.8338560248459594,0.5092014521336063,0.49079854786639365,fallopian_tube,SMARCE1-214,APOL1,APOL1-204,3.5429841255247623,0.49079854786639376,0.5092014521336062,0.0,0,True
FOXJ2,cervix_ectocervix,FOXJ2-201,OSR2,OSR2-202,2.8272814134790965,0.489366902957712,0.510633097042288,fallopian_tube,FOXJ2-201,DNAJB6,DNAJB6-204,3.861791289375796,0.510633097042288,0.489366902957712,0.0,0,True
ARID1A,cervix_ectocervix,ARID1A-211,EMC3,EMC3-201,2.821797498544224,0.4624325584493439,0.5375674415506562,fallopian_tube,ARID1A-211,ETAA1,0,4.139280625902032,0.5375674415506562,0.46243255844934383,0.0,0,True
RNF14,cervix_ectocervix,RNF14-203,SPTAN1,SPTAN1-217,2.802773719162461,0.5024420444383298,0.49755795556167015,fallopian_tube,RNF14-203,RPS28,RPS28-204,3.066245649635766,0.4975579555616703,0.5024420444383297,0.0,0,True
TBPL1,cervix_ectocervix,TBPL1-206,JRKL,0,2.7868500736547843,0.5426613093831246,0.4573386906168754,fallopian_tube,TBPL1-206,TNKS1BP1,TNKS1BP1-201,3.954765373988492,0.45733869061687543,0.5426613093831245,0.0,0,True
ZNF503,cervix_ectocervix,ZNF503-201,CHD4,0,2.780068751542367,0.5279428592521501,0.4720571407478499,fallopian_tube,ZNF503-201,ENSA,ENSA-201,3.375339543233307,0.4720571407478498,0.5279428592521502,0.0,0,True
