TF_gene,tissue_cervix_ectocervix,TF_transcript_id_cervix_ectocervix,target_gene_cervix_ectocervix,target_transcript_id_cervix_ectocervix,importance_cervix_ectocervix,cervix_ectocervix_percentage,cervix_ectocervix_opposite_percentage,tissue_fallopian_tube,TF_transcript_id_fallopian_tube,target_gene_fallopian_tube,target_transcript_id_fallopian_tube,importance_fallopian_tube,fallopian_tube_percentage,fallopian_tube_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
SNRPB,cervix_ectocervix,0,XBP1,XBP1-201,3.6363979429711857,0.30669330669330674,0.6933066933066933,fallopian_tube,0,CREBL2,CREBL2-201,3.3813097315505027,0.4810096510764662,0.5189903489235338,0.0,0,False
AARSD1,cervix_ectocervix,AARSD1-202,ZBTB4,ZBTB4-202,3.634047734896466,0.49136403311556065,0.5086359668844394,fallopian_tube,0,SNW1,SNW1-201,2.9394536600144816,0.4874270557029177,0.5125729442970823,0.0,0,False
ZNF579,cervix_ectocervix,0,MAZ,MAZ-201,3.630026384635366,0.4903696902122822,0.5096303097877177,fallopian_tube,ZNF579-201,MAZ,MAZ-203,2.8136140250733903,0.5334685010861695,0.4665314989138305,5.62220834280559,Upregulated,False
PABPC4,cervix_ectocervix,PABPC4-206,USF1,USF1-207,3.626544344713458,0.0,0.0,fallopian_tube,PABPC4-206,TCF12,TCF12-201,2.882011406476904,0.46114836310362317,0.5388516368963768,0.0,0,False
EIF4B,cervix_ectocervix,EIF4B-201,MXI1,MXI1-201,3.611033737700903,0.4488507283175197,0.5511492716824803,fallopian_tube,0,NFYB,NFYB-205,2.88956402922283,0.5688069835111541,0.4311930164888459,0.0,0,False
LGALS3,cervix_ectocervix,LGALS3-201,MAFB,MAFB-201,3.6103337358850567,0.0,0.0,fallopian_tube,0,MBD2,MBD2-201,3.155348403005452,0.4487714941490763,0.5512285058509236,0.0,0,False
RPL19,cervix_ectocervix,RPL19-206,TBL1XR1,TBL1XR1-232,3.6100365603106463,0.56704619388419,0.43295380611581,fallopian_tube,RPL19-206,NUPR1,NUPR1-203,3.5231365428714634,0.4867150338730601,0.5132849661269399,0.0,0,False
DNAJA4,cervix_ectocervix,0,SMAD7,SMAD7-202,3.6065738579138,0.6072034594121188,0.39279654058788116,fallopian_tube,0,PIAS3,PIAS3-206,3.661609259434184,0.5127674582647542,0.48723254173524577,0.0,0,False
HDGF,cervix_ectocervix,HDGF-203,BTG2,BTG2-201,3.6052450424248312,0.08872629399981832,0.9112737060001816,fallopian_tube,HDGF-201,THRA,THRA-201,3.596217783222964,0.4175321101991593,0.5824678898008406,0.0,0,False
NCL,cervix_ectocervix,NCL-210,CGGBP1,CGGBP1-201,3.598516122446908,0.47910527414901277,0.5208947258509873,fallopian_tube,NCL-208,TLE1,TLE1-201,2.943156149488252,0.49322258752956105,0.506777412470439,0.0,0,False
HLA-DPA1,cervix_ectocervix,0,XBP1,XBP1-201,3.5980377924950933,0.30669330669330674,0.6933066933066933,fallopian_tube,0,ELF1,ELF1-201,3.5950986677719703,0.4822207421094472,0.5177792578905528,0.0,0,False
ATP5MC3,cervix_ectocervix,ATP5MC3-202,BTAF1,BTAF1-201,3.595392716532212,0.3685138772858071,0.6314861227141929,fallopian_tube,ATP5MC3-202,EMX2,EMX2-204,2.882562603261451,0.0,0.0,0.0,0,False
SLC2A4RG,cervix_ectocervix,SLC2A4RG-208,FOS,FOS-201,3.595119279201305,0.06767115512137122,0.9323288448786288,fallopian_tube,SLC2A4RG-208,TEAD2,TEAD2-204,3.801063480036796,0.0,0.0,0.0,0,False
CISD3,cervix_ectocervix,0,YBX3,YBX3-217,3.594491889419124,0.4683620471243983,0.5316379528756017,fallopian_tube,0,APEX1,APEX1-201,2.7151934340578983,0.5009691711279306,0.4990308288720694,0.0,0,False
PHACTR4,cervix_ectocervix,0,TFDP1,TFDP1-201,3.586702363286672,0.5405050984648081,0.4594949015351919,fallopian_tube,PHACTR4-207,TFE3,TFE3-201,3.002132445478176,0.5420640958121209,0.4579359041878791,0.0,0,False
MBD2,cervix_ectocervix,MBD2-201,CEBPB,CEBPB-201,3.586327861439889,0.47875004593875187,0.5212499540612481,fallopian_tube,MBD2-204,RBCK1,RBCK1-202,3.103597610991168,0.4974359974262484,0.5025640025737517,6.3197749258591,Upregulated,False
TSKU,cervix_ectocervix,TSKU-201,SPEN,SPEN-205,3.5830560359232155,0.4499952512109412,0.5500047487890588,fallopian_tube,TSKU-201,HOXD4,HOXD4-201,2.795333482689369,0.0,0.0,0.0,0,False
CDK2AP2,cervix_ectocervix,CDK2AP2-201,STAT2,STAT2-209,3.5787732229249185,0.0,0.0,fallopian_tube,0,YBX3,YBX3-217,3.322233903324284,0.5316379528756018,0.4683620471243982,0.0,0,False
PLTP,cervix_ectocervix,PLTP-203,KMT2E,KMT2E-203,3.576709810711056,0.48518836535365467,0.5148116346463454,fallopian_tube,PLTP-201,BCL3,BCL3-201,2.756884678992194,0.60881649537845,0.39118350462155005,0.0,0,False
LRP10,cervix_ectocervix,0,PARP10,PARP10-201,3.575566508412793,0.44389445531116517,0.5561055446888348,fallopian_tube,LRP10-203,ID1,ID1-202,3.407152585753844,0.6147340010084332,0.38526599899156677,0.0,0,False
ELF1,cervix_ectocervix,0,ELF1,ELF1-201,3.573446979120509,0.5177792578905528,0.4822207421094472,fallopian_tube,ELF1-201,CEBPB,CEBPB-201,3.008782297766942,0.5212499540612482,0.4787500459387518,0.0,0,False
HDLBP,cervix_ectocervix,HDLBP-203,ID4,ID4-201,3.57181662079846,0.3522160333515582,0.6477839666484417,fallopian_tube,0,ZNF322,ZNF322-201,2.957325013547249,0.0,0.0,0.0,0,False
PRDX6,cervix_ectocervix,PRDX6-203,KDM5B,KDM5B-202,3.56857968288692,0.5706267959770115,0.4293732040229885,fallopian_tube,PRDX6-203,RFX2,RFX2-201,3.379652985405772,0.0,0.0,0.0,0,False
DNAJC13,cervix_ectocervix,0,SREBF1,SREBF1-204,3.5632487012495213,0.0,0.0,fallopian_tube,0,PRMT5,PRMT5-204,3.609628327708992,0.5538383465584056,0.4461616534415944,0.0,0,False
RASSF1,cervix_ectocervix,RASSF1-201,GTF3A,GTF3A-201,3.5629125764062715,0.4397233628701102,0.5602766371298897,fallopian_tube,RASSF1-201,CNOT7,CNOT7-201,3.059222884128733,0.0,0.0,0.0,0,False
P3H4,cervix_ectocervix,P3H4-202,RFXANK,RFXANK-203,3.553291118905465,0.4223039215686275,0.5776960784313725,fallopian_tube,P3H4-202,HBP1,HBP1-208,3.1095235911220125,0.4677217079725291,0.5322782920274709,0.0,0,False
ZCCHC7,cervix_ectocervix,ZCCHC7-202,SMAD3,SMAD3-201,3.5510482635575773,0.5654957741484269,0.4345042258515731,fallopian_tube,ZCCHC7-202,SMARCB1,SMARCB1-201,2.853169240821552,0.4628287707997853,0.5371712292002147,0.0,0,False
COL1A1,cervix_ectocervix,0,STAT2,STAT2-207,3.544858923689684,0.5964119798359198,0.40358802016408024,fallopian_tube,COL1A1-205,FOSL2,FOSL2-201,3.2133083338150064,0.5226915779248487,0.47730842207515134,-1.53355242757376,Downregulated,False
CIAO2B,cervix_ectocervix,CIAO2B-201,KDM5B,KDM5B-202,3.542225170579394,0.5706267959770115,0.4293732040229885,fallopian_tube,CIAO2B-201,SMARCA5,SMARCA5-201,2.950614864962815,0.5361943757725586,0.4638056242274414,0.0,0,False
YJU2B,cervix_ectocervix,YJU2B-211,MTA1,MTA1-201,3.531109812933633,0.421831252364737,0.578168747635263,fallopian_tube,YJU2B-201,ZNF451,ZNF451-203,2.9751569174714403,0.0,0.0,0.0,0,False
HNRNPH1,cervix_ectocervix,HNRNPH1-210,NFX1,NFX1-203,3.52866277722042,0.4925558312655086,0.5074441687344914,fallopian_tube,HNRNPH1-218,ATF2,ATF2-201,3.4927061500496515,0.0,0.0,0.0,0,False
LITAF,cervix_ectocervix,LITAF-219,CREB3L2,CREB3L2-201,3.527526032059729,0.5338316973486569,0.4661683026513431,fallopian_tube,LITAF-219,ZNF143,ZNF143-203,2.9020300631381266,0.0,0.0,0.0,0,False
C9orf72,cervix_ectocervix,0,YY1,YY1-204,3.5271016628445024,0.0,0.0,fallopian_tube,C9orf72-203,CC2D1A,CC2D1A-201,3.237400444423383,0.5281705273110147,0.47182947268898534,6.14923688101383,Upregulated,False
RPLP2,cervix_ectocervix,RPLP2-208,DDX5,DDX5-202,3.5268506553667325,0.3923463621838587,0.6076536378161412,fallopian_tube,RPLP2-205,KAT8,KAT8-201,3.4677461705869086,0.5316404383767898,0.46835956162321024,6.06876811251898,Upregulated,False
RPS21,cervix_ectocervix,RPS21-205,SNAI2,SNAI2-201,3.5254973639475087,0.0,0.0,fallopian_tube,0,PIAS3,PIAS3-204,2.7997416133108115,0.5529793191531168,0.4470206808468832,0.0,0,False
FTH1,cervix_ectocervix,FTH1-204,PIAS1,PIAS1-201,3.508539859719016,0.4389109582404806,0.5610890417595193,fallopian_tube,0,PIR,PIR-201,3.308598159403874,0.0,0.0,0.0,0,False
DNAJA2,cervix_ectocervix,DNAJA2-201,GTF2I,GTF2I-218,3.503273441439376,0.5189532982009813,0.48104670179901865,fallopian_tube,DNAJA2-202,HIC1,HIC1-202,3.320639764272514,0.0,0.0,0.0,0,False
SSBP1,cervix_ectocervix,0,GTF2F1,GTF2F1-201,3.5006786687745586,0.49236363636363645,0.5076363636363636,fallopian_tube,0,RBFOX2,RBFOX2-205,3.2044819997218035,0.4823694948642183,0.5176305051357817,0.0,0,False
SOX13,cervix_ectocervix,0,ARNT,ARNT-202,3.500063326421823,0.5549924168250495,0.4450075831749505,fallopian_tube,SOX13-203,CREBBP,CREBBP-201,2.85441622979938,0.4996697886647454,0.5003302113352546,7.23041943845039,Upregulated,False
PDE7A,cervix_ectocervix,0,MTA1,MTA1-211,3.4995286455033265,0.40462705436156765,0.5953729456384323,fallopian_tube,PDE7A-203,ZNF219,ZNF219-201,3.215855952377586,0.0,0.0,0.0,0,False
MTOR,cervix_ectocervix,MTOR-202,TFAP4,TFAP4-201,3.4930868787285654,0.0,0.0,fallopian_tube,MTOR-202,PREB,PREB-201,4.090555971881327,0.5847839265610114,0.4152160734389886,0.0,0,False
RRBP1,cervix_ectocervix,0,SMARCC2,SMARCC2-201,3.4921175002924234,0.41182785513561304,0.588172144864387,fallopian_tube,0,MAFK,MAFK-201,2.701187737182421,0.5436139960435213,0.45638600395647866,0.0,0,False
CANX,cervix_ectocervix,CANX-202,HBP1,HBP1-201,3.490707623889258,0.5147467036780013,0.48525329632199865,fallopian_tube,0,PA2G4,PA2G4-201,4.487465951384113,0.5115775539051807,0.48842244609481933,0.0,0,False
AURKAIP1,cervix_ectocervix,AURKAIP1-201,CBFB,CBFB-202,3.485281235563853,0.5238591011625889,0.47614089883741106,fallopian_tube,AURKAIP1-202,NR1H2,NR1H2-201,3.3248872950684216,0.5116875886247184,0.4883124113752816,-5.84231867397998,Downregulated,False
ELMO2,cervix_ectocervix,0,JUN,JUN-201,3.4828393260099286,0.32949968745301905,0.670500312546981,fallopian_tube,0,OSR2,OSR2-203,2.98260983926737,0.0,0.0,0.0,0,False
MRTO4,cervix_ectocervix,MRTO4-201,SMAD2,SMAD2-205,3.478843091996508,0.4988725396522072,0.5011274603477929,fallopian_tube,MRTO4-201,E2F4,E2F4-201,2.8183632242950227,0.5298719965287194,0.4701280034712806,0.0,0,False
ADAR,cervix_ectocervix,ADAR-202,SMARCB1,SMARCB1-204,3.4763779548118268,0.5422555085205687,0.4577444914794313,fallopian_tube,ADAR-201,NR1H2,NR1H2-201,3.0573906790246705,0.5116875886247184,0.4883124113752816,0.0,0,False
COG4,cervix_ectocervix,COG4-201,HMGB2,HMGB2-201,3.4740483969135303,0.0,0.0,fallopian_tube,COG4-201,CTBP2,CTBP2-214,2.804069293170449,0.5021265736645117,0.49787342633548826,0.0,0,False
EVI5,cervix_ectocervix,0,STAT2,STAT2-207,3.460332754637991,0.5964119798359198,0.40358802016408024,fallopian_tube,0,TSG101,TSG101-201,3.4685799332122365,0.4938441275840349,0.5061558724159652,0.0,0,False
MED15,cervix_ectocervix,MED15-222,AIP,AIP-201,3.448007125235537,0.5464787043390784,0.4535212956609216,fallopian_tube,0,MTA2,MTA2-202,2.823376378470092,0.0,0.0,0.0,0,False
REPIN1,cervix_ectocervix,REPIN1-202,ZSCAN18,ZSCAN18-203,3.444570025665436,0.3849792003391537,0.6150207996608463,fallopian_tube,0,VEZF1,VEZF1-201,2.871405776671705,0.5396147761231511,0.4603852238768489,0.0,0,False
NDUFA5,cervix_ectocervix,NDUFA5-211,DDX5,DDX5-218,3.4438902329829624,0.4168730020642119,0.583126997935788,fallopian_tube,NDUFA5-201,TRIM28,TRIM28-210,2.848772382390633,0.0,0.0,0.0,0,False
DLST,cervix_ectocervix,DLST-202,NR3C1,NR3C1-203,3.4437844463593668,0.5305484841471881,0.46945151585281186,fallopian_tube,0,NUPR1,NUPR1-202,2.7738316832922623,0.5221186156568924,0.47788138434310756,0.0,0,False
CHCHD2,cervix_ectocervix,0,SAP30,SAP30-201,3.4413185783743296,0.41299273432619915,0.5870072656738008,fallopian_tube,0,EMX2,EMX2-204,3.7185700059232616,0.0,0.0,0.0,0,False
MYL6,cervix_ectocervix,MYL6-210,RBCK1,RBCK1-213,3.4266937451535537,0.5184863738934213,0.48151362610657866,fallopian_tube,MYL6-218,FOXO3,FOXO3-201,3.5832947456385407,0.48667880892879833,0.5133211910712017,0.0,0,False
IFI27,cervix_ectocervix,IFI27-211,NFE2L2,NFE2L2-201,3.425453532883606,0.5181558643795862,0.48184413562041384,fallopian_tube,IFI27-213,GATAD2B,GATAD2B-201,3.791517099397408,0.4758501849880899,0.5241498150119102,0.0,0,False
ENSG00000183889,cervix_ectocervix,ENST00000331436,FLYWCH1,FLYWCH1-212,3.4244855661332325,0.515716389648643,0.48428361035135703,fallopian_tube,ENST00000538085,RARA,RARA-206,3.523907785691057,0.0,0.0,7.67236003698866,Upregulated,False
AKAP10,cervix_ectocervix,AKAP10-201,TRIM27,TRIM27-202,3.423761103485907,0.42749409643754926,0.5725059035624507,fallopian_tube,0,HOXD8,HOXD8-203,2.8794699638980625,0.0,0.0,0.0,0,False
RPL10,cervix_ectocervix,RPL10-213,PRMT5,PRMT5-204,3.420758121584833,0.4461616534415944,0.5538383465584056,fallopian_tube,RPL10-212,SREBF1,SREBF1-201,2.7861564666076366,0.545006217201627,0.454993782798373,0.0,0,False
EIF2B3,cervix_ectocervix,0,BRD4,BRD4-203,3.420449827339074,0.5213964532915677,0.4786035467084323,fallopian_tube,EIF2B3-201,PA2G4,PA2G4-206,2.749964082633393,0.4984403062671331,0.5015596937328669,0.0,0,False
TMBIM6,cervix_ectocervix,TMBIM6-201,CC2D1A,CC2D1A-201,3.4138147316225766,0.4718294726889854,0.5281705273110147,fallopian_tube,TMBIM6-201,NCOA6,NCOA6-201,3.761211607975696,0.5123633662315611,0.4876366337684389,0.0,0,False
UBA6,cervix_ectocervix,UBA6-201,KDM5B,KDM5B-202,3.413375454523245,0.5706267959770115,0.4293732040229885,fallopian_tube,0,HSF4,HSF4-221,2.7262797385932243,0.0,0.0,-5.7715306662581,Downregulated,False
ATP5ME,cervix_ectocervix,ATP5ME-202,HDAC5,HDAC5-204,3.40362516787352,0.5225410562905686,0.4774589437094314,fallopian_tube,ATP5ME-201,ERF,ERF-201,3.3312490794361818,0.605231635857425,0.394768364142575,0.0,0,False
MAPKAPK2,cervix_ectocervix,0,SRF,SRF-201,3.403087834134796,0.3754497101535887,0.6245502898464113,fallopian_tube,MAPKAPK2-202,SMAD3,SMAD3-201,3.660696360069117,0.43450422585157317,0.5654957741484268,0.0,0,False
PSMF1,cervix_ectocervix,PSMF1-209,MBD1,MBD1-224,3.391287111806395,0.5071179156594146,0.49288208434058545,fallopian_tube,0,NR2F2,NR2F2-203,2.779439602028352,0.4398763725326983,0.5601236274673017,0.0,0,False
ATP6V0E1,cervix_ectocervix,ATP6V0E1-201,NME2,NME2-204,3.389662869136773,0.0,0.0,fallopian_tube,ATP6V0E1-204,YY1,YY1-201,3.3626988874714403,0.5652518841729472,0.43474811582705275,0.0,0,False
LTBR,cervix_ectocervix,0,PREB,PREB-201,3.3854427271749348,0.41521607343898853,0.5847839265610115,fallopian_tube,LTBR-201,STAT3,STAT3-201,2.765819688347696,0.5689099287545414,0.4310900712454586,0.0,0,False
CNBP,cervix_ectocervix,0,SMARCA4,SMARCA4-209,3.382671390584558,0.48836459263669746,0.5116354073633025,fallopian_tube,0,MECP2,MECP2-201,3.252672722028937,0.0,0.0,0.0,0,False
TGFBR2,cervix_ectocervix,0,KAT6A,KAT6A-201,3.3770396819950848,0.5232015587345537,0.47679844126544635,fallopian_tube,0,SFPQ,SFPQ-205,3.04328550175556,0.597630551211372,0.402369448788628,0.0,0,False
DNAJB11,cervix_ectocervix,DNAJB11-201,ETS2,ETS2-202,3.374236036394852,0.5340134318236509,0.4659865681763491,fallopian_tube,DNAJB11-201,HDAC5,HDAC5-204,3.078009490900399,0.47745894370943137,0.5225410562905686,0.0,0,False
CLK2,cervix_ectocervix,CLK2-202,NME2,NME2-201,3.372820216497161,0.0,0.0,fallopian_tube,CLK2-207,MAZ,MAZ-214,3.6391975547925495,0.4543253917696522,0.5456746082303479,6.29156325585394,Upregulated,False
JAM3,cervix_ectocervix,JAM3-201,NR2F1,NR2F1-205,3.3719512516619883,0.4147190797110237,0.5852809202889764,fallopian_tube,0,SPEN,SPEN-201,2.790667778712818,0.5580828594638506,0.4419171405361494,0.0,0,False
EMD,cervix_ectocervix,EMD-208,CEBPB,CEBPB-201,3.363337804769813,0.47875004593875187,0.5212499540612481,fallopian_tube,EMD-202,TLE1,TLE1-203,3.2796039530761165,0.47277406900989305,0.527225930990107,0.0,0,False
CYREN,cervix_ectocervix,0,HMGB2,HMGB2-202,3.363234153495499,0.46595229596983184,0.5340477040301681,fallopian_tube,0,RXRB,RXRB-202,2.709239896189362,0.5034691956347407,0.4965308043652593,0.0,0,False
SLC52A2,cervix_ectocervix,0,FUS,FUS-208,3.3582723029076824,0.5173696031944098,0.48263039680559017,fallopian_tube,0,STAT3,STAT3-201,3.4362724866532344,0.5689099287545414,0.4310900712454586,0.0,0,False
CCDC115,cervix_ectocervix,0,STAT1,STAT1-201,3.3568249570841955,0.5849579087284005,0.4150420912715995,fallopian_tube,0,NFKB2,NFKB2-201,3.768000637279609,0.5278125229931573,0.4721874770068427,0.0,0,False
BAG1,cervix_ectocervix,BAG1-202,EID1,EID1-202,3.3546558742618804,0.4096111466552924,0.5903888533447076,fallopian_tube,0,ADNP,ADNP-204,2.861727311175348,0.5172615778876075,0.4827384221123925,0.0,0,False
FLII,cervix_ectocervix,FLII-223,KDM5C,KDM5C-205,3.353536462946086,0.4509150234075755,0.5490849765924245,fallopian_tube,0,NFKB2,NFKB2-201,4.067713277550161,0.5278125229931573,0.4721874770068427,0.0,0,False
WARS1,cervix_ectocervix,0,DRAP1,DRAP1-201,3.352849856544045,0.5092135278608839,0.4907864721391161,fallopian_tube,0,GTF3A,GTF3A-201,3.1691931236943764,0.5602766371298898,0.43972336287011016,0.0,0,False
NDUFV1,cervix_ectocervix,NDUFV1-201,NONO,NONO-202,3.3492333431823003,0.0,0.0,fallopian_tube,NDUFV1-201,RARA,RARA-206,2.93244589066242,0.0,0.0,0.0,0,False
PIK3R2,cervix_ectocervix,PIK3R2-201,CTNNB1,CTNNB1-201,3.3444974839497035,0.5834797339691303,0.41652026603086967,fallopian_tube,0,HMG20B,HMG20B-213,3.586702295133064,0.5081164364716887,0.4918835635283113,0.0,0,False
TP53I11,cervix_ectocervix,TP53I11-203,EPAS1,EPAS1-206,3.343685809372413,0.42996803617369617,0.5700319638263038,fallopian_tube,TP53I11-203,KMT2E,KMT2E-203,3.105120658475309,0.5148116346463454,0.4851883653536546,0.0,0,False
TAF6,cervix_ectocervix,TAF6-211,ELK1,ELK1-201,3.34367780036264,0.40480923062006113,0.5951907693799389,fallopian_tube,0,KLF9,KLF9-201,3.594464882413321,0.7131493933360881,0.28685060666391193,0.0,0,False
NIFK,cervix_ectocervix,NIFK-201,ZBTB22,ZBTB22-208,3.342386076807604,0.5402250410889629,0.45977495891103715,fallopian_tube,0,PHB1,PHB1-203,3.139773582125293,0.0,0.0,0.0,0,False
DMXL1,cervix_ectocervix,0,MLXIP,MLXIP-201,3.3418774424244724,0.32903379652713044,0.6709662034728696,fallopian_tube,0,NFX1,NFX1-203,3.2917432207674584,0.5074441687344914,0.4925558312655086,0.0,0,False
LBH,cervix_ectocervix,LBH-201,SMARCC1,SMARCC1-201,3.336746239909864,0.5599470081695739,0.4400529918304261,fallopian_tube,LBH-201,NCOA3,NCOA3-203,2.826675688506279,0.48655421686746986,0.5134457831325301,0.0,0,False
CAP1,cervix_ectocervix,0,HMGB1,HMGB1-201,3.3257519142205547,0.5234471435590763,0.4765528564409237,fallopian_tube,CAP1-201,NPAS2,NPAS2-201,3.2184954306081224,0.0,0.0,0.0,0,False
WDR6,cervix_ectocervix,WDR6-220,NR2C2,NR2C2-213,3.3175484835121534,0.46441306518328335,0.5355869348167166,fallopian_tube,WDR6-203,MTA1,MTA1-208,3.238870765877249,0.0,0.0,5.8623563124607,Upregulated,False
ORAI3,cervix_ectocervix,ORAI3-201,NFE2L1,NFE2L1-203,3.3149854203353275,0.4487279924133097,0.5512720075866904,fallopian_tube,0,IRF2,IRF2-201,2.7472218465443743,0.5079245079245079,0.49207549207549206,0.0,0,False
RPL37A,cervix_ectocervix,RPL37A-210,CEBPZ,CEBPZ-203,3.3071107936092883,0.47861476986828483,0.5213852301317152,fallopian_tube,RPL37A-212,ZNF384,ZNF384-203,2.9468787612333,0.0,0.0,0.0,0,False
CSRP1,cervix_ectocervix,0,MEF2D,MEF2D-201,3.306696566002797,0.4786247399975529,0.521375260002447,fallopian_tube,CSRP1-209,NFIA,NFIA-207,3.128582707157929,0.5351042675776271,0.4648957324223729,7.23076562212626,Upregulated,False
PPP2R2D,cervix_ectocervix,PPP2R2D-204,HDAC7,HDAC7-228,3.303307159682582,0.48588037123889427,0.5141196287611057,fallopian_tube,0,HMGB1,HMGB1-208,3.067817110678008,0.4412855377008652,0.5587144622991348,0.0,0,False
RHOD,cervix_ectocervix,0,NR2F6,NR2F6-201,3.302210136403067,0.456747584134304,0.543252415865696,fallopian_tube,RHOD-201,SMARCE1,SMARCE1-214,3.2068264232494386,0.49079854786639376,0.5092014521336062,0.0,0,False
HIPK3,cervix_ectocervix,0,FOXO1,FOXO1-201,3.3008080374058544,0.41527723924001547,0.5847227607599845,fallopian_tube,0,TGIF1,TGIF1-204,3.4478876974958474,0.6485809356038365,0.35141906439616355,0.0,0,False
CLDND1,cervix_ectocervix,CLDND1-201,GTF2I,GTF2I-219,3.298130089554588,0.5187146358437472,0.4812853641562528,fallopian_tube,CLDND1-213,TLE5,TLE5-209,2.785280682624118,0.5124478071139296,0.48755219288607043,0.0,0,False
LRRC32,cervix_ectocervix,LRRC32-205,HSF1,HSF1-204,3.297407774979251,0.46643779097604954,0.5335622090239505,fallopian_tube,0,SMARCC2,SMARCC2-203,3.4263385332914065,0.0,0.0,-7.90832065481248,Downregulated,False
TMEM9,cervix_ectocervix,TMEM9-204,AHR,AHR-201,3.295405836601588,0.45821894716563116,0.5417810528343688,fallopian_tube,0,RBCK1,RBCK1-212,3.223662861019404,0.4616947356024026,0.5383052643975974,0.0,0,False
PRPF8,cervix_ectocervix,PRPF8-206,DNAJC1,DNAJC1-202,3.2933432150214936,0.5264141974330534,0.4735858025669466,fallopian_tube,PRPF8-201,SF1,SF1-217,3.0271854996224943,0.5769981654256311,0.4230018345743689,0.0,0,False
LAMTOR3,cervix_ectocervix,0,NFE2L2,NFE2L2-201,3.2913647310349186,0.5181558643795862,0.48184413562041384,fallopian_tube,LAMTOR3-203,ZNF451,ZNF451-203,2.977654868275573,0.0,0.0,0.0,0,False
SLC29A1,cervix_ectocervix,0,PBRM1,PBRM1-203,3.277973674170064,0.5038786501309354,0.49612134986906464,fallopian_tube,0,PML,PML-203,4.378956308379407,0.0,0.0,0.0,0,False
ANKLE2,cervix_ectocervix,ANKLE2-201,ATF6B,ATF6B-215,3.2704220345013906,0.5172844462286453,0.48271555377135467,fallopian_tube,0,DDX5,DDX5-201,3.076780694216145,0.5498265126114232,0.45017348738857677,0.0,0,False
NDUFA3,cervix_ectocervix,NDUFA3-203,TBX3,TBX3-201,3.268095603598309,0.0,0.0,fallopian_tube,0,VHL,VHL-202,3.812291031172432,0.4807270233196159,0.5192729766803841,0.0,0,False
OCIAD1,cervix_ectocervix,OCIAD1-202,EWSR1,EWSR1-221,3.265442727882734,0.5046693055608932,0.4953306944391068,fallopian_tube,0,ID3,ID3-202,2.8415271635150257,0.659485364925089,0.340514635074911,0.0,0,False
IST1,cervix_ectocervix,IST1-201,PPARD,PPARD-203,3.2639839799486623,0.49222078454886853,0.5077792154511315,fallopian_tube,IST1-224,ATF5,ATF5-201,4.1051352749275285,0.6313351741337846,0.3686648258662154,0.0,0,False
PSMD11,cervix_ectocervix,0,STAT3,STAT3-201,3.2622148018389474,0.4310900712454587,0.5689099287545414,fallopian_tube,0,CREBL2,CREBL2-201,2.8436986115014697,0.4810096510764662,0.5189903489235338,0.0,0,False
DDX41,cervix_ectocervix,DDX41-201,FUS,FUS-202,3.260046967324918,0.46780708152270506,0.5321929184772949,fallopian_tube,DDX41-201,PAWR,PAWR-201,4.0718777348933655,0.5461306685991075,0.4538693314008925,0.0,0,False
TUBB6,cervix_ectocervix,TUBB6-201,DDIT3,DDIT3-201,3.259361292024087,0.533879246708211,0.46612075329178904,fallopian_tube,TUBB6-213,CAMTA1,CAMTA1-208,2.949580766042548,0.5450578522449103,0.4549421477550897,0.0,0,False
RAI1,cervix_ectocervix,RAI1-201,SMARCA5,SMARCA5-201,3.2578518950062016,0.46380562422744126,0.5361943757725587,fallopian_tube,RAI1-201,NFYB,NFYB-201,3.655404950694648,0.0,0.0,0.0,0,False
MRPS16,cervix_ectocervix,MRPS16-204,KDM5C,KDM5C-204,3.253978104304468,0.5298326346644814,0.4701673653355186,fallopian_tube,MRPS16-204,CEBPD,CEBPD-201,3.0190003315841194,0.6770381631334152,0.32296183686658475,0.0,0,False
RPLP0,cervix_ectocervix,RPLP0-205,AIP,AIP-201,3.250269422870832,0.5464787043390784,0.4535212956609216,fallopian_tube,RPLP0-205,SOX17,SOX17-201,3.2604675806797125,0.0,0.0,0.0,0,False
USP7,cervix_ectocervix,USP7-208,PHF20,PHF20-203,3.247962924461683,0.48892405063291133,0.5110759493670887,fallopian_tube,USP7-208,YBX3,YBX3-201,3.5955772040609006,0.5700724771722132,0.4299275228277868,0.0,0,False
RTF2,cervix_ectocervix,RTF2-203,E4F1,E4F1-201,3.242514074720462,0.5119707040866568,0.4880292959133432,fallopian_tube,0,EMX2,EMX2-204,3.067058221541488,0.0,0.0,0.0,0,False
NOTCH2NLA,cervix_ectocervix,NOTCH2NLA-201,GTF2A1,GTF2A1-203,3.241938957007385,0.5407199562003833,0.45928004379961673,fallopian_tube,NOTCH2NLA-201,RFXANK,RFXANK-203,2.804750941107474,0.5776960784313726,0.4223039215686274,0.0,0,False
SHISA5,cervix_ectocervix,SHISA5-206,PBX3,PBX3-201,3.24017604578662,0.0,0.0,fallopian_tube,SHISA5-201,SMARCD3,SMARCD3-202,2.714642643194757,0.6061180084474594,0.39388199155254056,0.0,0,False
GCSH,cervix_ectocervix,0,HDAC3,HDAC3-201,3.2372108536701414,0.500132509734369,0.49986749026563104,fallopian_tube,0,TCF7L2,TCF7L2-210,3.944389247266297,0.0,0.0,0.0,0,False
