GATA5,-1.83496485281972
FOS,-1.69687999158206
FOS,-1.69687999158206
FOS,-1.69687999158206
FOS,-1.69687999158206
CEBPA,-1.69168749615914
ID1,-2.29408172444315
ID1,-2.29408172444315
KLF5,-3.52834772899524
EMX2,5.46713178606363
FOXF1,-3.85022290189031
BTG2,-1.84006234973317
CFAP91,1.55566273166562
PGR,4.431790169075
CITED2,2.00428092091657
CITED2,2.00428092091657
HOXA11,2.15926369068052
HOXA11,2.15926369068052
AHR,-1.64535486421872
LILRA6,-1.63857442636629
HOXC4,2.71074703569798
HOXC4,2.71074703569798
HOXC4,2.71074703569798
HOXC4,2.71074703569798
HOXC4,2.71074703569798
HOXC4,2.71074703569798
RAB25,-5.08253137709823
PTK7,1.92460065314775
PTK7,1.92460065314775
CTSS,-2.01622324889332
BATF,-2.93843340983364
SOX2,-3.26835536010757
TFCP2L1,-4.22215995564462
TFCP2L1,-4.22215995564462
MYRF,4.84657483650455
MYRF,4.84657483650455
MYRF,4.84657483650455
TBX6,-1.52616328004871
TBX6,-1.52616328004871
TBX6,-1.52616328004871
CLIC6,-4.84835410587753
NCF4,-1.58538455013128
TNFSF14,-1.64745262357121
HSPB3,5.54002399426725
HOXD4,3.16662798850805
TUBA3D,4.44199431587837
DUOXA1,-4.83729511969002
HOXD10,4.19619947780762
F5,-3.59026098017606
HOXD9,3.57617498509172
HES6,1.53719727072251
HES6,1.53719727072251
HES6,1.53719727072251
HES6,1.53719727072251
POU5F1,-2.97652917473922
COL8A1,-1.52099824363835
RIMS4,3.13283185774531
NPIPB2,3.1961979411186
TMEM200A,2.60274044969891
OSGIN2,1.57201224532131
PKP3,-3.86687549588454
CADM3,-1.96449455135489
CRMP1,1.77369311210244
FAM9B,3.89856809305295
MYH14,-4.16860499629763
FADS2,1.7600983027675
SYK,-2.28460588603663
KLK10,1.95477749418678
EPN3,-4.83277304437734
ZDHHC14,1.8913129830733
HOXC6,2.62910129686342
NPY5R,2.01653136115966
OSR1,-2.63125363378265
GLDN,-1.55252053133908
POU2AF1,-2.41838581721471
ESR1,4.64461538068814
HDAC9,1.82592372032232
HDAC9,1.82592372032232
FCRL6,2.40241550521169
HOXC10,1.70606449338788
SBSPON,-1.95368577562141
RAB27B,-3.24006302819047
PYGB,-1.80563364439524
ITGA5,-1.92582376446456
MDK,1.92139651138263
SCARA5,-4.35655095716777
AR,1.73926292543758
NPAS4,1.50888403434501
HOXD11,4.6615752105057
ITGA2B,2.41447316673166
HOXD8,2.18404751461279
HOXD8,2.18404751461279
CBLN1,1.78862311477004
RIPOR2,3.17919928114455
RIPOR2,3.17919928114455
CH25H,-2.35662435877141
VAX2,1.64487086268804
WT1,8.94900839790759
WT1,8.94900839790759
RBP4,-4.16643403527818
KRT7,-6.42396723728864
SNCG,-2.43750809233368
SNCG,-2.43750809233368
GNG4,2.36282923248811
LY6H,3.99143533669015
MAL2,-5.04950832844798
MAL2,-5.04950832844798
UCP2,-2.27707500606457
UCP2,-2.27707500606457
TCF23,8.90622687218866
BEX2,1.80352004587872
BEX2,1.80352004587872
SSC5D,1.64395313691418
SSC5D,1.64395313691418
CDH26,-1.90431183991319
GAD1,2.04164860213118
RAMP1,1.85246307265405
SFN,-4.45326227080539
SFN,-4.45326227080539
SFRP2,-3.10115132190145
GPX2,-9.74378736767784
SALL1,2.14972330266138
TMEM97,-1.85694317071203
FRAS1,2.44266237631388
APBB1IP,-1.87051609920403
PRRX1,2.09659755746123
ATP1A2,-2.04886642164668
ATP1A2,-2.04886642164668
CD209,-2.12257705789844
CGREF1,5.78231705111231
TOX2,-1.53970212778877
CROT,-1.54381847168989
TOX,-1.62880422482507
TCF21,-2.16728619339357
KALRN,1.82747284685047
GREB1,4.99164258724723
EPHB4,1.63997099915871
EPHB4,1.63997099915871
CNNM1,-1.71487555692131
SERPINE2,-3.30135854944423
FXYD3,-6.69535943894724
AFAP1L2,1.78400336890425
RAP1GAP,-2.58064529415216
APOBR,-2.67619456940494
RANBP3L,-2.78945602644682
SLC7A11,-3.63917021642535
SCUBE1,-2.42137949929962
SFRP4,5.0521415227328
PAX9,-1.9158637776565
VDR,-1.73356673459299
SULF2,2.53748175970102
ZNF154,-1.92182799511295
JUNB,-1.57637482935906
TKT,-1.66045831769213
MSX2,-3.45598652020509
PIK3R5,-1.52791662382432
TRIM29,-3.66366813386858
SPINT2,-2.70293039274992
GPC6,-1.56725078003978
GPC6,-1.56725078003978
NALCN,-1.92455699335518
ECM2,1.86553434011994
SPP1,-2.15566981471215
